No.	Phrase	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
597	稍稍羨慕	5.188	5.688	0.348	0.428
598	超羨慕	7.188	7.250	0.242	0.612
599	超級羨慕	7.189	5.925	0.772	0.576
600	萬分羨慕	7.000	6.867	0.624	0.842
601	完全解決	7.333	5.333	0.471	0.471
602	挺誠實	7.500	5.250	0.415	0.809
603	老遇到	5.250	5.750	0.433	0.866
604	還遇到	5.188	5.417	0.348	0.449
605	老遊戲	5.167	4.563	0.373	1.044
606	完全違背	1.780	6.843	0.542	0.663
607	極其厭惡	1.444	8.222	0.831	0.749
608	完全對	7.000	5.222	0.0	0.416
609	更對	6.671	5.480	0.523	0.293
610	挺對	7.143	5.667	0.35	0.624
611	太慘	2.000	6.000	0.0	0.0
612	好慘	2.000	6.000	0.0	0.0
613	很慘	2.000	6.000	0.0	0.0
614	挺慘	1.878	6.114	0.187	0.259
615	越慘	2.188	5.417	0.276	0.449
616	還慘	2.500	5.825	0.384	0.421
617	蠻慘	2.340	6.022	0.448	0.755
618	有點慘	3.000	4.578	0.522	0.563
619	最慘	1.667	6.375	0.471	0.484
620	稍慘	3.329	4.444	0.403	0.658
621	愈慘	2.122	5.925	0.282	0.412
622	太慢	3.000	5.222	0.816	0.786
623	有點慢	4.000	2.556	0.0	0.497
624	特別慢	2.880	4.057	0.635	0.489
625	略慢	4.500	3.250	0.333	0.559
626	最慢	3.125	5.571	0.781	1.05
627	稍慢	4.000	2.375	0.0	0.484
628	稍微慢	3.822	3.163	0.29	0.644
629	越慢	4.000	3.333	0.0	0.471
630	愈慢	3.900	3.188	0.389	0.496
631	十分滿意	8.056	7.167	0.283	0.577
632	非常滿意	8.000	7.000	0.0	0.0
633	相當滿意	8.000	6.556	0.0	0.497
634	超級滿意	7.975	6.925	0.259	0.538
635	蠻滿意	7.433	6.278	0.457	0.454
636	超滿意	8.333	6.950	0.527	0.789
637	好漂亮	8.000	7.000	0.0	0.0
638	挺漂亮	7.438	6.275	0.39	0.268
639	超漂亮	8.222	7.389	0.478	0.393
640	超級漂亮	7.813	7.144	0.379	0.501
641	越漂亮	7.567	6.950	0.447	0.265
642	蠻漂亮	7.267	6.230	0.544	0.852
643	更加精彩	8.144	7.800	0.499	0.499
644	更為精彩	7.880	7.711	0.626	0.621
645	十分緊張	2.975	7.738	0.066	0.264
646	太緊張	2.844	7.250	0.833	0.653
647	好緊張	3.000	8.000	0.0	0.0
648	有點緊張	3.389	7.100	0.482	0.657
649	更加緊張	2.889	7.563	0.657	0.527
650	相當緊張	2.333	7.889	0.471	0.314
651	格外緊張	2.600	7.667	0.41	0.211
652	略微緊張	3.544	6.833	0.486	0.735
653	異常緊張	2.444	7.786	0.762	0.589
654	愈緊張	3.388	7.389	0.42	0.774
655	萬分緊張	2.325	8.075	0.286	0.307
656	更為緊繃	2.975	7.925	0.185	0.222
657	異常緊繃	2.611	7.813	0.843	0.428
658	太認真	7.625	6.222	0.696	0.416
659	非常認真	8.000	6.000	0.0	0.0
660	格外認真	7.767	6.250	0.488	0.412
661	稍稍認真	6.000	4.667	0.0	0.667
662	稍微認真	5.813	4.000	0.242	0.25
663	還認真	6.243	5.417	1.054	0.344
664	比較輕鬆	6.000	2.375	0.0	0.484
665	更為輕鬆	6.711	2.300	0.438	0.835
666	格外輕鬆	6.963	2.475	0.212	1.283
667	稍微輕鬆	5.667	2.300	0.481	0.624
668	較輕鬆	6.556	2.444	0.497	0.497
669	較為輕鬆	6.111	2.411	0.477	0.703
670	略酸	4.333	4.563	0.408	0.527
671	還酸	3.500	5.389	0.463	0.458
672	好噁	2.000	7.000	0.0	0.0
673	超噁	1.500	7.444	0.5	0.497
674	好噁心	2.000	7.556	0.0	0.497
675	怪噁心	1.975	7.071	0.066	0.175
676	異常噁心	1.833	7.550	0.236	0.415
677	超噁心	1.600	7.500	0.49	0.5
678	超級噁心	1.938	7.900	0.086	0.577
679	更為樂觀	7.950	6.183	0.166	0.376
680	相當樂觀	7.875	6.550	0.415	0.472
681	稍許樂觀	5.622	4.500	0.391	1.025
682	較樂觀	6.500	5.563	0.577	0.583
683	較為樂觀	7.222	4.786	0.592	0.508
684	相當熱烈	7.611	8.356	0.296	0.313
685	最為熱烈	7.375	8.056	0.415	0.724
686	越加熱烈	6.578	7.978	0.643	0.063
687	極為熱烈	7.156	7.967	0.552	0.741
688	無比熱情	7.567	7.388	0.394	0.302
689	十分熱鬧	7.667	7.444	0.333	0.369
690	更加熱鬧	7.089	7.088	0.228	0.22
691	相當熱鬧	7.000	7.000	0.0	0.0
692	異常熱鬧	6.929	7.450	0.319	0.415
693	最為熱鬧	7.838	7.433	0.25	0.416
694	更加確定	6.929	5.733	0.198	0.442
695	越窮	2.740	5.038	0.533	0.472
696	愈窮	2.778	5.278	0.533	0.916
697	稍緩和	5.688	3.375	0.609	0.415
698	稍稍緩和	5.375	3.667	0.545	0.553
699	稍微緩和	5.938	3.957	0.312	0.939
700	較為緩和	5.667	3.267	0.519	0.464
701	十分適合	6.000	4.625	0.0	0.696
702	太適合	6.000	4.778	0.0	0.629
703	尤其適合	6.944	4.350	0.462	0.979
704	好適合	6.222	4.333	0.416	0.471
705	更適合	6.000	4.714	0.0	0.7
706	非常適合	6.375	5.000	0.484	0.535
707	很適合	6.000	4.333	0.0	0.471
708	相當適合	6.444	4.500	0.497	0.5
709	特別適合	6.400	5.125	0.49	0.599
710	最適合	6.250	4.444	0.433	0.497
711	最為適合	7.630	5.020	0.906	0.553
712	較適合	5.444	3.889	0.497	0.737
713	較為適合	5.550	3.910	0.385	0.796
714	蠻適合	5.600	4.000	0.49	0.0
715	比較適合	5.333	3.444	0.471	0.497
716	最為適當	7.733	5.900	0.389	0.903
717	較適當	6.000	4.500	0.0	0.5
718	較為適當	5.875	4.511	0.327	0.348
719	十分震驚	3.040	8.167	0.08	0.527
720	相當震驚	2.889	8.188	0.774	0.348
721	無比震驚	2.929	8.333	0.175	0.445
722	極為震驚	2.644	8.138	0.517	0.193
723	萬分震驚	2.663	8.163	0.331	0.269
724	尤其擅長	7.622	6.500	0.286	0.374
725	十分擔心	2.620	7.413	0.51	0.491
726	太擔心	2.000	7.000	0.0	0.0
727	尤其擔心	2.422	7.622	0.439	0.322
728	有點擔心	3.000	6.000	0.0	0.0
729	非常擔心	2.189	7.550	0.166	0.187
730	相當擔心	2.063	7.222	0.165	0.248
731	格外激動	4.333	8.133	0.776	0.653
732	異常激動	4.743	8.278	0.489	0.253
733	無比激動	5.075	8.456	0.884	0.372
734	更積極	7.222	7.000	0.416	0.0
735	更加積極	7.063	7.025	0.165	0.066
736	更為積極	7.333	7.188	0.527	0.556
737	最為積極	7.913	7.800	0.169	0.18
738	較為積極	6.889	7.078	0.679	0.79
739	好興奮	8.000	8.000	0.0	0.0
740	非常興奮	8.000	8.000	0.0	0.0
741	相當興奮	7.667	8.000	0.471	0.0
742	格外興奮	8.267	7.944	0.316	0.295
743	特別興奮	7.590	7.925	0.421	0.139
744	無比興奮	8.375	8.322	0.282	0.297
745	超級興奮	8.063	8.144	0.165	0.211
746	格外諷刺	2.125	7.267	0.13	0.514
747	極其諷刺	2.050	7.413	0.132	0.42
748	最為踴躍	7.911	7.922	0.472	0.187
749	略輸	3.844	3.970	0.324	0.793
750	越輸	2.363	4.750	0.469	0.433
751	愈輸	2.357	5.000	0.44	0.926
752	還輸	2.444	4.556	0.497	0.497
753	十分遺憾	1.556	5.444	0.497	0.497
754	非常遺憾	1.600	6.100	0.49	0.831
755	相當遺憾	1.556	5.667	0.497	0.667
756	極其遺憾	1.844	6.625	0.201	0.65
757	極為遺憾	1.389	6.643	0.458	0.693
758	萬分遺憾	2.125	4.900	0.12	0.638
759	完全錯誤	2.050	5.838	0.112	0.576
760	略優	6.143	5.222	0.44	0.583
761	稍優	5.833	4.750	0.236	0.661
762	較優	7.188	5.733	0.379	0.55
763	無比壓力	1.688	7.667	0.556	0.527
764	十分尷尬	2.789	5.788	0.242	0.459
765	有點尷尬	3.600	4.286	0.49	0.452
766	格外尷尬	2.533	6.138	0.323	0.636
767	略尷尬	4.067	4.125	0.291	0.565
768	略微尷尬	3.450	4.300	0.712	0.604
769	無比尷尬	2.167	7.167	0.471	0.667
770	極為尷尬	2.957	5.314	0.199	0.61
771	萬分尷尬	2.729	5.529	0.333	0.437
772	還幫忙	7.063	5.889	0.165	0.737
773	略濫用	3.929	4.786	0.678	0.589
774	更糟糕	3.000	6.000	0.0	0.0
775	比較聰明	6.800	4.375	0.872	0.484
776	最聰明	8.000	5.625	0.0	0.484
777	更加艱困	2.500	6.143	0.667	0.953
778	更為艱困	2.267	7.650	0.231	0.158
779	格外艱困	2.713	7.113	0.252	0.293
780	最為艱困	2.067	7.633	0.211	0.429
781	更為艱辛	2.188	7.011	0.247	0.318
782	異常艱辛	1.963	7.500	0.099	0.32
783	無比艱辛	2.156	7.022	0.267	0.621
784	萬分艱辛	2.111	7.389	0.737	0.393
785	更加艱難	2.188	7.571	0.556	0.416
786	更為艱難	2.433	7.550	0.337	0.374
787	最為艱難	2.375	8.188	0.545	0.556
788	極其艱難	2.057	7.756	0.09	0.409
789	萬分謝意	7.367	7.429	0.481	0.495
790	萬分謝謝	7.688	7.500	0.428	0.671
791	太醜	2.444	4.625	0.497	0.484
792	好醜	2.667	4.625	0.471	0.484
793	很醜	2.556	4.889	0.497	0.875
794	最為鮮明	6.600	6.025	0.658	0.657
795	異常嚮往	6.638	6.567	0.328	0.581
796	更加謹慎	7.163	4.963	0.187	0.755
797	更為謹慎	6.378	5.175	0.429	0.502
798	格外謹慎	6.778	4.075	0.545	0.38
799	特別謹慎	6.678	4.678	0.527	0.459
800	異常謹慎	6.857	6.000	0.44	0.964
801	極其謹慎	6.889	6.160	0.314	1.078
802	極為謹慎	7.333	6.714	0.707	0.589
803	萬分謹慎	6.889	4.678	0.572	0.644
804	較為謹慎	6.975	3.990	0.211	1.036
805	十分豐富	7.500	6.375	0.408	0.415
806	更加豐富	7.189	5.975	0.491	0.432
807	更為豐富	7.388	6.129	0.369	0.225
808	相當豐富	7.500	6.250	0.5	0.433
809	最為豐富	7.200	6.313	0.9	0.704
810	極為豐富	8.111	6.713	0.328	0.298
811	較豐富	7.000	5.778	0.667	0.671
812	較為豐富	7.013	5.478	0.385	0.516
813	更豐富	7.000	6.000	0.0	0.0
814	格外懷念	6.767	6.389	0.49	0.664
815	極度懷疑	2.163	6.375	0.234	0.997
816	完全贊同	7.813	6.778	0.496	0.478
817	十分關心	7.500	7.556	0.354	0.55
818	尤其關心	7.888	7.114	0.326	0.203
819	非常關心	7.000	7.333	0.0	0.471
820	相當關心	6.789	6.578	0.321	0.71
821	特別關心	7.333	7.220	0.414	0.527
822	最關心	7.500	7.000	0.5	0.0
823	最為關心	7.667	6.675	0.424	0.521
824	極為關心	7.250	7.563	0.354	0.464
825	十分難過	2.044	6.688	0.306	0.658
826	好難過	2.000	6.500	0.0	0.5
827	相當難過	2.375	6.222	0.484	0.416
828	萬分難過	2.025	7.000	0.13	0.552
829	很難過	2.000	6.444	0.0	0.497
830	還願意	5.571	5.338	0.416	0.485
831	太嚴重	2.600	8.000	0.49	0.0
832	尤其嚴重	2.300	7.833	0.2	0.226
833	比較嚴重	3.375	7.200	0.484	0.872
834	更嚴重	2.500	8.000	0.5	0.0
835	更加嚴重	2.444	8.000	0.497	0.0
836	更為嚴重	2.400	8.000	0.49	0.0
837	非常嚴重	2.000	8.000	0.0	0.0
838	很嚴重	2.500	8.000	0.5	0.0
839	挺嚴重	2.610	7.678	0.499	0.471
840	異常嚴重	2.111	8.083	0.567	0.186
841	最嚴重	1.625	8.000	0.484	0.0
842	最為嚴重	1.780	8.511	0.531	0.451
843	稍微嚴重	3.889	6.000	0.314	0.267
844	越加嚴重	2.111	7.750	0.515	0.5
845	越發嚴重	2.333	7.800	0.373	0.245
846	極其嚴重	1.789	8.013	0.264	0.127
847	極為嚴重	1.667	8.150	0.4	0.265
848	較嚴重	3.333	7.444	0.471	0.685
849	較為嚴重	3.100	7.111	0.492	0.652
850	還嚴重	2.943	6.988	0.14	0.816
851	蠻嚴重	2.725	7.400	0.356	0.552
852	相當嚴重	2.444	8.000	0.497	0.0
853	特別嚴重	2.014	8.086	0.035	0.099
854	更加嚴峻	1.813	7.889	0.242	0.657
855	更為嚴峻	2.411	7.988	0.378	0.465
856	最為嚴峻	2.222	7.967	0.199	0.501
857	更嚴格	2.800	7.711	0.24	0.269
858	更加嚴格	3.500	7.563	0.378	0.3
859	更為嚴格	3.363	7.413	0.364	0.271
860	異常嚴格	2.222	7.688	0.416	0.348
861	最為嚴格	3.111	6.950	0.698	0.65
862	極其嚴格	2.278	7.688	0.416	0.496
863	較嚴格	3.000	7.000	0.667	0.0
864	較為嚴格	3.644	7.067	0.425	0.521
865	極為嚴格	2.622	7.938	1.263	0.187
866	格外耀眼	7.225	7.163	0.307	0.234
867	最為耀眼	7.550	7.444	0.383	0.542
868	太爛	2.138	6.756	0.212	0.222
869	更爛	2.000	6.000	0.0	0.0
870	很爛	2.000	6.400	0.0	0.49
871	挺爛	2.522	5.460	0.656	0.377
872	最爛	1.600	6.667	0.49	0.816
873	超爛	1.600	7.000	0.49	0.775
874	超級爛	1.750	6.789	0.25	0.817
875	愈爛	2.256	6.100	0.195	0.224
876	蠻爛	2.278	6.090	0.416	0.856
877	蠻蠢	2.378	5.271	0.308	0.403
878	越髒	2.389	5.667	0.567	0.408
879	愈髒	2.675	5.286	0.538	0.452
880	尤其驚人	3.586	8.380	0.264	0.328
881	相當驚人	2.750	8.000	0.829	0.0
882	異常驚人	4.567	7.975	0.529	0.066
883	最為驚人	5.129	8.338	1.22	0.387
884	極為驚人	4.150	7.750	0.848	0.522
885	十分驚訝	5.111	8.313	0.567	0.496
886	相當驚訝	5.556	8.000	0.497	0.0
887	萬分驚訝	5.263	8.213	0.712	0.369
888	更加靈活	7.389	5.714	0.695	0.876
889	更為靈活	7.143	5.467	0.226	0.533
890	稍微不小心	4.000	4.429	0.0	0.495
891	還不能反抗	3.111	5.786	0.712	0.92
892	更沒有心情	3.363	5.000	0.458	0.849
893	太不可愛	3.643	6.000	0.58	0.707
894	有點不可愛	4.000	3.722	0.0	0.786
895	超級不可愛	2.688	5.929	0.556	0.776
896	十分不可靠	3.000	6.150	0.0	0.776
897	太不可靠	2.722	6.333	0.533	0.667
898	完全沒打	4.929	5.688	0.821	1.088
899	更不能打	5.063	6.450	0.768	1.011
900	還不能打	4.086	5.667	0.785	0.687
901	還沒打	4.300	4.600	0.212	0.424
902	還不打	4.600	6.143	0.374	0.833
903	完全不能打	3.829	6.083	1.065	0.788
904	完全沒有正面	3.889	5.267	0.75	0.8
905	比較不丟臉	4.875	4.625	0.927	0.484
906	完全不同情	3.625	5.143	0.599	0.639
907	尤其不同意	3.563	6.300	0.527	0.872
908	完全不同意	2.600	6.833	0.49	0.687
909	完全不能同意	2.750	6.625	0.512	0.484
910	更沒有多餘	4.133	5.600	0.907	0.49
911	十分不好	2.778	6.725	0.583	0.958
912	太不好	3.071	5.722	0.175	0.416
913	尤其不好	2.933	6.063	0.497	0.335
914	比較不好	4.000	4.313	0.0	0.747
915	有點不好	3.600	4.714	0.49	0.7
916	更不好	3.400	5.750	0.49	0.661
917	更加不好	3.000	6.125	0.333	0.484
918	怪不好	3.400	5.444	0.49	0.497
919	非常不好	2.333	7.000	0.471	0.775
920	很不好	2.813	5.778	0.496	0.786
921	特別不好	2.556	6.286	0.497	0.881
922	最不好	2.688	6.571	0.556	0.495
923	稍微不好	4.000	4.556	0.0	0.497
924	超不好	2.444	7.063	0.497	0.39
925	越不好	3.167	5.300	0.527	0.9
926	愈不好	3.444	5.688	0.437	0.609
927	極度不好	2.333	7.063	1.155	0.634
928	較不好	4.000	4.000	0.0	0.775
929	還沒好	4.400	4.250	0.49	0.829
930	還沒有好	4.000	4.714	0.0	0.452
931	還不好	3.567	5.000	0.596	0.756
932	完全沒好處	3.111	6.250	0.314	0.829
933	完全沒有好處	2.625	5.667	0.484	0.816
934	太不安全	2.778	6.167	0.416	0.373
935	比較不安全	4.000	4.500	0.0	0.5
936	比較沒有安全	4.338	4.600	0.517	0.564
937	更不安全	3.000	6.000	0.0	0.667
938	更加不安全	3.075	5.522	0.198	0.498
939	很不安全	2.833	5.556	0.471	0.831
940	相當不安全	3.111	6.056	0.314	0.685
941	最不安全	2.500	6.000	0.5	0.707
942	超級不安全	2.000	6.857	0.667	0.833
943	越不安全	3.611	5.563	0.458	0.464
944	蠻不安全	3.778	5.667	0.478	0.527
945	還不能成功	3.975	5.563	0.156	0.583
946	還沒成功	4.000	4.250	0.0	0.873
947	還沒有成功	4.000	4.929	0.0	0.175
948	老不死	1.444	6.700	0.685	0.361
949	還不死	1.833	5.500	0.85	0.5
950	還不能死	3.500	6.000	0.632	0.577
951	還沒死	4.944	5.444	1.117	0.685
952	還沒有死	4.833	5.111	1.546	0.875
953	還沒有死心	5.556	5.750	0.831	0.433
954	怪不自在	3.333	5.333	0.471	0.471
955	很不自在	3.333	5.438	0.471	0.583
956	超級不自在	2.667	6.714	0.471	0.452
957	超不自在	2.333	7.143	0.943	0.833
958	太沒自信	3.000	5.778	0.0	0.786
959	比較沒自信	4.000	4.688	0.0	0.658
960	比較沒有自信	4.000	4.688	0.0	0.428
961	更沒自信	3.333	5.857	0.471	0.35
962	很沒自信	3.000	5.875	0.0	0.599
963	很沒有自信	3.000	6.000	0.0	0.756
964	最沒自信	2.625	6.111	0.484	0.737
965	超沒自信	2.750	6.750	0.829	0.661
966	較沒自信	4.000	4.000	0.0	0.667
967	比較不冷	5.375	3.667	0.484	0.471
968	較不冷	5.071	4.429	0.319	0.678
969	完全沒利益	3.500	6.438	0.535	0.634
970	最沒有利益	4.660	5.675	0.377	0.435
971	尤其不希望	3.275	5.417	0.424	0.449
972	好沒希望	3.056	5.813	0.724	0.747
973	完全沒希望	2.111	6.222	0.994	0.629
974	完全沒有希望	2.000	6.786	0.0	0.92
975	更不希望	3.750	6.056	0.661	0.956
976	更沒希望	3.125	6.000	0.331	0.5
977	很沒希望	3.556	5.625	1.066	0.484
978	最不希望	3.000	6.333	0.816	0.471
979	比較不能忍	3.575	5.000	0.726	1.0
980	尤其不能忘記	5.250	6.111	0.433	0.567
981	更不能忘記	4.778	5.500	0.916	0.5
982	更沒忘記	5.513	5.550	0.537	0.678
983	更沒有忘記	5.425	6.083	0.452	0.297
984	最不能忘記	5.378	6.300	0.485	0.622
985	還不能忘記	5.000	4.429	0.0	0.495
986	還沒忘記	4.933	4.433	0.356	0.581
987	還沒有忘記	5.444	5.125	0.497	0.781
988	十分不快樂	2.889	6.444	0.875	0.497
989	很不快樂	2.556	6.688	0.497	0.747
990	最不快樂	2.556	6.500	0.497	1.0
991	極度不快樂	2.057	7.614	0.199	0.815
992	還不能批評	4.100	5.900	0.374	0.663
993	完全沒改善	3.071	6.563	0.175	0.583
994	完全沒有改善	3.000	6.056	0.0	0.762
995	還沒改善	4.000	5.056	0.0	0.598
996	還不能決定	4.378	5.111	0.444	0.737
997	還沒決定	4.400	4.929	0.49	0.175
998	還沒有決定	4.650	4.286	0.45	0.452
999	還沒有足夠	4.222	4.300	0.416	0.6
1000	更不能忽略	5.611	5.071	0.458	0.175
1001	最不能忽略	5.286	5.125	0.7	0.781
1002	更不能忽視	5.000	6.125	0.707	0.927
1003	比較不怕	5.100	4.500	0.831	0.5
1004	完全不怕	6.000	5.778	0.0	0.916
1005	更不怕	5.486	6.410	0.5	0.43
1006	最不怕	5.563	6.056	0.768	0.762
1007	越不怕	6.917	6.500	0.344	0.802
1008	愈不怕	5.413	6.138	0.535	0.773
1009	較不怕	4.950	4.500	0.789	0.471
1010	蠻不怕	5.317	5.050	0.524	0.931
1011	怪不怪	4.700	4.400	0.4	0.49
1012	有點不放心	4.000	4.056	0.0	0.831
1013	更不能放棄	6.000	6.556	1.155	0.685
1014	更沒有放棄	6.050	6.700	0.265	0.6
1015	還不放棄	5.214	5.778	0.7	0.629
1016	還不能放棄	5.514	6.438	0.601	0.464
1017	還沒放棄	6.333	5.125	0.471	0.331
1018	還沒有放棄	5.556	6.250	0.956	0.661
1019	比較沒朋友	3.511	3.700	0.463	0.665
1020	好沒有朋友	3.420	5.120	0.56	0.786
1021	完全沒朋友	2.722	6.000	0.533	0.5
1022	完全沒有朋友	2.556	5.857	0.497	0.99
1023	更沒朋友	3.443	5.056	0.392	0.896
1024	極度不欣賞	1.889	7.500	0.614	0.535
1025	還沒玩	4.850	5.583	0.25	0.449
1026	太沒知識	3.375	5.214	0.415	0.589
1027	很沒知識	3.389	4.714	0.567	0.7
1028	比較沒信心	4.000	4.667	0.0	0.471
1029	比較沒有信心	3.778	5.000	0.416	0.0
1030	好沒信心	3.071	5.125	0.175	0.781
1031	完全沒信心	3.000	6.222	0.0	0.916
1032	完全沒有信心	3.000	6.222	0.0	0.786
1033	更沒信心	3.000	5.200	0.0	0.872
1034	更沒有信心	3.556	6.143	0.437	0.833
1035	很沒信心	2.950	5.111	0.723	0.737
1036	很沒有信心	3.056	5.625	0.157	0.484
1037	最沒信心	2.556	6.125	0.497	0.781
1038	超沒信心	2.667	7.000	0.471	0.866
1039	較沒信心	3.750	5.286	0.433	0.452
1040	完全不信任	2.750	6.125	0.433	0.927
1041	更加不信任	3.063	6.125	0.165	0.599
1042	極度不信任	2.063	7.000	0.165	0.866
1043	更沒有勇氣	3.700	6.163	0.523	0.797
1044	完全不後悔	6.056	5.625	0.956	0.484
1045	比較不恰當	4.000	4.375	0.0	0.484
1046	非常不恰當	2.556	6.125	0.497	0.781
1047	相當不恰當	3.389	4.714	0.458	0.452
1048	還不流行	4.450	4.111	0.472	0.737
1049	還沒流行	4.500	4.278	0.471	0.583
1050	太不相信	4.000	6.000	0.707	0.667
1051	完全不相信	2.625	6.188	0.484	0.496
1052	完全不能相信	3.167	6.625	0.471	0.484
1053	更不相信	3.278	5.875	0.416	0.331
1054	最不能相信	2.750	6.571	0.661	0.495
1055	還不相信	4.071	4.889	0.175	0.737
1056	比較沒負擔	4.611	3.929	0.809	0.175
1057	比較沒有負擔	5.389	3.778	0.737	0.416
1058	更沒有負擔	5.700	5.288	0.756	0.537
1059	最沒負擔	6.143	5.167	0.833	0.687
1060	最沒有負擔	6.500	5.333	0.75	0.553
1061	比較沒風險	5.625	5.143	0.696	0.639
1062	比較沒有風險	5.125	5.143	0.781	0.639
1063	完全沒風險	6.563	6.000	0.464	0.632
1064	完全沒有風險	6.714	5.000	0.452	1.118
1065	更沒有風險	5.500	5.750	0.707	1.146
1066	最沒風險	5.600	5.789	0.555	0.831
1067	最沒有風險	6.944	6.143	0.643	0.639
1068	太不值得	2.750	6.625	0.512	0.484
1069	完全不值得	2.667	6.833	0.471	0.943
1070	超不值得	2.250	7.375	0.433	0.696
1071	超級不值得	2.750	6.778	0.433	0.916
1072	比較不值錢	4.000	5.000	0.0	0.775
1073	越不值錢	4.000	5.500	0.0	1.025
1074	完全不能原諒	2.500	7.000	0.5	0.667
1075	更不能原諒	3.444	5.875	0.497	0.599
1076	最不能原諒	2.333	7.000	0.471	0.816
1077	比較不害羞	5.444	3.722	0.497	0.533
1078	尤其不能容忍	2.500	6.625	0.5	0.857
1079	完全不能容忍	2.222	6.938	0.629	0.726
1080	更不能容忍	3.000	6.500	0.0	0.5
1081	最不能容忍	2.500	7.000	0.577	0.756
1082	比較沒差	5.050	3.600	0.723	0.49
1083	比較沒有差	4.750	4.214	0.5	0.452
1084	完全沒差	5.167	5.167	0.816	0.373
1085	最沒差	5.357	4.429	0.58	1.208
1086	最沒有差	5.071	3.900	0.623	0.663
1087	還不差	6.000	4.444	0.0	0.497
1088	較沒差	5.000	3.875	0.667	0.331
1089	太沒效率	2.750	6.188	0.512	0.704
1090	太沒有效率	3.167	6.438	0.408	0.39
1091	比較沒效率	4.000	4.000	0.0	0.816
1092	好沒效率	3.500	6.000	0.5	0.0
1093	更沒效率	3.389	6.056	0.458	0.762
1094	更沒有效率	3.333	5.625	0.333	0.507
1095	最沒效率	2.688	6.714	0.348	0.881
1096	最沒有效率	3.056	5.714	0.497	0.881
1097	較沒效率	4.000	4.000	0.0	0.816
1098	很沒效率	3.063	5.111	0.165	0.737
1099	很沒有效率	3.389	5.563	0.458	0.464
1100	完全沒貢獻	3.000	5.875	0.667	0.599
1101	完全沒有貢獻	2.789	5.778	0.778	0.583
1102	十分不高興	2.333	7.571	0.471	0.495
1103	有點不高興	4.000	4.857	0.0	0.639
1104	很不高興	2.444	6.944	0.497	0.685
1105	相當不高興	3.000	6.500	0.0	0.463
1106	更沒有強姦	4.275	8.650	1.314	0.206
1107	完全不能控制	3.050	6.556	0.723	0.497
1108	還不能控制	3.643	5.167	0.44	0.782
1109	比較不敏感	5.500	4.071	0.5	0.175
1110	較不敏感	5.278	3.625	0.533	0.484
1111	比較沒救	3.556	4.714	0.497	0.452
1112	完全沒救	2.333	7.125	0.471	0.599
1113	更沒救	3.000	6.000	0.0	1.0
1114	很沒救	2.957	6.960	0.742	0.049
1115	太不清楚	3.444	4.714	0.497	0.7
1116	比較不清楚	4.063	3.600	0.165	0.49
1117	完全不清楚	3.556	4.556	0.497	0.497
1118	更不清楚	3.000	5.333	0.0	0.471
1119	超不清楚	3.375	6.000	0.484	0.926
1120	越不清楚	4.125	5.071	0.331	0.776
1121	較不清楚	4.000	3.667	0.0	0.816
1122	還不清楚	4.063	2.750	0.165	0.433
1123	蠻不清楚	4.000	4.625	0.0	0.484
1124	十分不爽	2.400	7.444	0.49	0.497
1125	太不爽	3.000	7.500	0.0	0.5
1126	有點不爽	3.778	4.944	0.416	0.762
1127	老不爽	2.500	7.188	0.577	0.864
1128	更不爽	3.000	6.778	0.0	0.629
1129	更加不爽	3.000	7.625	0.943	0.484
1130	非常不爽	2.333	7.625	0.471	0.484
1131	很不爽	1.625	7.250	0.484	0.433
1132	相當不爽	2.667	7.000	0.471	0.0
1133	挺不爽	3.000	6.125	0.0	0.781
1134	最不爽	2.250	7.833	0.433	0.816
1135	稍微不爽	4.000	5.188	0.0	0.609
1136	超不爽	1.375	7.929	0.484	0.175
1137	超級不爽	1.900	7.688	0.831	0.428
1138	越不爽	3.263	6.300	0.427	0.6
1139	愈不爽	3.433	7.489	0.33	0.597
1140	極度不爽	2.063	7.500	0.165	0.5
1141	極為不爽	2.625	8.111	0.484	0.567
1142	還不爽	3.000	7.500	0.764	0.378
1143	還沒爽	3.875	6.786	0.893	0.525
1144	蠻不爽	3.000	5.438	0.0	0.464
1145	非常不理想	2.333	6.833	0.471	0.816
1146	相當不理想	2.667	5.667	0.471	0.471
1147	較不理想	4.000	4.750	0.0	0.433
1148	蠻不理想	3.500	5.000	0.5	0.866
1149	十分不喜歡	2.500	7.071	0.463	0.319
1150	尤其不喜歡	3.350	5.857	0.45	0.639
1151	比較不喜歡	4.000	4.000	0.0	0.667
1152	有點不喜歡	4.000	5.125	0.0	0.781
1153	更不喜歡	2.722	5.813	0.533	0.609
1154	更加不喜歡	2.713	6.683	0.392	0.484
1155	怪不喜歡	3.000	6.250	0.5	0.433
1156	非常不喜歡	2.375	6.889	0.484	0.737
1157	挺不喜歡	3.111	6.000	0.737	0.0
1158	特別不喜歡	2.722	6.438	0.533	0.583
1159	超不喜歡	2.000	7.063	0.0	0.634
1160	越不喜歡	3.063	5.813	0.165	0.348
1161	愈不喜歡	3.000	5.286	0.0	0.452
1162	蠻不喜歡	3.611	5.625	0.458	0.484
1163	最不喜歡	2.375	6.286	0.484	0.881
1164	超級不喜歡	2.375	7.313	0.484	0.556
1165	太不尊重	2.444	7.000	0.497	0.535
1166	完全不尊重	2.556	7.000	0.497	0.866
