No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
4405	平平淡淡	4.800	2.100	0.274	1.14
3639	痠軟	3.400	4.600	0.652	1.475
2007	親善	6.400	4.600	0.49	1.2
1570	難熬	2.600	7.200	0.49	0.748
4423	悶悶	3.800	4.000	0.4	1.265
1308	認可	5.800	4.000	0.4	1.265
421	冷酷	2.400	5.400	1.02	1.855
1580	競爭	5.000	6.600	1.095	1.356
5432	水汪汪	6.700	4.900	0.908	1.14
2782	作秀	3.800	4.200	0.4	1.47
4631	聲名狼藉	1.800	4.600	0.837	1.342
2920	惡習	3.600	4.100	0.49	1.114
1467	融洽	7.400	5.000	0.49	2.098
5013	一箭之仇	3.300	4.600	0.975	2.302
311	平庸	4.600	3.000	0.8	1.414
4674	有仇	2.100	7.000	1.14	1.581
2567	避開	4.200	4.800	0.75	0.98
600	俗氣	3.800	4.400	0.4	0.8
2076	功德	6.400	3.600	0.49	1.02
4354	汙濁	3.200	3.600	1.151	1.194
5248	死要面子	3.600	4.200	0.894	0.908
2312	審判	4.000	4.800	0.89	1.6
3417	才幹	5.900	3.600	0.583	1.158
3409	一帆風順	7.400	5.400	0.8	0.86
2719	怎樣	4.200	4.400	1.17	1.62
202	鍾愛	7.000	6.600	0.632	1.497
1213	煩瑣	3.600	5.600	0.49	1.497
1357	憂鬱	2.400	4.800	0.49	1.72
2277	毒品	3.000	5.200	0.0	0.4
4673	隱退	5.000	3.100	0.0	1.517
340	任性	3.400	5.400	0.49	1.356
785	真實	6.000	4.600	0.894	1.356
2095	光彩	6.600	4.200	0.8	0.98
3305	未雨綢繆	6.000	5.000	1.414	0.707
4720	打屁股	4.200	5.400	1.304	2.302
3475	忘不了	5.500	3.900	0.632	1.685
2320	不易	4.000	3.600	0.63	0.8
3354	軍閥	3.700	4.200	0.872	2.135
4193	有出入	4.100	5.300	0.894	0.908
4689	勞役	3.200	5.200	1.304	1.823
3750	無緣	3.400	3.100	0.894	1.432
3671	碎裂	3.100	5.100	0.894	1.517
5424	不近情理	3.900	3.400	0.418	2.043
4735	避諱	4.200	3.200	0.758	1.304
2785	遇刺	2.800	5.800	0.4	0.75
2490	暴亂	2.400	6.800	0.49	0.98
167	甜心	6.800	6.000	0.748	1.414
1758	解除	4.800	3.400	0.4	2.15
676	狠心	2.400	7.400	0.49	0.49
3594	超人	7.400	7.600	1.14	1.14
4479	窘況	3.600	4.400	0.49	1.02
1199	溫柔	6.600	4.200	0.49	1.166
4117	挺拔	7.200	4.000	1.037	1.225
3950	豐盛	7.700	5.100	0.447	1.342
5221	始作俑者	4.000	4.700	1.0	1.304
4280	精打細算	7.100	4.100	1.0	1.304
927	盛怒	1.800	8.600	0.748	0.8
4629	罵人	2.800	6.500	0.837	0.707
4855	慘死	2.800	6.300	1.037	2.019
2720	隱瞞	3.600	4.600	0.49	1.02
5331	世儈	3.400	4.100	0.962	1.746
2642	撤退	3.800	5.200	0.75	1.17
1209	煩悶	3.000	5.800	0.0	1.47
68	忘記	4.000	4.600	0.632	0.49
5496	群芳爭艷	7.300	6.000	0.671	1.0
2680	分化	4.000	4.200	0.63	1.47
5175	撐住	5.300	4.000	1.396	1.225
4785	跌倒	4.400	4.800	0.894	1.643
3340	抵消	4.800	3.300	0.51	1.47
3901	變態	1.700	8.000	0.671	0.935
5299	有病	3.300	4.500	0.447	1.323
4264	美呆	7.700	7.500	0.447	1.323
2177	引以為傲	6.600	5.800	0.49	1.6
3145	作假	3.400	5.300	0.49	0.872
4210	堆積如山	3.300	5.600	1.037	0.652
4444	熱誠地	6.600	5.200	0.49	1.83
93	輸	3.000	4.400	0.894	1.2
494	刺眼	3.200	5.600	0.748	2.059
2198	心動	6.400	5.800	0.49	0.75
1462	膩	3.600	4.000	0.8	1.265
2687	寒冷	4.600	3.000	0.8	1.41
2331	秘密	4.600	3.400	0.8	1.02
2378	故障	3.800	4.200	0.4	1.17
2734	質問	3.600	6.200	1.36	1.17
1779	固定	5.200	2.800	0.4	1.33
1272	對質	3.800	7.000	0.748	1.095
1573	騙	3.400	6.000	0.49	0.894
5327	凌辱	2.100	6.300	0.224	1.396
1141	傷心	3.000	6.200	0.632	1.166
613	勉強	3.800	5.000	0.748	0.894
4160	返璞歸真	7.300	2.000	0.837	1.225
879	情緒	4.600	5.400	0.8	0.8
4128	天真爛漫	6.600	5.000	1.084	1.414
820	衰敗	3.000	6.200	0.632	2.227
3666	黃袍加身	7.600	7.400	1.194	1.342
419	冷	3.600	4.400	1.02	0.8
1640	靈巧	7.200	4.800	0.748	1.327
639	怒斥	2.000	8.600	0.632	0.49
284	世仇	1.800	8.200	0.748	0.4
4111	凍僵	4.200	5.100	1.037	1.245
859	寂寥	3.200	2.400	0.748	1.2
2592	下陷	3.600	4.400	0.49	0.8
1398	獎狀	7.400	5.200	0.49	1.47
567	枉然	3.400	4.200	0.49	1.6
1464	興致	6.200	6.000	0.98	0.894
2644	混淆	4.000	4.200	0.0	0.98
3042	和藹可親	6.200	3.200	0.748	1.166
3986	分不清楚	3.800	3.800	0.447	1.44
103	贏得	7.400	7.000	1.02	1.265
5035	曬焦	4.100	4.000	0.894	1.581
1973	邏輯	5.200	2.800	0.4	1.33
5270	胡說	3.400	4.800	1.084	1.525
5288	不懷好意	3.700	4.500	0.447	0.5
2474	不成	3.800	3.400	0.75	0.8
4314	半途而廢	3.300	3.300	0.975	0.447
583	知識	6.600	3.400	1.02	1.855
256	勾引	3.800	6.400	0.4	0.8
2967	柔情	5.900	2.400	0.663	0.49
2442	開槍	2.800	6.000	0.4	1.1
4420	羞怯怯	3.600	4.400	0.49	1.744
1928	一流	6.800	4.600	0.4	1.36
4355	灰濛濛	3.700	3.100	1.037	1.597
1789	促成	5.800	4.400	0.4	1.85
5128	碰壁	3.600	3.200	1.084	2.28
3829	難受	2.000	7.300	1.225	1.304
4249	大吃一驚	4.800	7.900	1.225	1.304
1998	負有	4.800	3.000	0.4	1.26
3430	頌揚	7.600	5.700	0.374	1.4
4206	乾乾澀澀	3.900	4.400	0.894	1.194
4454	熱心腸	6.400	5.200	0.49	1.47
3237	完滿	7.400	6.000	1.02	0.632
53	豐富	6.800	5.600	0.748	1.02
1411	緩和	5.200	3.200	0.4	1.166
665	柔腸寸斷	1.800	7.800	0.748	0.748
2928	劣質	3.400	4.000	0.8	1.414
4603	爛仗	2.800	4.900	1.037	1.597
1265	厭煩	3.000	5.600	0.632	1.356
4951	嚇一跳	4.700	6.900	0.447	1.245
3900	變心	2.300	7.000	0.837	1.275
5393	忌諱	3.600	4.300	0.652	0.975
1440	擁抱	6.400	5.600	0.49	1.02
2170	賞識	6.200	4.200	0.4	1.17
5101	鬧劇	4.000	2.800	0.707	1.095
183	嘲弄	2.600	6.200	0.8	0.748
3209	意氣風發	6.900	7.100	0.917	1.356
1876	倫理	5.200	3.000	0.4	1.41
2359	東西	5.000	2.800	0.0	1.33
3524	謙恭有禮	6.600	3.900	0.49	0.49
3308	煙霧	4.600	3.000	0.374	1.414
3958	比不上	2.200	4.600	1.304	1.517
4203	沈穩	6.300	4.600	1.304	0.894
5379	健忘	4.700	2.800	0.447	1.605
5263	紙老虎	3.900	3.400	0.548	1.387
3161	拘留所	4.000	4.400	0.632	1.2
1132	順利	7.000	5.000	0.894	1.673
2485	侵入	3.400	6.000	0.49	0.63
5388	誤入	4.200	3.900	0.57	1.475
4906	荒蕪	3.700	3.000	1.151	1.581
2448	激進	3.600	6.800	0.8	0.98
1558	懶惰	3.400	4.000	0.8	1.673
4659	壓破	4.000	4.200	0.707	1.643
933	窒礙	2.600	6.800	0.49	0.748
2914	輕率	4.100	3.700	0.2	0.872
2381	洪水	3.600	4.800	0.49	1.6
5198	干政	3.500	5.300	0.707	1.396
3770	熄火	3.400	4.800	1.342	1.304
4598	黑店	2.700	4.900	1.204	1.432
3611	腰酸背痛	3.000	6.900	0.612	1.517
3210	引以為榮	7.200	6.600	0.748	1.319
2388	轟炸	3.800	6.000	0.75	0.63
1407	確信	6.200	5.400	0.748	1.497
4387	兩全其美	7.500	4.500	1.118	1.275
214	戀愛	7.600	6.400	0.8	1.625
2477	廢止	4.000	5.000	0.63	0.63
564	昏頭	3.400	4.800	0.49	1.327
5364	窩囊	3.100	3.900	0.548	1.746
716	首創	5.400	5.600	0.8	2.059
3206	一笑置之	6.400	4.700	1.855	1.077
5114	卑屈	2.200	4.400	0.447	2.302
4342	好聽	7.300	6.800	1.151	0.57
469	攻擊	3.600	7.400	1.02	1.2
339	交戰	4.000	7.400	0.632	0.8
422	冷靜	5.200	4.400	0.4	2.245
5446	好塗	6.600	4.300	1.084	0.908
4271	超酷	7.400	7.000	1.084	0.908
3790	瘙癢	4.000	5.700	0.612	1.44
193	樂意	6.800	5.400	0.4	1.625
5225	氣沖沖	3.500	7.100	0.5	1.14
4275	費電	3.500	3.800	0.5	1.14
259	反抗	3.600	6.600	0.8	0.8
1142	傷害	2.800	6.600	0.4	1.02
2702	偏差	3.800	3.800	0.4	1.17
188	慶典	6.600	5.600	0.49	1.497
4596	不可收拾	3.400	5.000	0.894	1.414
2250	逮捕	4.000	5.400	1.79	1.85
4489	自危	3.000	5.000	0.612	1.225
1157	徬徨	4.000	4.400	0.632	1.356
919	甜言	6.400	5.000	0.8	1.673
3674	勤勞	6.800	4.000	1.037	1.414
856	堅強	6.800	6.200	0.748	1.327
3897	瀟灑	7.100	6.000	1.294	1.414
4910	撕破臉	2.800	7.000	1.255	1.225
5045	由不得	3.500	4.700	1.0	1.643
3377	戰敗	2.400	6.500	0.86	2.0
4031	有著落	6.600	3.000	1.194	1.414
1374	樂不	5.200	4.400	0.748	1.855
3499	癡狂	5.700	7.700	1.249	0.51
704	虐待	2.200	7.400	0.4	0.8
4067	始終如一	6.700	3.800	1.151	1.304
914	牽掛	4.400	5.000	1.356	1.265
4822	不方便	4.700	1.800	0.274	0.837
3873	變塌	3.000	4.200	0.707	0.837
2698	痛心	2.800	6.600	0.4	1.02
3676	腳踏實地	6.400	4.400	0.822	1.342
2349	恐怕	3.800	5.000	0.75	0.89
3021	才氣	5.900	3.300	0.49	0.4
5359	喪親	1.900	6.500	1.245	1.871
4834	時有時無	4.900	3.100	0.224	1.245
4576	功敗垂成	2.300	5.300	0.975	1.396
277	心煩意亂	3.000	7.400	0.632	0.49
1244	誠實	7.200	4.800	0.748	0.4
971	造反	2.200	7.800	0.748	0.4
3558	粗製濫造	3.200	5.700	0.908	1.204
4205	乾澀	3.900	4.400	0.894	1.194
822	衷心	6.600	5.400	0.49	1.356
1904	毫不	4.400	3.800	0.49	1.83
443	完備	6.800	4.800	0.748	0.98
3799	數一數二	7.100	7.100	1.245	1.084
4013	乾巴巴	2.600	2.000	1.14	0.707
5265	痛打	3.400	7.100	0.418	1.432
3549	崩塌	2.900	7.000	0.894	1.173
1058	散漫	3.400	4.000	0.49	1.673
220	七竅生煙	2.200	7.800	1.166	1.166
2135	寫實	5.400	3.400	0.8	1.62
1102	發狂	2.600	7.800	0.49	0.748
936	笨拙	3.200	4.800	0.4	1.72
3957	不及	2.200	4.600	1.304	1.517
420	冷淡	3.000	3.600	0.632	0.8
1261	厭世	2.200	6.600	0.4	1.855
3463	明晰	5.700	3.000	0.4	0.949
4925	拆毀	3.700	4.900	0.671	1.949
1952	鼓掌	6.200	5.400	0.75	1.02
2617	浮動	4.600	4.400	0.49	1.02
3293	困難重重	2.100	6.900	0.735	0.49
3226	平心靜氣	5.500	3.700	0.447	1.166
2374	去世	2.600	4.000	0.49	1.9
839	假裝	4.200	4.600	0.748	0.49
2299	不良	3.400	4.400	0.49	0.8
2289	徵收	4.600	4.800	0.49	0.75
4421	陰沈	3.200	3.400	0.4	1.02
1776	友好	6.200	4.400	0.4	1.62
5079	驚慌失措	3.900	7.000	0.548	2.345
55	小心	4.600	6.000	1.02	0.894
4064	出錯	2.500	5.200	1.225	1.304
37	單獨	4.400	3.600	0.8	1.2
2854	責難	3.600	4.900	0.49	0.917
2605	濃煙	4.000	4.200	0.63	1.72
1365	撫育	6.000	3.800	0.632	1.47
2492	迫切	3.800	5.200	0.75	1.17
2262	危險	2.400	6.000	0.49	0.89
3440	文雅	6.000	3.200	0.0	1.208
1408	窮	3.600	4.000	0.49	0.894
3562	陰霾	2.700	5.700	1.095	0.671
1887	效能	5.400	3.800	0.49	1.72
4961	功虧一簣	3.000	5.800	0.354	1.643
4053	純熟	6.700	2.200	1.095	1.095
3329	休克	2.400	5.000	0.97	2.608
4841	討厭鬼	3.500	4.200	1.0	1.255
4485	嚴重的	3.200	7.000	0.98	0.632
1575	嚴峻	3.000	7.600	0.894	0.49
32	肯定	6.800	6.000	0.748	0.632
876	從容	5.800	3.400	0.748	1.02
4415	自卑感	2.600	3.800	0.8	1.47
106	他媽的	1.400	8.400	0.49	0.8
2607	被害	2.400	6.400	0.8	1.2
4123	內斂	6.300	3.200	1.565	1.095
123	操	2.000	8.000	0.632	0.894
5367	女巫	4.100	3.400	1.245	1.673
5105	造福	7.300	2.400	0.975	1.673
263	反對	3.400	6.200	0.8	1.166
5210	不務正業	3.000	4.800	0.707	1.643
636	怒	2.400	7.200	1.02	0.98
590	非難	3.200	5.600	0.4	0.8
4323	正點	7.000	6.800	1.0	1.483
2109	精通	6.400	4.200	0.8	0.75
1449	整潔	6.800	4.200	0.4	1.47
3835	囉唆	3.200	6.800	1.304	1.643
1369	暴力	2.200	7.800	0.4	0.4
42	無暇	3.600	5.600	1.356	1.2
4606	漠然	3.900	2.000	1.245	1.414
3056	大意	4.100	5.200	0.2	2.482
4341	多不勝數	6.200	5.000	0.837	0.935
5397	皺眉	3.800	3.600	0.57	1.342
4820	何苦來哉	4.100	2.300	0.652	0.837
2682	有毒	3.000	5.800	0.0	1.17
3246	知恥	6.300	5.800	0.6	0.4
2752	較勁	4.400	6.200	1.02	1.17
3629	惱人	2.500	5.200	0.5	1.483
1942	才藝	5.800	3.400	0.75	1.02
3292	弊病	2.800	5.400	0.748	2.177
617	哀求	2.800	5.600	0.4	1.497
2688	不下	4.400	2.600	0.8	1.2
3819	離奇	4.900	6.900	1.432	1.245
2380	封鎖	4.000	4.400	0.63	1.2
3667	黑白分明	6.000	4.200	1.225	1.643
824	迴避	3.600	5.000	0.49	1.673
4760	妒恨	2.700	6.100	0.447	0.962
2609	捲入	4.000	5.000	0.63	1.1
3252	望子成龍	6.700	6.100	1.249	1.625
125	蹩腳	3.600	5.200	0.8	1.939
2160	均等	5.200	2.600	0.4	1.36
299	可憎	2.400	7.200	0.8	1.166
3756	無傷大雅	5.100	2.200	0.548	0.837
3494	廢寢忘食	4.900	5.400	0.97	1.068
2836	不理	4.200	3.100	0.678	1.625
4560	盡力而為	7.200	4.500	1.095	1.225
2816	勸阻	5.300	5.400	1.077	1.772
4633	醜女	2.000	4.200	0.707	1.643
2565	相差	4.400	3.000	0.8	1.1
1475	謀殺	1.600	7.800	0.49	0.748
5435	不粘不糊	6.400	4.900	1.025	1.14
4386	來勢洶洶	5.500	7.400	0.5	0.822
3992	不雅	3.200	4.400	0.447	0.894
4125	大起大落	3.400	7.800	0.894	1.037
4773	焦燥	3.500	6.300	0.354	0.837
3061	爆破	4.200	7.100	1.47	1.114
3121	惡質	2.700	6.200	0.6	0.4
4246	買一送一	6.800	6.100	0.6	0.4
2847	敗北	3.400	5.600	0.8	1.356
3274	漂漂亮亮	7.000	6.800	0.894	0.748
884	掛念	4.800	5.200	1.47	1.47
3828	繪聲繪影	4.400	4.500	0.822	1.414
350	回春	6.200	4.800	0.4	1.6
3964	看重	6.500	6.500	0.5	1.0
4628	流離失所	2.600	5.000	0.894	1.225
2969	熱戀	6.500	6.000	0.447	1.304
4950	扯碎	2.900	6.500	1.14	2.345
1130	隆重	6.600	7.000	1.02	0.894
1004	喪生	1.800	6.600	0.748	1.356
4947	放逐	3.500	3.800	1.118	2.168
2114	愛上	6.400	4.800	0.49	1.17
3321	梗塞	3.300	4.600	0.98	2.267
2507	撤回	4.200	5.000	0.98	0.63
3731	皺巴巴	2.500	4.100	1.118	1.245
3229	不偏不倚	6.200	4.300	0.748	0.748
2222	問題	4.400	3.400	0.8	1.5
4287	七零八落	2.800	3.600	0.908	0.822
4807	惡有惡報	3.700	6.000	0.671	1.732
891	救	5.000	6.400	1.414	0.49
1618	驚心	4.600	7.600	0.49	1.02
3114	推諉	3.700	5.400	1.166	1.02
4740	尖叫	4.100	7.600	1.342	1.387
1031	悲愁	2.800	4.600	0.4	1.855
124	蕩婦	1.800	7.800	0.748	0.98
1307	腐爛	2.600	4.800	0.8	2.227
4155	走火入魔	2.600	7.400	0.962	1.14
931	眾怒	2.000	8.000	0.632	0.894
80	期望	6.000	5.200	0.0	1.166
5402	慌忙	4.200	5.200	0.447	1.351
1498	優勢	6.800	6.000	0.4	0.894
1429	霉運	2.800	5.400	0.4	1.356
2300	自殺	2.000	6.000	0.63	1.1
4494	污物	2.000	3.600	0.612	1.342
3585	掌聲如雷	8.000	7.800	0.935	1.304
2335	不實	3.400	4.000	0.49	0.89
1201	溫暖	7.200	4.200	0.98	1.166
1047	惡狠狠	2.400	7.800	0.49	0.4
5458	亮晶晶	6.300	5.100	0.908	1.084
2037	正統	6.000	3.800	0.0	1.17
940	粗暴	2.200	8.200	0.4	0.4
4530	無邊無際	4.500	4.600	0.707	1.14
5099	私運	3.600	2.800	0.894	2.49
3034	心曠神怡	6.500	3.800	0.632	1.913
2560	拖累	3.600	5.400	0.49	0.49
5297	含情脈脈	6.600	4.800	0.548	1.351
814	荒謬	2.600	7.200	1.02	0.748
3360	敲詐	3.000	5.100	0.707	1.908
5395	大罵	3.900	4.800	0.652	1.681
4630	受驚	3.800	6.000	1.304	1.0
3600	愚昧	2.900	6.200	0.894	0.908
1798	平等	5.800	3.400	0.75	1.62
888	敏捷	6.200	5.400	0.4	1.356
2088	興盛	6.400	5.000	0.8	1.26
5017	傻事	3.800	3.700	0.447	2.11
3800	遺漏	3.600	3.500	0.652	1.414
5302	粗劣	3.500	3.300	1.0	0.447
2547	陰謀	3.200	5.400	0.75	1.5
4028	不知所云	2.200	3.600	1.095	1.14
477	狂怒	1.600	8.600	0.49	0.49
3896	難能可貴	7.400	7.000	1.14	1.173
715	首要	5.200	5.000	0.4	1.673
1371	暴躁	2.800	8.000	0.4	0.632
3670	矮人一截	3.100	3.800	0.894	1.095
4400	沈默不語	4.700	2.200	0.4	1.47
5131	狂傲	3.600	4.100	0.894	1.245
4632	醜男	2.000	4.200	0.707	1.643
2958	率直	6.000	3.600	0.632	0.735
1361	摯情	7.200	5.400	0.4	1.497
4842	膽大妄為	3.600	6.000	1.294	1.458
887	推崇	6.400	5.800	0.8	0.98
137	打架	2.600	7.600	0.49	0.49
1707	衛生	5.800	3.200	0.75	1.17
2771	孤兒	4.000	3.600	0.63	1.62
4263	耐操	5.900	4.300	0.63	1.62
2562	流浪	3.400	4.400	0.49	1.74
764	氣餒	2.800	4.000	0.98	1.265
5386	死不瞑目	1.900	5.700	1.084	1.924
3137	偽裝	4.100	5.300	0.49	1.249
415	作嘔	2.600	7.400	1.02	1.02
5190	占用	4.500	2.500	0.5	1.871
1933	互助	5.800	3.600	0.4	1.36
2419	外來	4.400	4.000	0.49	1.26
2429	打出	4.400	6.000	0.8	0.63
3511	安睡	5.600	2.200	0.49	0.98
3009	心安理得	5.800	2.800	0.51	1.72
694	背叛	2.000	8.000	0.632	0.894
247	內疚	3.000	5.000	1.095	2.098
4115	風流	2.500	4.100	1.0	1.517
1401	獎章	6.800	5.000	0.4	1.673
3638	痠	4.000	5.000	0.707	1.414
4396	紮實	7.800	3.300	1.151	1.483
5032	死光光	2.000	5.800	1.225	2.588
2208	良善	6.600	3.600	0.49	0.49
1746	創造	6.200	4.400	0.75	1.02
529	幸福	7.800	4.000	0.748	2.191
2515	嫌疑	3.600	4.600	0.49	1.02
4763	批鬥	3.500	6.000	0.707	1.541
4501	出氣	3.500	6.600	0.707	0.548
3397	天籟	7.500	5.200	0.707	0.98
952	設防	5.000	4.800	0.632	1.939
3221	照耀	5.800	4.900	0.678	0.8
3738	壅塞	2.600	5.400	0.894	1.342
452	弄壞	3.200	6.000	0.748	1.673
470	決心	6.400	6.600	0.49	1.02
3679	腫痛	2.900	6.100	1.245	1.597
864	強壯	6.800	5.400	0.748	1.02
2595	規避	4.000	4.600	0.63	1.02
1350	憂心	3.600	6.000	0.49	0.632
5407	忍痛	3.400	5.000	0.548	0.935
2340	火災	3.200	5.800	0.75	1.17
1410	糊塗	3.800	3.600	0.4	1.02
5318	自慰	4.600	4.600	1.817	1.636
3788	與眾不同	6.800	5.900	0.837	0.894
5082	肉麻	5.100	3.700	0.224	1.857
4800	坐立不安	3.700	5.000	0.447	1.696
3632	清爽	6.900	4.900	0.894	1.342
1564	贊同	7.000	5.000	0.894	1.265
40	無情	2.600	5.800	1.02	2.4
5171	蠢事	3.700	2.200	0.975	0.447
2694	勒贖	2.400	6.000	0.49	0.89
573	欣賞	6.800	5.600	0.4	1.02
907	清白	6.200	3.400	0.748	1.497
1700	必要	5.000	5.400	0.63	1.36
4563	危險期	2.800	5.200	1.304	1.304
351	多情	4.200	6.000	1.327	1.095
1107	結巴	4.000	4.600	0.0	1.356
458	扶持	6.000	4.200	1.549	1.166
2938	勞累	3.900	3.100	0.49	1.02
3432	淳樸	6.000	2.700	0.894	1.166
3926	聽得懂	6.400	4.300	1.084	1.718
3457	喜感	7.200	5.200	0.51	0.51
2361	浪費	3.600	4.600	0.49	1.02
4179	活靈活現	7.100	7.000	0.742	1.225
2173	要緊	4.800	5.200	0.4	0.75
5219	猛砍	2.600	7.800	1.294	1.037
2077	好感	6.000	4.000	0.0	1.79
2623	停滯	3.800	3.800	0.75	0.98
4307	火大	2.200	8.700	0.758	0.671
2067	智力	5.400	3.000	0.8	1.41
3657	童叟無欺	7.000	4.000	1.225	1.414
4879	利用人	3.600	4.200	0.652	1.891
2386	推翻	4.200	5.200	0.75	1.72
3071	刁難	3.000	6.800	0.837	0.927
1155	嫉	3.000	6.200	0.632	1.166
2899	賭注	4.800	2.700	0.4	0.98
424	利益	6.200	5.000	0.748	1.673
3441	自告奮勇	6.600	6.900	0.374	1.2
3087	兩難	3.600	5.000	0.374	1.095
1173	慈祥	7.000	4.200	0.0	1.47
591	侵犯	2.400	6.200	0.49	2.227
893	欲絕	2.000	8.200	1.095	0.748
5072	裝模做樣	3.100	3.300	0.742	1.095
5168	報應	2.500	5.400	1.414	2.302
1136	債務	3.000	5.200	0.632	0.748
5490	暗沉	2.700	5.200	1.095	1.396
3789	遠大	6.800	5.700	0.837	0.671
3383	自立自強	6.200	5.700	1.166	1.4
179	稱讚	6.800	6.000	0.4	0.632
2220	手藝	5.400	2.800	0.49	1.33
3797	寬敞	7.100	4.000	0.548	1.225
1747	迅速	5.800	4.800	0.4	1.33
5074	著急	4.300	6.800	0.837	2.28
1483	遺棄	2.800	5.800	0.4	1.939
572	欣慰	6.200	4.600	0.4	1.2
2530	氾濫	3.200	5.600	0.4	0.49
407	色情	2.800	6.200	0.98	1.72
2741	飢餓	3.400	5.000	0.49	1.26
5094	滾遠點	3.000	7.600	0.707	1.14
3115	惡作劇	3.500	6.300	0.447	1.166
4866	尖叫聲	4.700	6.900	0.447	1.517
3169	順從	6.000	5.200	1.14	0.748
2246	地震	3.400	5.200	1.02	1.94
4884	砍擊	4.200	5.200	1.255	1.789
3949	優渥	7.900	5.000	0.548	1.414
1655	發展	6.200	4.200	0.75	0.75
4852	折斷	4.500	4.500	0.866	1.696
4709	亂哄哄	3.900	7.100	0.742	1.517
5494	滑嫩	6.800	5.300	0.671	1.44
