No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
2258	感染	3.200	5.000	0.4	1.1
5127	病魔	3.100	2.200	1.245	0.447
3093	一面倒	3.000	5.800	1.095	1.568
4845	花癡	4.200	4.800	0.447	1.754
4075	抽筋	4.000	6.200	1.225	1.304
2812	查禁	4.500	4.100	1.0	1.625
3832	鮮艷	7.200	4.300	1.037	1.396
935	笨手笨腳	3.200	6.000	0.4	1.095
4983	有得瞧	4.000	4.200	1.0	2.168
3489	肝膽相照	6.500	6.200	0.447	1.47
1313	豪爽	7.200	6.800	0.4	0.98
2886	有礙	4.200	3.700	0.51	0.6
3578	發病	2.900	7.200	0.894	1.095
1584	觸景傷情	2.800	6.200	0.4	0.98
3765	飽滿	6.200	3.300	0.274	1.565
1266	嘆	4.000	3.600	0.632	1.2
4141	果決	8.000	7.300	0.707	1.204
3108	烈酒	4.200	4.400	0.748	1.625
1603	歡笑	7.400	6.800	1.02	0.4
3932	奢求	4.100	6.400	1.245	0.652
3725	赫赫有名	7.700	6.400	1.304	1.342
240	仁愛	7.800	5.200	0.4	2.638
1936	衛冕	6.000	5.000	0.63	1.41
1396	獎助	7.000	5.200	0.632	1.327
2302	落後	3.400	4.200	0.49	0.98
5445	好推勻	6.900	4.400	1.025	1.387
2777	餘地	4.400	4.200	0.8	1.47
4187	毛燥	2.700	7.800	0.837	0.837
2004	調劑	5.000	2.800	0.63	1.33
1453	激怒	2.600	7.800	0.49	0.4
5167	鬼叫	3.400	5.300	1.194	1.857
2926	沉默	4.900	1.600	0.2	0.49
844	偏執	3.600	5.600	0.8	1.855
1719	承認	5.000	3.800	0.0	1.47
120	賤	2.200	7.200	0.98	1.166
119	該死	2.600	7.600	1.02	1.2
1673	準備	5.000	3.800	0.0	1.17
3266	謙恭	6.700	4.700	0.748	1.249
264	天才	6.800	5.400	0.4	0.8
1956	聲譽	5.400	4.200	0.49	1.47
4407	可怖	3.400	6.800	0.49	0.4
1119	訴苦	3.200	6.600	0.98	0.8
2128	富強	6.800	4.800	0.98	1.17
526	孤	3.400	4.600	0.49	1.497
2781	毛病	3.800	3.800	0.4	1.17
999	喜極而泣	8.200	8.400	0.4	0.49
2092	魔法	5.200	3.000	0.4	1.41
772	疲於奔命	2.400	6.000	1.02	1.095
5212	氣死人	2.400	7.600	1.084	0.962
441	孝敬	7.400	5.400	1.02	1.02
622	哀愁	2.400	5.400	0.49	2.059
3282	醉人	6.100	6.000	1.428	1.871
4647	消瘦	5.200	3.600	1.037	1.342
1996	廣闊	6.000	3.200	0.89	1.47
487	辛酸	2.800	6.000	0.748	1.414
4923	嗆聲	3.400	5.900	0.894	1.14
1739	領先	6.400	5.000	0.49	1.1
3449	煥發	5.900	4.400	0.49	0.583
3418	報喜	7.500	5.800	0.447	1.435
1203	滑稽	4.200	5.000	0.4	1.095
829	迷亂	3.200	6.200	1.166	0.748
2736	危急	3.000	6.400	0.63	0.8
16	不屑	3.000	6.000	0.632	1.265
464	抗爭	3.400	7.200	1.2	0.748
394	自由	6.600	5.200	0.49	1.939
644	怒視	2.400	8.000	0.49	0.632
128	白痴	2.400	6.400	0.8	1.625
4000	三生有幸	6.400	6.800	1.14	1.304
1710	符合	6.000	3.400	0.63	1.02
4723	盲點	4.900	1.500	0.224	1.118
112	放屁	2.600	7.000	1.02	1.673
4896	扭傷	4.000	3.300	0.612	1.643
423	利己	5.600	4.800	1.02	0.98
4636	催吐	4.300	5.900	0.671	1.673
4809	醉醺醺	3.900	3.500	0.224	2.062
15	不准	3.600	6.200	0.49	0.98
1242	誠	6.800	4.800	0.748	0.4
1721	學習	5.600	3.800	0.8	1.33
242	仁義	7.400	5.400	0.49	2.417
1561	爆發	4.200	7.600	0.748	0.8
5115	醜事	2.700	3.500	0.447	1.732
3818	雞婆	3.000	6.200	1.061	0.908
3885	頗佳	7.100	6.200	0.894	1.525
4109	爭氣	7.300	6.000	0.975	1.225
3647	脫穎而出	7.300	6.600	0.837	1.636
2218	奇妙	5.800	4.200	0.4	1.6
4974	失神	4.200	3.500	0.837	1.323
2342	迫使	3.600	4.800	0.49	1.47
654	拯救	6.400	6.600	0.8	1.02
2632	欺騙	3.200	6.000	0.4	0.89
333	矛盾	4.200	4.600	0.4	1.356
291	可口	6.400	5.800	0.49	0.98
4004	死心眼	2.800	3.200	0.837	1.095
4597	不聽話	3.900	4.100	0.548	1.432
2887	扼殺	3.100	6.200	1.114	1.208
4431	無理性	2.600	6.800	1.02	1.166
174	閒話	4.000	4.400	0.632	1.356
3125	辜負	3.600	5.100	0.49	1.908
4183	一枝獨秀	7.700	6.800	1.095	1.037
2536	賄賂	2.800	5.600	0.4	0.49
4922	誤人子弟	3.400	3.900	1.387	0.894
4966	吵鬧	3.500	7.200	1.0	1.483
5065	一氣之下	4.100	7.000	0.548	1.581
5231	不快	3.700	4.500	0.671	1.0
3807	縝密	6.500	3.800	1.275	1.304
4863	不得力	4.300	4.000	0.447	2.092
2436	傳染	3.400	5.000	0.49	1.1
3382	冀望	6.400	4.600	0.49	1.772
3990	一氣呵成	7.400	7.600	1.14	1.14
3044	困窘	3.200	5.000	1.166	1.789
1388	熱切	6.200	6.400	0.748	0.49
2712	斷絕	3.200	5.800	0.4	0.75
4724	亂扯	3.900	3.500	1.14	1.658
5280	下毒	2.400	6.900	0.652	0.224
1465	興趣	6.600	5.400	1.02	0.8
731	娛樂	6.400	6.200	0.49	1.6
4524	從中作梗	3.600	4.100	1.084	1.673
1833	開拓	5.600	4.600	0.8	1.96
2154	純真	6.200	3.000	0.4	1.1
1363	摯誠	7.600	6.000	0.8	2.0
3513	癡心	5.800	6.100	0.6	0.663
4797	沈溺	3.400	3.300	0.962	1.789
5500	嬌柔	6.400	2.800	0.894	1.304
4224	略勝一籌	6.300	5.700	0.894	1.304
5422	沈現	3.900	3.700	0.962	2.049
612	勇敢	7.400	6.600	0.8	0.49
3249	剛毅	6.500	6.000	0.632	1.265
5185	動粗	3.300	6.800	0.837	1.304
5046	胡亂	3.300	4.800	0.975	1.891
915	猛烈	4.600	8.400	0.8	0.49
2800	黑暗	4.000	3.600	0.0	1.2
1218	禁止	3.400	5.200	0.8	1.327
3924	獨具慧眼	6.900	5.200	0.548	1.789
5292	臭屁	3.800	4.800	0.57	0.447
4770	騙人	3.700	4.400	0.758	1.673
1592	纏身	3.600	6.200	0.49	1.166
2523	疑問	4.600	4.000	0.49	1.26
1947	發覺	5.000	3.000	0.0	1.67
4908	肉腳	4.000	3.400	0.612	2.162
2108	過癮	6.200	4.600	0.4	1.36
5130	偏遠	4.500	1.400	0.5	0.548
357	好運	6.600	5.200	0.49	1.72
527	宜人	6.400	3.800	0.49	1.327
3751	發癢	3.600	4.900	0.962	1.245
2796	清寒	3.800	3.800	0.4	1.17
1571	難題	3.600	5.200	0.49	1.72
3841	髒兮兮	2.100	3.600	1.14	1.14
699	苦	3.200	4.600	0.748	1.356
2151	可靠性	6.000	3.600	0.63	1.5
4196	下垂	3.400	5.100	0.894	1.084
972	野蠻	3.000	6.800	0.632	0.98
27	多餘	4.000	4.000	0.0	1.549
5152	糟透	1.800	6.300	0.274	2.168
5036	焦躁不安	3.400	5.200	0.548	2.019
3686	惡狠	1.900	6.000	0.742	1.414
2115	美感	6.200	3.800	0.4	1.33
2662	負荷	4.000	4.200	0.0	1.17
4083	破舊	3.400	3.800	0.962	1.095
4792	適得其反	3.500	4.200	0.707	1.718
122	賤貨	1.800	8.200	0.748	0.748
4725	孤寂	2.800	2.200	1.037	1.643
1220	罪	3.000	5.400	0.0	1.02
1608	歡歡喜喜	8.000	6.800	0.632	1.327
2954	安祥	5.700	1.600	0.6	0.8
2157	嗜好	5.200	3.000	0.4	1.26
3185	學好	6.200	4.000	0.98	1.265
348	吃驚	3.800	7.800	1.166	0.4
2116	得力	5.800	3.800	0.75	1.33
1056	愉	5.800	5.200	1.47	1.327
862	強	6.400	5.400	0.49	1.356
2281	起訴	3.000	5.400	0.63	0.49
2879	犯錯	3.900	4.100	0.2	0.663
3839	彎腰駝背	3.200	2.600	1.351	1.517
309	平安	7.200	3.400	0.4	1.497
4063	支離破碎	1.600	6.800	0.894	0.837
3286	過時	4.000	4.300	0.316	1.691
2036	吸引人	6.200	4.600	0.4	1.85
3271	平心	5.800	3.400	0.678	1.02
519	和藹	7.400	3.400	0.49	1.356
3581	稍嫌弱	3.400	4.600	0.894	1.517
2956	不屈不撓	7.100	6.100	1.114	1.428
1267	嘆息	3.400	3.800	1.02	1.166
2548	謠言	3.600	4.800	0.49	1.47
2080	貴族	5.400	2.800	0.8	1.33
190	憐憫	5.800	5.000	1.166	1.414
912	爽約	3.200	5.400	0.748	1.855
4907	惡棍	3.600	4.000	0.548	1.837
4893	批駁	3.900	5.800	0.418	1.987
967	貪慾	3.600	5.600	0.49	1.744
4538	暈眩	3.900	4.000	0.894	1.768
1938	充足	5.600	4.000	0.49	1.41
3157	突如其來	4.800	5.500	0.748	1.265
1824	熟悉	5.400	4.000	0.49	1.1
2913	不甘示弱	5.300	6.300	0.748	1.4
1778	健全	6.200	3.800	0.4	1.33
2614	漠視	3.600	3.800	0.49	1.17
3783	撲朔迷離	4.000	3.000	0.791	1.541
1444	操守	5.200	3.800	0.4	1.47
5511	修長	7.000	4.500	0.612	1.225
3685	單薄	3.200	3.100	1.304	1.432
4134	事事如意	7.900	5.300	0.548	0.837
1332	僵局	3.800	4.200	0.4	0.98
432	坎坷	2.000	4.800	0.632	2.561
2255	下降	4.600	3.800	0.49	1.17
3752	超現實	4.300	6.200	0.975	1.351
1448	整齊	6.600	4.200	0.49	1.47
1940	不遺餘力	6.200	5.600	0.75	1.5
3527	嘻嘻哈哈	5.600	6.100	1.02	1.2
4338	名副其實	6.800	5.000	0.908	1.458
1372	樂	6.600	5.600	0.49	1.2
4509	袖手旁觀	3.500	3.500	1.0	1.414
4518	呆板	4.000	3.100	0.791	1.342
75	貢獻	7.400	5.600	1.02	1.02
435	壯觀	7.000	6.800	0.632	1.327
5209	惱火	3.100	6.500	0.742	1.414
20	不符	3.800	4.000	0.4	1.789
509	周到	6.600	4.400	0.49	1.2
3199	安身立命	6.400	4.100	0.97	0.8
1931	吸引力	5.400	3.600	0.49	2.06
144	批評	3.200	7.600	0.748	0.49
35	恰好	6.400	5.000	0.49	0.632
29	否定	3.400	5.400	0.49	1.356
2478	發燒	3.400	5.200	0.8	0.75
3072	腐蝕	3.500	4.000	0.894	1.265
3055	威嚇	2.700	7.500	0.872	1.0
978	麻木	4.000	3.200	0.632	1.6
1425	鋌而走險	3.000	7.000	0.894	0.632
2089	完好	6.000	4.000	0.63	1.67
1810	贊助	6.000	4.200	0.89	1.17
3569	斑駁	4.000	4.000	0.707	0.935
2268	激烈	4.400	6.800	0.8	0.98
4225	略遜	3.800	4.500	0.8	0.98
1299	精疲力盡	3.000	5.200	0.894	1.939
455	忘恩負義	1.800	7.800	1.166	0.98
2001	吉祥	6.800	4.200	0.75	1.17
4788	跌跤	4.400	4.800	0.894	1.643
5453	油油亮亮	5.300	4.400	0.908	0.962
3015	樂不可支	7.400	7.200	0.8	1.327
1919	古典	5.200	2.800	0.4	1.17
596	侵襲	2.600	7.800	0.49	0.4
2995	幹勁	6.000	6.100	0.548	1.685
910	爽心	7.200	7.000	0.748	0.894
4236	缺損	3.300	3.200	0.748	0.894
661	挖苦	3.400	5.800	0.49	0.748
38	無力	3.200	3.600	0.748	1.96
267	天賦	6.000	4.400	0.894	1.744
87	經歷	5.000	4.800	0.0	0.98
4778	玷污	2.500	6.200	1.173	1.44
1965	熱誠	6.600	5.200	0.49	1.83
4584	不如人意	2.900	4.000	1.14	1.581
239	仁術	7.400	5.000	0.49	2.28
1623	驚悚	2.800	7.800	0.748	0.4
2182	規矩	5.200	3.000	0.4	1.41
2031	自助	5.600	3.800	0.49	1.33
3744	樸實	5.900	2.200	0.742	1.095
4975	閃神	4.200	3.500	0.837	1.323
1917	新鮮	6.000	3.800	0.63	1.6
3480	情投意合	6.900	5.200	0.86	1.6
1424	遭受	3.600	5.800	0.8	0.748
2104	忍耐	4.600	4.400	1.02	1.36
3244	興沖沖	6.500	6.700	1.0	0.748
4670	好鬥	3.400	6.200	1.14	1.643
3116	俘虜	3.400	3.800	0.374	1.166
4574	迂迴	4.000	2.300	1.225	1.204
3304	推擠	3.500	4.800	0.837	1.939
2117	行善	6.800	4.200	0.75	0.98
2054	品味	5.600	4.000	0.49	0.89
4682	意志消沉	1.400	2.900	0.548	1.245
390	灰心	3.600	4.600	0.49	1.356
1726	真正	5.400	3.600	0.49	0.8
5339	反悔	4.000	4.000	0.612	1.768
2997	全神貫注	6.300	4.600	0.6	1.855
4247	貴	3.100	5.300	0.6	1.855
2504	倒閉	2.800	5.600	0.75	1.62
2044	狂歡	6.600	7.000	0.49	1.1
4416	妨礙者	3.200	5.800	0.748	1.166
3022	一見鍾情	6.400	6.200	0.97	0.748
5406	蝕壞	3.300	3.900	0.837	1.342
52	隨意	5.600	4.200	0.49	0.98
5183	憎惡	1.700	7.300	0.671	1.483
1693	協調	5.000	4.200	1.1	1.47
4404	平平靜靜	6.400	2.400	1.02	1.497
1926	合適	5.600	3.200	0.49	1.17
4392	和樂	6.800	4.900	0.758	1.025
2270	失業	3.000	4.000	0.63	0.89
1605	歡愉	6.600	6.800	1.497	0.98
689	美味	6.800	5.600	0.748	1.02
2401	申訴	4.200	4.000	0.75	1.67
3855	緩解	6.500	3.000	1.0	1.414
1274	慢	4.400	2.800	0.49	1.327
4650	阿諛	3.000	4.200	0.707	1.643
886	控制	4.200	5.000	0.98	2.098
1018	尊敬	7.000	5.400	1.095	1.497
2265	疾病	3.400	4.000	0.49	1.79
604	信心	7.400	5.400	0.8	0.49
2677	佔據	4.000	5.400	1.1	0.49
767	消極	3.200	4.000	0.748	2.28
4862	責罵	3.900	6.100	0.652	1.673
2883	海難	3.100	5.900	0.2	2.154
1540	嚮往	6.000	5.000	0.632	1.549
2910	掠奪	2.700	6.500	0.6	0.775
576	治療	5.400	3.800	1.02	1.833
2953	樸素	5.300	1.600	0.4	0.374
438	妨礙	3.200	5.800	0.748	1.166
4876	服喪	3.100	4.200	1.025	1.956
1339	墮落	2.400	6.200	0.8	2.4
3450	醉心	5.800	4.900	0.4	0.8
2789	野心	5.200	5.400	0.75	1.36
3160	頭暈	3.800	4.600	0.4	1.02
3762	慵懶	4.200	2.600	0.837	1.517
4306	扎實	7.800	3.300	1.151	1.483
1315	輕快	6.200	4.800	0.4	1.166
750	悔恨	2.800	7.400	1.166	0.49
2480	欠缺	3.600	4.000	0.49	1.26
1669	改革	6.200	5.400	0.98	1.2
4581	弄混	3.700	3.900	0.975	1.517
1658	合作	6.400	4.200	0.49	1.33
224	上當	3.200	6.200	1.166	1.72
1340	嫵媚	6.600	5.600	0.49	1.497
4451	吵雜聲	3.500	7.600	0.707	1.294
4432	沒理性	2.600	6.800	1.02	1.166
1844	名譽	6.200	4.200	1.17	1.47
2674	牴觸	4.000	5.600	0.63	1.02
821	衰微	3.200	4.800	0.4	1.47
3481	賢人	6.500	2.700	0.632	0.98
4858	陷害	2.900	5.400	1.14	2.043
1666	重要	6.000	5.600	1.1	0.8
1301	精彩	7.600	7.600	0.49	0.49
5197	臨死	2.700	5.000	1.483	1.871
1319	輕鬆	6.000	2.200	0.632	0.748
3940	療癒	7.100	4.600	0.548	1.14
2633	瘋狂	4.400	7.000	0.8	1.67
4081	狼狽不堪	2.100	5.700	1.14	1.204
4069	普普	5.100	3.200	0.548	1.304
2626	相撞	3.000	6.000	0.63	1.1
1509	濫用	3.000	5.600	0.632	1.625
436	妓女	2.800	4.800	0.98	1.327
555	放棄	2.600	5.800	0.49	2.135
2147	感同身受	5.000	4.400	0.63	1.36
5311	邋遢	3.600	3.300	0.652	1.857
111	怪胎	2.400	7.000	0.8	1.414
4188	毛躁	2.700	7.800	0.837	0.837
5401	苦役	2.700	4.100	0.975	1.949
2960	節儉	6.000	2.300	0.632	0.4
3238	暢快	7.100	7.000	1.2	1.14
553	拙劣	2.600	6.200	0.8	1.72
1867	無罪	5.400	4.000	0.49	1.9
2588	化石	5.000	2.200	0.0	1.47
762	氣急敗壞	2.400	7.800	0.49	0.4
2843	否決權	4.900	2.800	0.2	1.327
1751	正確	6.400	4.200	0.49	0.98
2074	天真	6.200	3.200	0.4	1.17
1273	慘	2.800	5.000	0.748	1.673
4665	不平等	2.600	3.400	1.14	1.517
4127	千變萬化	5.900	6.400	0.742	1.14
1003	喪心	3.000	6.200	0.0	1.6
4786	摔跤	4.400	4.800	0.894	1.643
4991	閒蕩	3.600	3.800	0.962	1.643
5472	乾癟	2.700	5.100	0.908	1.14
5417	五味雜陳	4.200	4.400	0.274	0.962
1557	懲罰	3.400	6.200	0.49	0.98
3343	冒充	3.100	4.400	0.917	1.655
382	死心	2.400	5.800	0.49	2.227
1143	傷神	3.400	5.600	0.49	2.059
345	劣	3.000	5.000	0.894	0.632
3939	精進	7.000	6.200	0.707	0.837
5466	粉嫩	6.600	4.200	0.894	0.908
486	走運	7.000	5.800	0.632	1.327
4534	跛足	3.300	4.200	0.975	1.525
326	生氣勃勃	7.000	6.800	0.0	1.6
2316	武裝	4.200	4.000	0.75	1.26
836	高雅	7.000	4.000	0.632	1.789
233	才智	7.000	4.600	0.632	1.356
2293	退出	4.200	4.000	0.75	0.89
4803	淺薄	3.800	2.700	1.037	0.447
3887	應有盡有	6.900	6.100	0.224	1.557
3351	殺戮	1.600	7.500	0.583	1.183
363	安穩	6.000	2.600	0.632	1.625
3193	滋養	6.700	4.400	1.4	1.744
4364	告一段落	5.800	3.900	0.758	0.894
4500	不置可否	4.300	3.100	0.671	1.294
1523	膽量	5.400	4.600	0.8	1.96
2227	不能	4.000	4.200	0.63	1.47
2286	突然	4.600	5.200	0.8	1.17
5134	頑抗	4.500	3.900	0.5	2.559
4090	大開眼界	7.800	7.500	0.908	1.173
1639	體諒	6.600	4.800	0.49	1.47
3213	幽默感	7.000	5.700	0.894	1.536
4864	乞憐	3.500	4.100	0.612	1.475
5355	惡勢力	2.900	4.900	1.14	1.746
21	不順	3.600	4.600	0.49	1.02
39	無足輕重	4.400	4.000	0.49	1.414
899	淡漠	4.000	2.200	0.632	1.47
5414	橫行霸道	2.600	5.300	0.652	1.204
4553	不合群	2.600	4.500	0.894	1.414
433	壯闊	6.800	6.000	0.748	1.549
3017	脫俗	6.000	2.900	0.632	1.114
2894	覬覦	4.000	3.900	0.632	1.114
2510	控訴	3.200	5.400	0.75	1.2
3385	事跡	5.100	2.300	0.2	1.077
445	宏大	7.000	6.000	0.632	0.894
3318	曖昧	5.700	5.000	0.98	1.789
4216	上榜	7.600	7.700	0.98	1.789
1543	蹧蹋	2.600	7.200	0.8	1.166
792	神聖	7.200	5.000	0.748	1.673
5344	性急	4.400	5.300	0.418	0.975
522	坦率	6.600	4.600	0.49	1.497
3502	有權	5.800	4.800	1.208	2.04
219	一無所有	2.400	4.400	1.02	2.245
690	美夢	6.800	5.800	0.748	2.04
3911	吃不消	3.100	5.700	0.418	1.204
4002	心急	3.000	8.000	1.0	1.225
693	美麗	7.200	5.800	0.4	2.135
2181	正派	6.400	3.600	0.49	1.36
5272	善罷干休	4.000	6.700	0.791	0.447
1400	獎品	7.400	5.600	0.8	1.02
3795	頗負盛名	7.300	6.900	0.758	1.245
2043	客氣	5.600	3.600	0.49	1.5
1460	積極	6.600	6.600	1.02	0.8
1980	感人	6.200	5.400	0.4	1.2
67	希望	7.000	5.200	0.632	1.72
1832	巨大	5.200	4.800	0.4	2.23
5337	沒價值	4.600	2.400	0.548	1.14
4708	可恨	2.200	5.800	1.304	1.924
4999	混濁	3.700	3.900	0.671	1.817
798	缺少	3.600	4.400	0.49	1.2
3968	拘泥	3.400	3.800	1.387	1.304
341	兇	3.400	7.200	0.8	0.748
680	珍貴	7.000	5.400	0.632	1.356
1049	惡臭	2.800	6.600	0.748	1.2
517	和睦	6.600	4.200	1.02	1.47
2345	廢除	4.400	5.600	0.8	0.8
4016	乾淨	7.300	6.300	0.837	1.204
5456	油油膩膩	2.700	5.200	0.837	1.304
2	不甘	3.200	6.400	0.4	0.8
1896	無疑	5.000	3.200	0.0	1.17
3649	發麻	3.700	4.600	0.447	1.342
3338	人身攻擊	2.600	5.900	0.374	1.497
1505	尷尬	3.800	4.600	0.4	0.8
4552	跛子	3.500	2.800	1.0	1.304
1045	惡性	2.800	6.400	0.4	0.8
5361	半死	2.500	4.500	0.707	1.5
314	打仗	3.000	7.600	0.894	0.49
1296	精力	5.400	4.000	0.49	1.549
811	茫然	3.400	3.400	0.8	1.744
5141	大傷	3.400	4.400	0.894	2.51
3603	暈倒	3.200	5.600	0.908	1.342
5176	怒氣沖沖	3.500	7.200	0.707	1.643
1620	驚奇	6.200	7.400	0.748	0.8
1185	暖和	6.400	4.000	0.49	1.265
1065	棘手	3.400	6.200	0.49	0.748
1563	穩健	7.000	5.200	0.894	1.327
4927	假仁假義	3.100	4.100	1.245	2.275
2759	假冒	3.800	4.400	0.4	1.02
3311	殘廢	1.800	6.500	0.51	1.949
1853	熱心	6.400	5.200	0.49	1.47
3287	收買	3.800	4.700	1.03	1.887
2974	光澤	5.200	2.300	0.4	0.872
463	投入	6.000	5.200	0.894	1.833
4537	顛倒是非	2.900	5.900	0.652	0.894
1780	學會	6.000	3.400	0.63	1.5
760	書呆子	3.600	4.200	0.49	1.166
2976	喝彩	6.700	6.200	1.077	1.208
397	自卑	2.600	3.800	0.8	1.47
512	命運	4.800	4.400	0.4	1.744
1331	僵冷	3.600	3.400	1.02	1.625
789	祝福	6.600	5.800	0.49	1.47
5014	自閉	3.600	2.900	0.652	1.673
679	珍視	7.000	5.200	0.632	1.939
1231	義憤	3.200	7.600	1.166	0.49
1333	僵持	3.400	5.600	0.8	1.855
734	容光煥發	7.200	5.000	0.4	2.098
1138	傷人	3.200	6.800	0.748	1.166
1034	悲劇	2.200	6.400	0.748	0.8
2180	崇敬	6.400	4.200	0.49	1.17
416	作弊	2.000	6.400	1.095	1.497
286	仔細	6.200	3.800	0.748	1.166
2738	不得已	3.600	4.000	0.49	1.67
3806	激挺	6.500	7.300	1.118	1.304
4147	茂密	6.000	4.700	1.0	0.975
1717	音樂	5.200	3.000	0.4	1.41
1233	萬歲	7.600	7.600	0.8	0.8
192	敵人	3.000	6.000	0.632	1.549
2569	漏洞	3.600	4.000	0.49	1.26
1552	壞事	3.400	5.200	0.49	1.166
2912	強盜罪	2.700	5.600	0.872	1.855
4359	自給自足	7.400	4.300	1.084	1.304
5155	不甘心	3.400	4.800	0.894	3.033
3761	慚愧	2.500	5.100	1.225	1.557
882	排斥	3.200	6.000	0.748	0.894
3700	萬無一失	8.000	3.400	0.612	1.14
1761	完整	5.800	3.400	0.75	1.02
5330	謀反	2.200	5.000	0.758	1.458
5222	不恥	3.300	4.800	1.304	1.789
1941	特大	5.400	5.200	0.49	1.47
793	笑	6.800	5.800	0.748	0.98
3675	煥然一新	7.400	6.000	0.548	1.414
3073	疑雲	4.200	3.700	0.4	1.4
4051	柔中帶勁	6.300	2.100	0.837	1.673
3088	滅絕	2.200	6.600	0.748	1.241
646	思	4.400	4.800	0.8	0.98
2765	違章	3.800	5.200	0.4	0.75
634	幽默	7.000	5.600	0.0	1.96
687	美好	6.800	5.600	0.4	1.356
26	正	6.600	5.000	0.49	1.673
2344	游擊隊	4.800	4.400	0.4	1.62
97	應付	4.200	5.400	0.4	1.625
