No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
496	刺傷	2.800	7.000	1.166	1.265
322	末日	1.800	6.800	0.748	2.227
177	隔離	3.400	5.000	0.49	1.414
4337	合用	5.700	4.000	0.758	0.707
485	良	6.400	4.800	0.49	1.6
3264	有意義	6.700	5.300	0.748	0.6
2023	無誤	5.400	3.200	0.49	1.47
5153	糟透了	1.800	6.300	0.274	2.168
323	正面	6.600	4.600	0.49	1.356
1042	惡化	2.800	6.200	0.4	0.748
1412	蔑視	2.600	6.600	0.8	1.2
2375	削減	3.800	4.600	0.4	1.02
4909	頹喪	3.300	4.100	0.975	2.748
3080	微弱	3.800	4.000	0.927	2.28
287	充沛	6.600	6.000	0.49	1.095
3755	清新	6.600	3.900	0.822	1.342
5116	氣昏	2.500	6.800	1.118	1.643
1650	讚賞	7.800	6.800	0.748	1.166
3182	窩心	7.000	5.400	0.707	0.8
1078	無畏	6.600	6.400	0.8	1.02
3443	無瑕	5.800	3.300	1.6	0.6
1935	好奇	5.000	4.200	0.0	1.47
3117	複雜化	4.000	5.000	0.632	1.14
450	庇護	6.200	5.600	1.166	0.49
352	多疑	3.800	6.000	0.4	0.632
5049	刺骨	3.600	4.200	1.14	2.683
3043	奪取	2.400	7.500	0.583	1.0
5413	哄誘	3.700	4.300	0.57	1.304
388	死對頭	2.600	7.400	1.356	1.02
5376	陰險	3.200	4.300	0.57	1.483
1696	健康	6.000	4.000	0.63	1.26
4137	於事無補	1.700	3.400	0.758	1.14
1697	實際	5.000	3.200	0.0	1.17
1293	瘋	2.600	7.800	1.356	0.748
945	羞怯	3.600	4.400	0.49	1.744
113	狗屁	2.400	7.600	1.02	1.02
3111	堪慮	3.700	5.700	0.4	0.872
4316	可圈可點	7.900	6.000	1.245	1.061
2629	警惕	4.400	4.800	0.8	1.6
1674	開發	5.800	4.600	0.75	0.49
2818	塌陷	3.400	5.200	0.8	1.833
5018	失戀	4.000	5.800	0.707	2.387
3983	乾脆	6.100	5.800	1.245	1.304
4126	不慎	3.100	5.600	1.084	1.14
807	脆弱	3.400	4.600	0.49	1.744
57	支持	7.200	5.000	0.4	1.789
1988	穩定性	5.400	3.000	0.49	1.41
2715	冗長	4.000	3.200	0.0	1.17
2970	愛國心	6.500	4.700	0.775	1.6
2426	破裂	3.400	5.200	0.49	1.17
143	忌妒	3.000	6.800	0.632	0.98
5282	害蟲	3.400	4.600	0.894	1.14
2016	別緻	5.800	3.600	0.4	1.5
3020	溺愛	4.200	3.600	0.245	0.735
4514	圍城	3.300	4.600	0.671	1.517
151	拒絕	3.000	6.600	0.632	1.02
1855	愉快	7.000	4.800	0.63	1.6
3584	循序漸進	6.800	4.900	1.037	1.342
3493	貞潔	6.200	2.700	1.166	1.077
714	風險	3.800	6.400	0.748	1.2
1859	良性	6.400	4.000	0.49	1.67
5015	作奸犯科	1.900	4.400	0.894	2.074
4343	如火如荼	5.900	7.300	0.894	1.483
3778	稱職	8.000	3.800	0.707	1.304
700	苦惱	3.200	5.000	0.4	1.673
966	貪圖	3.000	5.800	0.632	1.939
3719	嘩然	3.100	6.800	1.342	1.304
4615	刪減	3.800	4.000	1.304	1.541
3916	眷戀	6.500	5.300	0.612	1.204
5352	援交	3.800	4.100	0.837	1.245
1179	損傷	2.800	6.800	0.748	0.4
4143	苦澀	3.100	3.600	1.025	1.194
4980	鼾聲	4.800	4.600	0.447	1.14
2313	死者	3.200	4.400	1.17	2.33
4688	婊子	1.400	7.300	0.548	1.396
2464	自稱	5.000	3.400	0.0	1.02
570	欣喜	7.000	7.000	0.632	0.632
5144	嘔氣	3.900	5.000	1.14	2.55
574	歧視	2.800	6.800	0.4	0.748
4313	包羅萬象	7.400	4.200	0.962	1.643
3749	斷線	2.300	5.400	1.304	1.517
1814	福祉	6.200	3.400	0.75	1.02
2919	雜物	4.600	2.000	0.49	0.548
957	貧窮	2.800	4.600	0.4	1.02
1035	悲憤	2.400	7.800	0.49	0.4
926	疏漏	3.400	5.400	0.49	1.02
2354	風波	4.200	4.200	0.4	1.47
178	嘉獎	6.800	5.800	0.4	0.748
1121	費力	3.400	6.200	0.49	0.98
4716	不好過	2.600	4.900	1.14	1.517
5053	赤貧	3.900	3.400	0.742	1.517
3729	潮濕	3.500	3.600	1.323	1.342
4543	不配	2.800	5.300	0.447	1.304
3357	傳染性	3.200	3.500	0.812	1.817
207	寶貝	7.400	6.400	0.8	1.02
1556	寵愛	6.800	5.600	1.166	2.059
69	協助	6.600	4.600	0.49	1.02
5322	遼闊	5.600	3.600	0.652	1.782
4580	心急如焚	3.400	8.400	0.894	0.548
1565	辭職	4.000	4.800	0.632	2.04
3560	聊勝於無	5.200	4.600	0.57	0.962
5034	呆呆	3.800	3.500	0.447	1.803
4545	火冒三丈	2.500	8.000	1.118	1.225
5502	嬌嫩	5.900	3.600	1.084	1.14
3191	談笑	6.900	5.400	1.02	1.594
776	疲勞	3.000	3.800	0.894	1.166
4693	做錯	3.700	5.000	0.671	1.768
677	珍奇	6.800	5.800	0.4	1.47
3662	傻眼	4.100	4.600	1.025	1.782
4533	豬哥	3.200	4.900	0.837	1.557
4870	好屌	5.900	5.200	0.894	1.095
2822	牽連	4.000	4.300	0.632	1.327
2323	異議	4.000	3.800	0.63	1.47
2986	志氣	6.600	4.800	1.02	1.631
5286	猛推	4.600	6.500	0.548	1.581
3202	勇猛	7.000	6.700	0.837	0.4
5019	大哭	3.100	7.700	0.742	0.837
4284	寬裕	7.300	4.100	0.742	0.837
4094	心驚膽跳	2.700	8.300	1.095	0.671
61	失敗	2.200	7.200	1.166	1.166
2439	減弱	3.800	4.200	0.4	1.17
819	衰退	3.200	5.000	0.4	1.789
1549	壞人	3.400	5.400	0.49	1.02
2921	新手	4.800	2.200	0.4	0.748
3716	酸澀	3.200	4.900	1.304	1.517
3781	憔悴	2.700	3.900	0.908	1.245
4097	名列前茅	7.400	6.800	0.894	1.095
3471	活著	5.700	4.800	0.748	1.749
4672	不甩	3.500	3.400	1.323	1.673
511	呼天搶地	1.800	8.800	0.748	0.4
440	孝順	7.400	5.400	1.02	1.625
1668	管理	5.400	3.200	0.49	0.98
4675	虧空	1.800	6.600	1.304	1.517
5362	兩光	4.200	4.200	0.447	1.037
1615	變質	3.400	5.000	0.49	1.265
1546	鎮壓	3.000	7.000	1.095	0.632
4289	上鏡頭	6.700	5.400	1.605	1.817
3711	有助於	6.500	3.200	1.173	1.44
4686	弄死	1.600	8.000	0.894	1.414
3326	追訴	4.000	3.800	0.707	1.503
2806	悄悄	5.000	2.400	0.0	0.49
1252	違抗	2.800	6.800	0.748	0.4
1126	開明	7.000	5.000	0.894	1.673
5233	愛莫能助	4.400	3.000	0.962	1.225
2400	倒塌	3.200	5.400	0.75	0.8
1189	極樂	6.800	6.600	1.166	0.8
2896	失血	4.000	4.600	0.316	1.881
5474	堅挺	6.400	4.200	0.548	0.447
96	幫助	6.600	5.600	0.49	1.02
2274	反彈	3.800	5.400	0.4	1.02
585	空虛	3.000	4.200	0.632	1.166
4360	血淋淋	2.400	7.600	0.822	1.14
484	肝腸寸斷	1.600	8.000	0.8	1.549
768	消滅	3.600	6.000	1.02	1.265
3869	迷上	5.100	7.000	1.342	1.061
2428	搶劫	2.400	7.000	0.49	1.1
741	恐怖	3.000	6.800	0.632	0.4
5486	圓滾滾	5.100	4.400	0.548	1.14
3483	你儂我儂	6.800	6.200	0.678	1.077
1597	躊躇	4.200	4.800	0.4	1.166
5290	餓死	2.400	5.700	1.14	1.789
4502	有心人	3.900	2.400	0.742	1.387
1428	震驚	3.600	7.400	1.356	1.02
1310	誤會	3.200	5.400	0.4	1.744
5021	心死	2.300	3.700	1.304	2.95
429	吻	7.200	7.600	0.98	0.8
2500	癱瘓	2.800	5.600	0.75	1.5
392	自大	3.000	6.600	0.632	1.497
2226	不會	4.000	4.000	0.63	1.79
3625	粗線條	4.100	4.200	0.224	1.095
5333	福音	6.600	4.100	1.084	1.782
2932	寄生蟲	3.400	3.900	0.8	1.685
2851	慾望	4.800	5.000	0.4	1.414
3127	塞人	4.100	4.800	0.663	2.135
4526	困窮	2.300	5.100	0.447	1.342
4885	毒蛇	4.400	3.200	0.894	2.308
2911	誘騙	3.100	5.400	0.663	1.2
2903	饑荒	2.900	4.500	0.49	1.414
1702	促進	6.200	5.400	0.98	1.02
385	死期	2.800	6.600	1.166	1.625
5314	反胃	3.800	4.700	0.57	1.681
5332	愚鈍	3.500	3.300	0.5	1.565
1748	進步	6.600	4.800	0.8	0.75
5400	豬狗不如	2.300	5.100	0.671	0.822
706	負債	3.200	6.000	0.4	1.265
4251	流線	5.900	3.300	0.4	1.265
4934	冷眼旁觀	3.300	3.100	1.396	1.746
4988	回扣	4.800	3.700	0.837	1.483
269	引人注目	5.800	6.400	0.98	0.49
4790	搞屁	4.200	5.400	0.758	1.782
3928	離題	2.900	5.300	0.742	1.396
2670	潛逃	3.400	6.000	0.49	1.1
428	吹毛求疵	3.200	5.600	0.4	0.8
4627	作弄	3.800	3.600	0.837	1.342
4810	盡善盡美	7.300	3.600	0.671	2.162
5321	圈套	3.500	4.200	0.935	1.643
712	降級	3.600	5.800	0.49	2.04
4938	匪諜	3.000	3.900	1.225	2.356
918	理想	6.800	5.000	0.98	1.265
2060	相容	5.400	3.200	0.49	1.17
2290	刑事	4.200	4.600	0.75	0.49
1080	無效	4.200	4.400	0.4	1.2
773	疲倦	3.000	4.000	0.894	1.673
2103	旗開得勝	7.200	5.800	0.75	1.47
4979	重打	3.200	6.800	1.304	1.483
3664	開懷	6.500	7.100	0.5	0.742
5087	代罪羔羊	3.400	3.800	0.418	1.643
3868	激化	6.000	8.000	1.225	1.414
3786	魂牽夢縈	5.800	4.300	1.304	1.483
673	流淚	3.200	5.400	0.748	1.96
5369	挑撥離間	3.300	5.000	0.837	1.581
1731	規範	5.400	3.400	0.49	1.02
4079	氣爆	2.300	8.600	1.204	0.894
960	貪心	3.000	5.600	0.0	1.744
2306	不明	4.000	3.400	0.63	1.02
3427	平整	5.300	2.800	0.4	1.364
4412	柔柔順順	5.800	3.200	0.4	1.166
870	強暴犯	1.400	8.600	0.8	0.8
2221	盡興	6.200	4.800	0.4	1.47
3278	深謀遠慮	7.300	6.200	0.6	1.364
3414	嬉戲	5.000	4.900	0.548	2.417
655	拷打	2.600	7.600	0.8	0.49
2546	獨裁	3.000	5.800	0.63	0.98
331	用力	5.000	7.000	0.0	0.0
4808	自由心證	5.100	3.900	0.224	2.247
1602	歡欣	7.200	7.000	0.748	0.632
1649	讚歎	7.600	7.200	0.49	0.4
4228	充斥	4.600	3.600	0.49	0.4
3488	稱心	6.000	3.400	0.0	1.356
4564	不孝	2.100	5.800	1.025	1.643
3138	沈沒	3.300	4.700	0.872	1.327
2757	擾亂	3.800	5.400	0.4	0.8
4149	重生	8.700	7.700	0.447	1.095
4566	不可信	3.300	3.800	0.837	1.304
1341	嬉笑	5.800	5.600	1.6	1.497
4733	污漬	4.000	1.900	1.225	1.746
1137	傷	3.400	5.200	0.8	1.327
3726	標新立異	6.300	5.600	1.304	1.517
2217	內行	6.200	3.800	0.4	1.47
857	娼妓	2.800	5.800	0.98	1.6
4219	好握	6.800	4.500	0.98	1.6
2199	上好	6.400	4.200	0.49	1.33
2542	逃生	3.600	6.000	0.49	0.89
4591	打罵	3.000	5.900	0.935	1.14
3496	稀罕	5.400	4.400	0.86	1.497
3216	舒暢	7.300	5.900	1.077	1.114
325	生氣	5.400	5.800	1.625	1.47
2371	可疑	3.400	5.000	0.8	1.26
3323	凌虐	1.900	6.800	0.583	2.462
3776	暢銷	7.800	6.200	1.037	1.351
2163	精細	6.000	3.600	0.0	1.02
338	丟臉	3.000	5.800	0.632	1.6
2535	不清	4.000	4.000	0.63	1.26
2753	得不到	3.800	3.800	0.4	1.17
4453	憐憫心	5.800	5.000	1.166	1.414
4831	稀疏	4.200	2.000	0.274	0.707
3303	裂痕	3.200	5.200	0.812	1.965
695	胡扯	3.000	7.600	0.632	0.49
2978	取悅	5.600	4.200	0.8	1.72
2992	好客	5.700	4.600	0.4	1.356
4132	手拙	2.900	3.000	0.894	1.225
1975	可取	5.800	3.600	0.75	1.5
2923	著火	3.300	6.400	0.748	2.083
1123	跛腳	3.200	5.200	0.98	1.939
2416	不公	3.400	4.800	0.49	1.33
3796	厲害	7.300	7.300	0.671	1.037
1436	戰爭	3.000	7.200	0.894	1.166
5156	進退維谷	4.100	3.100	1.342	3.324
577	沾沾自喜	4.600	6.000	1.2	1.095
41	無理	2.600	6.800	1.02	1.166
3826	爛掉	2.100	6.000	1.14	1.0
2346	現實	4.600	3.600	0.49	1.2
5436	不暈染	6.600	4.800	0.894	1.255
5001	絞死	1.300	7.300	0.447	1.483
492	依戀	5.600	5.600	1.356	1.855
3384	敬愛	7.100	5.100	0.97	1.8
1387	潔淨	6.200	4.600	0.4	1.356
2788	猥褻	2.800	5.400	0.4	1.36
1215	煩雜	3.400	6.000	0.49	1.789
1021	尋歡作樂	4.200	6.400	0.748	1.2
2711	動手	4.000	5.200	0.63	0.75
3319	鬧事	2.900	5.600	0.86	1.772
1598	顧慮	4.200	4.600	0.4	1.02
1744	獲利	6.600	4.600	0.49	1.2
1961	誠懇	6.600	4.000	0.49	1.41
4819	何苦	4.100	2.300	0.652	0.837
2207	閃爍	5.600	3.400	0.8	1.5
2200	機智	6.200	4.200	0.75	1.17
2073	忠貞	6.200	4.200	0.75	1.47
3985	不堪	2.900	5.000	0.894	1.414
1471	親和	7.000	4.400	0.632	1.625
737	差勁	3.400	6.800	0.8	0.748
25	不適	3.600	4.600	0.49	1.356
5238	不信	4.300	4.000	0.837	1.0
1067	欽佩	7.200	5.800	0.4	0.98
1207	煩忙	3.200	6.200	0.4	1.72
3804	駭人聽聞	2.300	6.800	0.975	1.151
1786	義務	5.000	3.200	0.0	1.6
623	哀號	2.000	7.400	0.0	0.49
3847	驚天動地	6.300	8.800	0.975	0.447
313	平穩	5.800	3.400	0.4	1.356
3077	爭辯	3.300	6.900	0.98	0.663
4995	作廢	3.900	4.100	0.742	1.949
3656	硬挺	7.200	5.300	1.151	1.565
1421	適宜	6.400	5.000	0.49	0.632
4089	一勞永逸	7.200	4.600	1.095	1.517
100	關心	6.400	6.000	0.49	0.894
149	奉獻	6.800	6.000	0.4	0.894
4949	古板	3.600	3.200	0.962	1.789
1106	盜	3.000	5.800	0.894	1.47
1264	厭惡	2.600	7.200	0.49	0.4
3566	深厚	5.800	4.600	0.837	0.962
4746	受限	3.900	3.100	0.742	1.245
98	謝謝	6.600	5.800	0.8	0.748
4	不利	3.600	5.600	0.49	0.8
4613	不名譽	2.600	4.200	0.548	1.643
118	愚蠢	2.800	6.000	0.4	1.673
260	反叛	2.800	6.400	0.98	2.154
2647	滲透	4.200	3.600	0.75	0.8
744	恐懼	2.600	6.800	0.8	0.748
230	小氣	3.600	4.600	0.49	1.356
5052	凶猛	3.500	5.500	1.414	1.581
672	流行	5.600	5.200	0.49	0.4
1517	糟蹋	2.400	7.200	0.49	1.72
1651	鬱	3.000	4.800	0.894	1.327
5064	正經八百	6.300	1.800	1.204	0.837
2441	開除	3.200	5.800	0.4	0.75
4395	始料未及	3.600	6.000	0.962	0.866
5317	奴役	2.200	4.900	0.447	2.191
454	忐忑	3.800	6.800	0.748	0.748
2284	拆除	3.800	4.800	0.75	0.98
4931	匪夷所思	4.500	5.400	0.866	1.517
2006	精選	6.000	3.800	0.63	1.47
2615	共犯	3.000	5.400	0.63	0.49
4732	上癮	4.200	6.800	0.908	2.049
4325	生硬	4.000	3.600	0.612	0.822
2040	才華	6.400	4.000	0.49	1.1
4818	推卻	4.000	3.900	0.612	1.746
70	抱	5.800	5.200	0.748	1.6
4003	出線	5.800	5.600	0.837	0.894
1749	秩序	5.600	3.400	0.49	1.02
3285	遊街	4.200	3.800	0.678	1.6
2025	多福	6.200	3.800	0.4	1.47
5234	無名小卒	4.400	2.300	0.548	1.304
3344	挫傷	3.400	4.000	1.02	2.258
2631	恫嚇	3.000	6.600	0.0	1.02
1169	感情	5.400	5.200	0.8	0.748
5300	搞鬼	3.400	4.700	0.652	1.304
3595	週到	7.600	5.600	0.894	0.894
2305	不法	3.400	4.200	0.49	0.75
301	可靠	6.800	5.200	0.748	1.327
5063	作孽	1.600	5.000	0.894	1.225
575	沮喪	2.800	5.200	0.748	1.833
1071	渴求	5.000	6.800	0.0	0.98
4685	貶低	2.900	5.200	1.084	1.643
3103	捏造	3.700	5.800	0.678	0.678
1519	繃緊	4.200	7.200	0.748	0.98
923	甜蜜	6.800	5.400	0.98	2.059
1183	敬重	7.000	6.000	0.632	0.894
2000	如意	6.800	4.200	0.75	1.17
628	哈	5.800	5.200	0.748	1.327
4824	卒仔	3.400	3.900	0.822	1.884
3571	殘缺	2.800	4.000	1.095	0.935
1014	富裕	7.400	5.400	0.49	1.855
3324	渺茫	3.000	3.800	0.949	2.227
4290	大功告成	8.000	7.000	1.0	1.458
2850	損毀	3.400	5.500	0.49	1.183
3894	豐收	7.200	6.700	1.151	1.204
4787	摔一跤	4.400	4.800	0.894	1.643
4572	掉隊	3.600	3.200	0.548	1.643
3758	超強	8.000	8.000	0.791	1.0
3927	超難	2.900	6.400	0.894	1.14
5434	不油膩	6.000	4.800	0.612	1.151
2362	意圖	4.200	3.800	0.75	1.47
130	仇人	2.200	7.200	0.4	0.98
2608	兇手	2.200	6.000	0.75	1.1
4297	中獎	8.500	8.900	0.612	0.224
1356	憂慮	2.800	6.200	0.4	1.166
1992	教養	5.600	3.600	0.49	1.02
2097	堅固	6.000	3.000	0.63	1.41
1289	疑慮	3.600	5.000	1.02	1.095
399	自負	4.600	6.000	1.2	1.095
3280	留神	5.900	5.200	0.8	1.288
1624	驚異	3.800	7.200	0.748	0.4
2925	急切	4.900	6.500	0.2	0.894
2249	取消	4.000	4.400	0.63	1.2
186	嘲諷	2.600	7.400	0.49	0.8
3791	皺掉	3.600	4.400	0.962	1.342
4135	受用	7.600	5.400	0.962	0.962
648	思鄉	3.800	5.800	0.748	0.748
2628	反覆	4.600	3.800	0.49	1.17
2369	中毒	2.800	6.000	0.4	0.89
3416	變好	7.000	5.000	0.949	1.095
226	口吃	3.800	4.000	0.748	1.673
1766	著名	6.000	3.600	0.0	1.02
4178	洋洋得意	6.400	6.900	0.822	0.894
4976	低聲下氣	3.200	3.400	1.483	1.673
2242	緊急	3.800	5.600	0.75	1.5
1455	激情	5.400	7.400	0.49	0.49
1907	精緻	6.000	3.400	0.63	1.02
2414	延誤	3.600	5.200	0.49	0.75
4634	老謀深算	5.800	1.800	1.095	0.837
5293	大嚷	4.300	6.900	0.447	1.245
189	慶祝	7.000	6.400	0.0	1.2
4965	假正經	3.800	4.000	0.57	1.581
3860	倚賴	4.200	4.100	1.44	1.342
4463	安靜下來	5.600	2.400	0.8	1.497
2130	健美	5.800	3.600	0.4	0.8
1695	考慮	4.600	3.800	0.49	1.17
5043	惹上	3.200	5.100	1.304	2.51
1292	疑懼	3.800	6.200	0.748	1.166
1871	卓越	6.600	4.600	0.49	1.36
5180	減免	5.400	1.600	0.894	0.894
777	疲憊	3.000	3.600	0.894	1.356
709	重大	4.800	7.200	0.4	0.748
3753	腫脹	3.900	5.100	0.894	1.517
3038	堂皇	6.200	3.400	0.748	1.2
2360	殺害	2.000	7.200	0.63	0.75
5240	痛恨	2.100	7.300	1.025	1.718
1347	慶生	6.400	6.400	1.02	1.497
2167	生日快樂	6.600	5.000	0.49	1.41
5459	亮麗	6.900	4.700	1.025	1.151
2434	拖延	4.200	5.000	0.75	1.26
1609	顫抖	3.200	6.800	0.748	1.166
730	奚落	3.200	6.000	0.748	1.549
4422	陰沈沈	3.200	3.400	0.4	1.02
2892	侵吞	3.400	5.800	0.583	1.166
1457	獨自	4.200	3.200	0.4	1.6
7	不宜	3.800	4.400	0.748	1.356
3041	順眼	5.800	2.700	0.4	0.4
2725	捕捉	4.200	5.400	1.17	0.49
740	徒勞無功	3.400	4.400	0.49	1.356
2481	模糊	4.200	3.600	0.75	1.2
3737	魯莽	2.700	5.600	1.095	1.14
5194	亂講	3.600	4.200	1.084	1.304
5371	嫌惡	3.800	4.100	0.57	1.245
430	呆	3.800	3.800	0.748	1.6
17	不悅	3.200	6.000	1.166	1.265
3460	自勉	6.200	5.000	1.208	1.14
2166	奮勇	6.400	6.200	0.49	1.72
4736	有出息	7.000	5.900	0.354	1.746
4172	春暖花開	7.100	3.000	0.894	1.369
3548	奢侈	3.400	5.500	1.194	0.5
1326	銘印	5.800	6.200	0.748	0.98
5120	貧瘠	3.600	2.100	1.14	1.14
938	粗俗	3.000	5.600	0.632	1.497
5011	摸不清	4.200	3.600	0.837	1.294
3208	情深	6.700	6.700	0.748	1.4
5161	垂涎	5.500	2.800	0.707	1.304
4182	相安無事	6.500	2.300	0.5	0.975
3469	安於	5.300	2.900	0.51	0.49
2783	踐踏	3.800	5.000	0.98	0.89
1406	確定	6.200	5.200	0.748	0.4
800	缺失	3.600	4.400	0.49	1.744
3477	長進	6.200	4.700	0.4	1.327
939	粗野	3.000	6.800	0.894	0.98
759	時髦	6.400	5.200	0.49	1.72
1194	毀損	2.800	6.200	0.4	1.72
5223	分崩離析	3.300	5.100	0.671	1.673
2518	落選	3.200	5.200	0.4	1.33
4646	小心眼	2.900	4.200	0.548	1.095
4930	厚顏無恥	2.200	5.600	0.758	2.51
289	功勞	6.800	5.400	0.748	1.96
4104	怡然自得	7.200	2.800	1.095	0.837
2731	安慰	4.600	3.400	1.02	1.02
5086	心狠手辣	2.700	5.400	1.304	1.517
1604	歡喜	7.400	6.800	0.8	0.4
4832	貪生怕死	3.300	5.500	0.274	1.696
327	生病	3.400	4.000	0.49	0.894
2024	遙遙領先	7.000	5.800	0.63	0.75
3954	變老	4.300	3.200	0.671	1.304
4728	找麻煩	2.400	7.000	1.342	1.581
2659	暗殺	1.800	6.000	0.75	0.0
3122	一意孤行	3.400	5.900	0.8	0.8
2288	判決	4.600	4.200	0.49	1.6
4508	畜生	1.700	8.300	0.274	0.447
1737	紀念	5.600	3.000	0.49	1.1
865	強姦	1.400	8.400	0.8	0.8
518	和諧	7.200	3.400	0.748	1.356
1454	激動	4.800	7.800	0.4	0.748
3536	一往情深	6.700	6.600	0.51	0.86
140	同情	5.400	4.200	0.8	0.98
4033	多此一舉	3.200	3.100	0.758	1.14
5245	悲痛欲絕	1.500	8.500	0.5	0.707
908	清楚	5.600	3.800	0.49	1.47
3680	載浮載沉	3.400	4.000	1.14	1.871
4722	烙印	3.300	6.200	1.304	1.643
606	信義	7.000	5.400	0.632	0.8
2619	自認	5.000	2.800	0.0	1.17
5189	好戰份子	4.100	5.300	1.432	1.987
1211	煩亂	3.000	7.200	0.632	1.166
3331	文盲	3.500	4.000	0.894	1.844
2144	出乎意料	5.200	6.000	0.4	0.89
508	受騙	3.000	6.400	0.632	1.02
1629	驚嘆	5.400	7.600	1.356	0.8
3815	無解	2.600	4.700	1.14	1.304
1489	默哀	2.200	4.200	0.748	2.315
3805	歷久不衰	7.200	4.600	1.255	0.894
3724	貌美	7.400	4.300	1.14	1.204
2278	患者	3.400	4.200	0.49	0.75
1500	嚇	3.600	6.800	0.49	0.748
5378	吹捧	4.200	4.700	1.255	1.304
866	強迫	2.800	7.400	0.748	0.8
4450	嘈雜聲	3.500	7.600	0.707	1.294
36	耶	7.200	7.200	1.166	1.166
1344	寬容	7.000	3.200	0.0	1.327
