No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
3693	無所不包	6.800	4.900	1.304	1.245
954	貧困	3.200	4.400	0.4	1.02
3159	誹謗罪	3.300	5.900	0.748	0.663
362	安靜	5.600	2.400	0.8	1.497
5316	地牢	3.600	3.000	0.962	1.732
4867	患得患失	3.400	4.000	1.387	1.696
4705	奸詐	2.000	5.100	1.414	1.597
46	過分	2.800	6.800	0.748	0.4
2817	病菌	3.600	3.500	0.583	1.265
2710	婉拒	4.200	3.000	0.4	1.1
318	打敗	6.200	6.000	1.166	0.894
3951	穩如泰山	7.300	3.300	0.837	1.095
3539	豪勇	6.600	5.800	0.583	1.503
752	悔意	3.000	5.800	0.0	0.748
321	打攪	3.600	5.600	0.49	2.059
281	欠債	3.400	4.600	0.49	1.02
633	帥氣	7.000	6.000	0.632	1.265
4190	平易近人	5.100	3.700	0.548	1.204
649	恍惚	3.800	3.800	0.4	1.47
1775	自動	5.400	2.800	0.49	1.33
3599	微乎其微	4.300	3.900	0.975	0.894
1969	奪冠	7.000	5.800	0.0	0.98
4978	低劣	2.100	4.300	0.742	1.789
1997	禮貌	6.000	3.400	0.63	1.5
1458	獨創	6.200	4.200	0.748	1.939
225	下定決心	6.200	6.800	0.748	1.6
4457	還可以	6.000	5.100	0.0	0.781
3803	頹廢	2.600	2.800	0.548	0.837
5343	猛撞	3.800	5.200	0.447	1.037
561	明智	7.200	4.400	0.4	1.625
3428	母愛	6.700	3.600	0.748	1.02
1390	熱衷	6.400	6.400	0.8	1.2
913	爽朗	6.800	5.200	0.4	1.47
2150	防水	5.400	3.200	0.49	1.6
4696	傷痛欲絕	1.200	8.800	0.447	0.447
5216	增設	5.300	2.400	0.447	1.673
2846	迷信	4.000	3.600	0.548	1.241
502	受苦	3.000	6.000	0.632	0.894
2590	誹謗	3.000	6.000	0.63	1.1
2125	尊崇	6.600	4.200	0.8	0.75
1320	遠離	4.400	3.800	0.8	1.6
3403	易懂	6.000	3.200	0.548	0.927
1506	懦	3.200	4.200	0.4	0.98
3923	滋生	3.100	3.800	1.14	1.643
3444	老練	5.400	3.900	0.583	1.281
5404	抓傷	3.900	3.700	0.652	0.837
1851	聲望	6.000	3.800	0.63	1.47
2094	可信	5.800	3.600	0.75	1.36
4318	外強中乾	3.200	4.500	1.037	0.5
611	勇氣	7.600	6.800	0.8	0.98
3241	工整	6.700	4.100	1.077	0.663
4077	空閒	5.200	1.400	0.447	0.894
4021	閃閃發亮	7.600	7.400	0.894	1.342
4298	井井有條	7.000	4.200	1.458	1.304
4771	遜位	4.300	3.100	1.304	1.746
3272	妙計	6.600	5.200	0.8	1.166
722	凌亂	3.400	6.000	0.49	0.894
2740	暗中	4.200	3.200	0.75	0.98
1547	雜亂	3.600	5.600	0.49	1.497
1394	熱鬧	6.400	6.600	1.02	0.49
624	哀慟	1.800	7.600	0.4	0.49
1962	協力	5.800	3.600	0.4	1.62
1548	鬆懈	3.600	4.200	0.49	1.47
2878	不予置評	4.400	2.800	0.735	0.51
4458	可信賴	7.200	5.400	0.4	1.497
2915	橫渡	5.000	3.000	0.0	1.265
3734	賣力	6.300	6.700	0.975	1.304
1482	遲疑	3.600	4.800	0.49	1.166
1291	疑難	3.800	4.400	0.748	0.8
251	分手	2.800	6.400	1.166	1.855
2471	包圍	4.200	5.000	0.75	0.63
3078	失常	3.200	6.100	0.4	0.917
156	知己	7.200	4.800	0.4	1.327
5008	壓搾	2.500	5.100	1.0	1.746
4987	荒誕	2.600	4.300	1.14	1.924
4467	討人嫌	1.400	7.500	0.548	1.225
4605	悶住	3.700	3.100	0.975	1.746
2126	貴重	6.000	3.800	0.63	1.6
1234	落伍	3.600	4.200	0.49	1.47
986	善心	6.800	4.200	0.98	1.47
4830	態度不好	4.300	3.600	0.274	1.636
584	空洞	4.000	3.200	0.632	1.166
1236	解決	6.200	4.800	0.98	1.47
569	欣欣	6.400	6.400	0.8	1.356
3473	溫文儒雅	6.300	3.100	0.4	0.8
3965	改變不了	3.600	3.600	1.194	1.342
1632	驚險	4.000	7.600	1.265	0.49
411	低能兒	2.600	4.800	1.02	1.6
4108	居心叵測	2.400	5.600	0.962	1.475
1403	獎賞	6.600	5.400	0.49	1.356
991	喜形於色	7.400	6.800	0.49	0.748
2275	一再	4.400	4.000	0.8	1.67
5146	黯淡	3.700	1.800	0.671	0.837
312	平靜	6.400	2.400	1.02	1.497
5106	愁眉苦臉	3.500	2.700	0.866	1.095
1245	賊	2.600	6.000	0.8	1.265
3827	礙手礙腳	2.000	5.200	0.707	1.44
393	自甘墮落	2.600	5.200	0.8	1.939
929	眼花繚亂	4.400	5.600	0.8	2.417
5188	好戰者	4.100	5.300	1.432	1.987
3454	多產	5.600	3.000	0.583	1.095
1759	批准	5.400	3.200	0.49	1.47
2146	打趣	5.800	4.200	0.75	1.6
607	信實	6.600	4.800	0.49	0.98
65	死	1.200	5.000	0.4	3.033
2961	寓意	5.200	2.100	0.4	0.49
4886	機八	3.500	4.600	0.866	2.382
10	不服	3.400	6.600	0.49	0.49
1667	建設	6.200	3.800	1.17	1.17
4105	性感	6.100	4.500	1.025	1.414
1092	焦急	3.000	7.000	0.632	0.632
2889	顧忌	4.600	4.300	0.374	1.166
934	笨	3.400	5.400	0.49	1.356
5261	拒付	4.200	2.700	0.758	1.987
1582	觸目驚心	2.600	8.000	0.8	0.632
4027	大驚失色	2.700	8.000	1.204	0.791
2735	受挫	3.400	6.000	0.49	0.63
4897	不省人事	3.700	3.400	1.095	1.636
1139	傷亡	2.200	7.400	0.4	1.02
2514	差別	4.200	3.400	0.75	1.02
4579	滲漏	3.400	4.000	1.14	1.414
387	死路	3.200	5.000	0.98	1.673
2393	萎縮	3.600	4.400	0.49	1.36
2376	子彈	4.400	4.000	0.49	1.79
4701	悲涼	1.400	3.700	0.548	1.718
877	悠閒	6.400	2.600	0.49	1.497
1914	樂見	6.000	4.600	0.0	1.62
5246	做作	3.400	4.700	0.962	0.837
2934	擊潰	4.900	5.500	1.625	1.844
3636	無以復加	3.800	6.100	1.304	1.14
842	偏好	5.200	4.000	0.4	1.789
4464	死氣沉沉	3.000	5.800	0.632	1.72
2622	受難者	2.600	5.200	0.8	0.4
3150	恥辱	3.200	6.700	0.748	0.872
2291	武力	3.800	5.200	0.75	1.17
1329	僵化	3.800	4.000	0.4	0.894
3554	不相上下	6.200	5.800	0.837	0.837
3300	潰瘍	3.300	5.900	0.927	2.354
3405	出人意表	6.400	5.500	0.583	1.183
3721	稱霸	7.300	7.700	1.204	0.975
1104	發臭	3.200	5.800	0.748	1.166
5377	仗著	4.000	3.700	0.707	1.718
1434	懊惱	3.200	7.000	0.748	0.894
1389	熱烈	6.400	7.600	0.8	0.49
1385	歎為觀止	6.600	7.600	1.2	1.02
2391	打壓	3.200	6.000	0.75	1.1
3631	深植人心	6.500	5.400	1.323	1.342
4438	結結巴巴	4.000	4.600	0.0	1.356
4769	以德報怨	6.300	3.800	0.975	1.605
3359	罷了	3.800	4.800	0.927	1.6
3439	心想事成	7.700	5.900	0.678	1.744
1420	輝煌	7.000	6.200	0.632	0.748
2045	同感	5.200	4.000	0.4	1.26
5303	違禁品	3.400	2.400	0.894	1.342
1977	讚許	6.600	5.400	0.49	1.02
1595	蠢	3.000	5.200	0.632	1.72
625	品行	5.400	4.600	0.8	1.356
3369	幼稚	3.400	3.900	0.735	1.562
2985	鍾情	5.900	4.100	1.2	1.497
2556	扣留	3.400	5.400	0.49	0.49
2473	沒想到	4.800	4.000	0.4	1.67
3589	發瘋	3.200	7.100	1.095	1.245
204	離婚	2.400	5.800	1.02	1.327
4036	旺盛	7.100	2.400	1.14	1.517
2169	富麗	6.400	3.800	0.49	0.75
4241	物美價廉	7.700	6.000	0.49	0.75
809	臭味	3.800	5.000	0.4	1.673
3168	刻苦	6.400	5.800	0.97	1.166
3842	髒汙	2.300	3.900	0.57	1.14
2357	罰款	3.800	4.000	0.4	1.26
1094	猶疑	4.000	5.200	0.894	0.748
2053	積極性	6.200	5.400	0.75	1.74
3027	含笑	5.600	3.900	0.374	0.49
532	忠孝	7.400	5.800	1.2	1.166
2304	困擾	3.600	4.400	0.49	1.2
1829	友誼	6.400	4.000	0.49	1.67
2131	說服力	5.200	3.600	0.4	1.85
736	差	3.400	4.600	0.8	1.356
466	改善	6.600	5.200	0.49	1.327
1325	酸甜苦辣	4.800	5.200	0.4	0.4
801	缺陷	3.000	4.600	0.632	1.855
3437	豐滿	6.800	4.800	0.245	1.691
4398	快快活活	6.400	5.200	0.49	1.327
3801	險峻	3.400	5.400	1.673	1.475
5505	鮮嫩	7.000	4.600	0.935	1.342
3219	香甜	6.700	4.200	1.077	0.98
3306	暴風	3.500	6.200	0.632	1.965
5269	胡謅	3.400	4.800	1.084	1.525
917	理智	6.200	3.600	0.748	1.625
5399	不適當	4.100	3.100	0.224	0.894
4936	戰慄	3.100	6.900	1.245	2.302
3659	超重	3.200	5.000	1.304	1.581
4483	昏昏沈沈	3.200	3.400	0.4	1.855
4496	亂丟	3.400	4.200	0.548	1.304
446	宏偉	7.200	7.000	0.98	0.632
1679	生產	5.800	4.000	0.75	0.89
4369	抓狂	2.000	8.700	1.0	0.447
4217	大手筆	6.100	7.100	1.0	0.447
2714	感慨	4.000	3.400	0.0	0.8
5309	交媾	4.400	5.600	0.548	1.636
4151	剛直	6.900	5.400	1.14	0.822
1590	爛	2.800	5.600	0.748	1.356
4835	亂砍	3.000	6.200	1.458	1.351
4478	失業者	3.000	4.000	0.63	0.89
4565	省力	6.400	1.800	1.14	0.837
85	感謝	7.400	5.600	0.49	1.744
1677	經營	5.800	4.000	0.4	0.63
4836	走著瞧	3.600	5.900	0.962	1.884
4804	失身	2.700	5.900	1.304	2.247
2186	談戀愛	6.200	5.400	0.4	1.5
1072	渴望	5.600	5.800	1.2	1.166
1660	成為	5.400	3.800	0.49	0.98
4718	狂愛	7.300	8.300	0.447	0.975
4034	出糗	2.300	5.800	1.204	1.304
2184	連貫	5.000	3.000	0.0	1.26
3654	無與倫比	7.800	7.300	1.304	1.255
4186	小題大做	2.500	6.800	0.5	1.037
1826	履行	5.200	3.800	0.4	2.32
2398	空襲	3.000	6.000	0.63	0.63
1820	奪得	5.200	5.600	0.98	1.5
995	喜悅	7.400	6.200	0.49	1.166
3113	欺負	3.300	6.500	0.4	0.775
667	毒	2.800	5.800	0.748	0.98
568	果斷	6.000	6.000	0.632	0.632
2098	光芒	5.400	3.800	0.49	1.83
4738	嗜殺成性	2.100	5.800	1.14	0.908
1164	愛心	7.000	4.600	0.0	1.356
4544	缺口	3.800	3.600	0.837	1.14
795	笑容	7.200	5.200	0.98	1.72
3465	恆心	6.500	4.500	0.632	2.049
1230	義	6.400	6.000	0.894	0.707
9	不拘小節	6.400	4.200	0.49	1.72
5457	肥厚	3.100	4.200	0.822	1.255
4747	要飯	3.400	4.300	0.822	1.643
3696	墊底	1.900	4.800	1.025	1.351
3784	暫緩	4.300	2.800	1.095	1.304
2069	升起	5.400	3.800	0.49	1.72
171	款待	6.200	5.400	0.4	1.356
401	自尊	5.400	4.800	0.49	1.6
3969	放不下	3.100	5.300	1.342	1.483
3930	變扁	3.300	4.500	1.304	1.581
4198	天衣無縫	7.800	7.000	1.095	1.0
3364	未知	4.600	2.200	0.2	1.166
1862	想像	5.200	3.600	0.4	1.62
410	低能	2.600	4.600	0.8	1.855
4857	凋謝	3.900	3.500	1.084	1.414
2033	攻讀	5.800	4.400	0.4	1.5
720	值得	6.400	5.600	0.8	1.356
4874	化膿	3.800	3.700	0.758	1.565
4753	唯恐不及	3.800	5.000	0.837	1.62
5497	嫩滑	6.800	5.300	0.671	1.44
1048	惡耗	2.000	7.400	0.894	0.49
265	天堂	7.000	5.400	0.894	1.625
885	掛慮	4.800	6.000	1.47	0.0
1184	敬意	6.600	4.800	0.8	1.47
373	有效	6.600	5.000	0.8	1.549
1752	推薦	6.200	4.400	0.4	1.02
4604	苦差事	3.000	4.300	1.225	1.483
3186	甘願	5.900	4.400	0.2	1.02
4542	誤入歧途	2.900	5.400	0.742	1.14
830	迷路	4.200	5.200	0.98	1.833
2805	陷阱	3.300	5.500	0.748	1.673
3082	三八	3.900	5.900	0.49	1.02
2746	寧可	4.400	3.000	0.8	1.1
3618	累人	3.500	5.000	0.5	1.225
4586	挑撥是非	2.800	5.800	1.037	1.304
1792	專門	5.200	3.600	0.4	1.02
4158	有解	6.700	4.600	0.671	1.517
5475	淡雅	6.400	2.500	0.652	1.0
2294	被告	3.800	3.800	0.75	1.47
3472	愜意	6.600	3.900	0.735	1.715
48	認真	7.000	5.000	0.632	1.265
626	品德	5.200	4.200	0.4	1.72
4014	乾枯	2.800	2.000	1.304	1.0
2703	追捕	4.000	5.800	1.1	0.75
161	怨恨	2.000	7.800	0.632	0.4
3844	豐盈	6.800	3.800	0.758	1.304
3067	出沒	4.800	3.100	0.4	1.02
1579	寶貴	7.000	5.000	0.894	1.673
2159	上等	6.400	3.600	0.49	1.2
3929	變臭	2.100	6.700	0.894	1.565
3570	殘破	2.900	4.600	1.025	1.294
5285	心虛	3.800	3.200	0.57	1.095
2637	投訴	3.800	5.000	0.4	1.1
2760	不尋常	3.600	3.600	0.49	1.2
1840	讓步	4.600	3.600	0.49	1.62
4301	凶惡	2.400	8.000	0.894	1.0
2413	擺脫	4.400	5.600	1.36	0.49
3390	報答	6.400	4.900	0.735	1.428
1219	禁忌	3.000	5.200	0.632	1.327
5375	搖尾乞憐	3.100	4.100	0.822	1.597
172	詛咒	2.200	7.400	0.98	1.02
4691	有礙觀瞻	3.300	6.000	0.975	1.871
1755	澄清	4.400	4.000	0.8	1.79
2120	愉悅	6.600	4.600	0.49	1.36
4657	靠不住	2.900	4.400	1.025	1.517
3099	分贓	2.400	4.800	0.49	1.208
1742	合法	5.800	3.400	0.75	1.36
2724	拜託	4.400	5.200	0.49	0.75
2685	消耗	3.800	4.400	1.17	1.2
895	殺死	1.400	8.200	0.8	0.748
5051	兇猛	3.500	5.500	1.414	1.581
2543	受阻	3.400	5.800	0.8	0.75
133	分擔	5.600	4.400	0.49	1.356
3723	綽綽有餘	7.200	3.000	1.304	1.369
1197	毀壞	3.200	5.800	0.4	0.748
4972	冷峻	4.200	3.300	0.837	1.643
817	衰老	3.400	4.200	0.49	1.47
4442	歎氣	3.200	4.000	0.748	1.265
638	怒火	2.400	7.600	0.49	0.8
4573	卑下	3.000	3.300	1.0	1.204
3063	暴風雨	3.700	7.300	0.98	1.077
4611	引頸企盼	7.000	5.400	1.225	1.14
1593	纏訟	3.600	5.600	0.49	1.96
1120	詐騙	2.600	7.000	0.8	1.095
1905	簡易	5.600	3.200	0.49	1.47
47	對	6.400	4.800	0.49	1.327
3952	繽紛	7.800	5.800	0.274	1.304
3660	亂掉	3.100	4.200	1.025	1.643
3917	喜獲	7.300	7.700	0.671	0.671
2019	知性	6.000	3.000	0.0	1.41
4883	憤憤不平	4.000	6.500	0.5	1.696
1591	犧牲	3.600	6.600	0.8	0.49
937	粗心	3.800	4.800	0.4	1.6
478	狂笑	8.200	8.200	0.4	0.4
4755	困頓	3.500	3.900	1.414	1.782
3025	合群	5.600	3.200	0.49	0.4
1863	蓬勃	6.000	5.200	1.1	1.47
4783	毒殺	2.200	6.200	1.151	1.204
942	累	3.600	4.600	0.49	1.497
3567	清脆	5.300	4.100	0.447	1.084
4875	鉗制	3.700	4.400	1.204	1.782
3577	單純	6.400	3.600	1.14	1.14
2823	施暴	2.600	7.000	0.49	0.894
4891	空轉	4.500	2.700	0.5	2.752
5027	腦滿腸肥	2.500	4.300	1.118	1.987
2241	危機	3.200	5.600	0.4	1.5
5277	失焦	4.500	2.900	0.5	1.884
1495	優勝	7.600	6.800	0.49	0.98
4294	不合	3.000	6.700	0.707	0.908
5346	以訛傳訛	3.700	3.700	0.447	1.351
4590	匪類	2.300	4.800	1.095	1.304
4161	長壽	7.400	2.900	1.14	1.517
1831	自主	5.600	4.200	0.49	1.72
1733	合理	5.800	3.600	0.4	1.02
5040	疤痕	3.500	3.500	0.5	2.236
1260	鼓舞	6.600	6.800	0.49	0.4
2528	未必	4.600	4.000	0.49	1.26
5092	過河拆橋	2.500	4.700	0.791	1.718
2048	調和	5.200	3.400	0.75	1.74
1684	負責	6.000	4.200	1.1	1.33
1916	改良	5.600	4.200	0.49	1.83
3066	負數	4.700	2.800	0.4	1.327
1156	嫌	3.000	5.800	0.632	1.166
4041	受創	2.300	6.900	1.204	1.432
2717	情結	4.800	2.600	0.4	1.36
3768	圖文並茂	7.600	5.900	0.894	1.245
2498	吸毒	2.800	6.200	0.4	0.75
4129	中規中矩	5.200	3.600	0.274	1.14
1000	喜劇	6.800	5.000	0.98	2.098
2468	延期	4.000	3.600	0.63	1.2
826	迷失	3.400	4.600	0.49	1.356
3508	騰躍	7.000	7.000	0.632	0.707
707	負擔	3.600	5.200	0.49	1.166
4221	不失真	6.400	3.600	0.49	1.166
5408	昏昏欲睡	4.100	3.300	1.025	1.718
3177	誘人	6.000	6.100	0.632	1.744
5214	顛沛流離	3.200	4.700	1.151	2.11
4681	意志消沈	1.400	2.900	0.548	1.245
4860	砍掉	3.700	4.600	1.565	2.043
4767	重壓	3.800	3.300	0.908	1.525
1355	憂煩	3.000	5.400	0.632	0.8
1870	精密	5.600	3.600	0.49	1.02
3996	平分秋色	5.400	4.000	0.894	1.225
1335	劇烈	4.600	8.200	0.8	0.748
2665	居然	4.600	4.600	0.49	1.36
1808	革命	5.000	6.200	0.0	0.75
2860	圖謀	4.200	3.900	0.748	1.02
3971	愛惜	6.000	4.800	0.707	1.605
2693	贓物	3.200	4.000	0.4	1.41
4642	污點	2.200	3.700	0.837	1.483
903	深愛	8.000	6.400	0.894	2.245
3748	醜陋	2.000	5.900	1.173	1.245
5365	不忠	2.900	4.200	0.742	1.643
1182	敬畏	6.800	6.400	0.98	1.02
5484	嗆鼻	2.500	6.600	1.061	1.342
1416	調戲	3.600	6.200	0.49	0.748
5405	逼問	3.300	5.500	0.908	0.791
2337	通貨膨脹	4.000	5.000	0.63	0.63
1882	財富	5.600	3.400	0.8	1.85
109	呸	2.400	7.400	0.8	1.02
3498	施恩	6.200	3.700	0.4	1.47
2133	細緻	5.800	3.400	0.4	1.36
990	喜出望外	7.800	7.600	0.748	0.49
1847	嚴密	4.800	4.800	0.75	1.6
3207	賞心悅目	6.800	5.600	0.4	1.356
4789	跌一跤	4.400	4.800	0.894	1.643
4892	乖張	4.100	2.900	0.962	1.245
3322	償付	4.500	3.500	0.949	1.483
2488	危及	3.000	6.400	0.0	0.8
4124	口乾舌燥	2.900	4.200	1.025	1.304
1884	互利	5.800	3.800	0.4	1.33
5196	憋死	3.200	5.400	1.351	2.191
3497	意味深長	5.700	4.500	0.51	1.0
3785	輕而易舉	6.800	4.800	0.908	1.525
300	可憐	3.600	5.200	0.49	1.47
4838	驚呼	5.200	6.500	0.57	1.768
3129	怨言	3.400	5.900	0.374	0.49
5266	驚惶失措	3.600	6.900	0.822	1.245
5348	整死	2.200	5.800	0.908	1.151
713	面臨	4.800	5.800	0.4	1.47
2865	逃犯	3.600	4.600	0.49	1.655
5135	貶損	3.500	2.800	1.0	1.483
4499	混日子	3.700	3.000	0.447	1.0
1101	發牢騷	3.600	6.000	0.49	1.414
947	羞辱	2.000	7.800	0.632	0.98
3888	難聽	2.700	5.900	0.837	1.14
1050	惡鬥	2.600	7.600	0.49	0.8
3225	誇耀	5.600	6.600	1.594	0.97
5055	大惑不解	3.600	4.100	0.962	2.247
4345	屹立不搖	7.700	3.500	0.758	1.871
5262	乾咳	4.600	2.900	0.418	0.894
3646	淺顯易懂	6.500	4.700	1.0	1.565
2405	蔓延	4.400	4.800	0.8	0.75
2056	逼真	5.600	4.400	0.8	1.02
1720	高級	6.200	4.400	0.75	1.36
2461	佔用	3.600	5.000	0.49	0.63
5247	欠扁	3.400	6.300	0.894	0.671
664	柔順	5.800	3.200	0.4	1.166
427	含糊	3.800	4.200	0.4	0.98
4710	大言不慚	3.700	3.800	1.396	1.681
528	幸運	7.200	5.400	0.748	0.49
2252	停止	4.800	3.600	0.4	1.62
523	坦誠	7.000	4.200	0.0	1.47
146	取笑	3.600	6.200	0.49	0.748
4025	不謀而合	6.800	4.400	1.095	1.342
181	說長道短	3.200	5.000	0.4	0.894
1202	溫馨	7.400	4.000	0.8	1.095
3195	耐勞	6.300	5.600	0.4	1.356
2280	歹徒	3.000	5.400	0.0	1.02
1836	適度	5.200	3.000	0.4	1.26
2041	根除	5.000	4.800	0.63	1.47
2352	失事	2.600	5.400	0.8	1.62
5085	經不起	3.900	3.200	0.894	1.924
3188	韻味	6.500	4.300	0.894	0.872
296	可惡	2.400	7.200	0.8	1.166
475	災	2.000	5.600	0.894	1.744
5384	亂吼	3.700	5.500	0.671	1.414
653	拮据	3.200	3.800	0.4	1.47
3247	奇跡	7.400	7.200	1.2	0.927
2689	不休	4.200	3.800	0.75	1.47
3822	精純	7.900	3.900	0.652	1.245
1497	優雅	6.800	5.000	0.4	1.414
1614	變動	4.800	6.000	0.4	0.894
1586	贏錢	6.600	6.200	0.8	2.135
5345	僵痛	4.100	4.000	0.418	1.0
727	哭鬧	2.800	7.400	0.748	0.49
1983	持久	5.600	4.000	0.8	1.79
1485	錯	3.000	4.800	0.894	1.939
4762	減損	4.000	3.400	1.061	1.949
5480	軟嫩	5.900	5.200	0.894	1.351
4958	不成功	3.500	3.400	0.866	1.517
2936	失序	3.800	4.500	0.4	1.095
1527	艱苦	3.000	6.600	0.632	0.49
507	受罪	2.800	6.800	0.4	0.4
1880	創立	5.400	3.400	0.49	1.62
1628	驚慌	3.200	7.600	0.748	0.49
191	摯友	7.400	5.200	0.49	1.833
356	好棒	7.200	6.600	1.166	1.356
3270	形影不離	6.400	6.000	1.068	0.632
4859	啼哭	3.900	5.800	0.822	1.304
2716	打入	4.400	3.800	0.8	1.17
2236	透露	5.000	3.400	0.0	1.02
2924	破洞	4.000	3.300	0.548	1.077
5236	不擇手段	2.900	5.500	0.894	1.5
4944	吹牛皮	3.900	4.200	1.14	1.643
1166	愛慕	6.800	6.200	0.98	1.6
3453	達觀	5.500	3.700	0.632	0.748
4427	欺詐	2.600	7.000	0.8	1.095
4528	急忙	3.900	7.900	0.742	1.025
4594	污辱	2.500	5.900	0.707	1.245
4941	爛車	2.700	5.400	0.975	1.673
3771	聞之色變	3.000	6.600	1.0	1.14
4955	狂熱分子	4.700	7.500	0.447	1.0
1153	勢利	3.200	5.400	0.748	1.855
3291	燙傷	3.000	5.100	1.14	2.596
2273	災害	2.600	5.600	0.49	1.2
686	美人	6.000	5.400	0.632	1.855
4153	吃重	4.500	3.700	0.866	1.396
3591	跑不動	4.000	5.700	0.707	1.396
1006	喪氣	3.000	5.000	0.632	1.673
59	付出	5.800	5.600	0.98	1.356
231	小偷	3.200	5.600	0.748	1.497
854	堅決	5.400	6.200	0.49	1.327
5421	攙假	3.500	3.900	0.866	1.71
2991	肥沃	6.100	3.700	0.663	0.872
1019	尊榮	7.600	5.200	0.8	1.939
3899	纖弱	3.900	3.800	1.14	1.255
2643	默默	4.800	3.000	0.4	1.1
1368	敵對	2.800	7.000	0.748	0.632
4296	中上	6.800	5.000	0.837	1.458
1409	窮困	3.000	4.200	0.894	1.47
3961	回味	6.400	4.600	1.14	1.194
2142	緊要	4.600	4.000	0.8	1.9
4414	背叛者	2.000	8.000	0.632	0.894
2537	淪為	3.800	4.800	0.75	0.75
