No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
1412	蔑視	2.600	6.600	0.8	1.2
1413	衝突	3.400	6.800	0.49	0.4
1414	衝擊	3.200	7.200	0.748	0.98
1415	調皮	5.000	4.800	0.894	1.72
1416	調戲	3.600	6.200	0.49	0.748
1417	賤民	2.200	7.600	0.748	0.8
1418	賤骨頭	1.800	7.800	0.748	0.748
1419	質疑	3.600	5.600	1.02	0.8
1420	輝煌	7.000	6.200	0.632	0.748
1421	適宜	6.400	5.000	0.49	0.632
1422	適時	6.200	5.000	0.4	1.265
1423	適當	6.200	4.600	0.4	0.8
1424	遭受	3.600	5.800	0.8	0.748
1425	鋌而走險	3.000	7.000	0.894	0.632
1426	震怒	2.400	8.200	0.49	0.748
1427	震顫	3.200	7.400	0.748	0.8
1428	震驚	3.600	7.400	1.356	1.02
1429	霉運	2.800	5.400	0.4	1.356
1430	養育	6.200	4.000	0.748	1.673
1431	魄力	7.000	6.200	0.0	0.748
1432	魅力	7.200	5.600	0.4	1.855
1433	懊悔	3.400	6.400	0.49	0.49
1434	懊惱	3.200	7.000	0.748	0.894
1435	戰火	3.000	6.800	0.894	1.47
1436	戰爭	3.000	7.200	0.894	1.166
1437	戰鬥	3.000	7.000	0.894	0.894
1438	戰勝	7.400	7.400	1.02	1.02
1439	戰亂	3.000	7.200	0.894	0.748
1440	擁抱	6.400	5.600	0.49	1.02
1441	擁護	6.400	6.000	0.49	0.894
1442	擅長	6.200	5.000	0.748	1.549
1443	操心	3.800	5.600	0.4	1.356
1444	操守	5.200	3.800	0.4	1.47
1445	操勞	3.600	5.200	0.49	1.47
1446	擔保	5.000	4.800	0.632	1.6
1447	擔憂	3.600	4.800	0.49	1.166
1448	整齊	6.600	4.200	0.49	1.47
1449	整潔	6.800	4.200	0.4	1.47
1450	機敏	7.000	5.600	0.632	1.497
1451	機警	7.000	6.400	0.632	0.8
1452	機靈	7.000	6.000	0.632	1.265
1453	激怒	2.600	7.800	0.49	0.4
1454	激動	4.800	7.800	0.4	0.748
1455	激情	5.400	7.400	0.49	0.49
1456	激勵	7.200	6.800	0.4	0.4
1457	獨自	4.200	3.200	0.4	1.6
1458	獨創	6.200	4.200	0.748	1.939
1459	瘸	3.400	3.600	0.49	1.2
1460	積極	6.600	6.600	1.02	0.8
1461	罹難	1.800	7.000	0.748	1.414
1462	膩	3.600	4.000	0.8	1.265
1463	興旺	6.800	5.600	0.4	1.497
1464	興致	6.200	6.000	0.98	0.894
1465	興趣	6.600	5.400	1.02	0.8
1466	興奮	7.400	7.200	0.49	0.4
1467	融洽	7.400	5.000	0.49	2.098
1468	褫奪	2.600	7.400	0.8	0.49
1469	親	6.600	5.800	0.8	1.6
1470	親吻	7.200	7.400	0.4	1.356
1471	親和	7.000	4.400	0.632	1.625
1472	親密	7.600	6.200	0.49	1.327
1473	諷刺	3.000	6.800	0.0	0.4
1474	諾言	6.800	5.800	0.98	0.748
1475	謀殺	1.600	7.800	0.49	0.748
1476	踴躍	6.800	6.800	0.4	0.4
1477	蹂躪	2.200	7.600	0.4	0.49
1478	輸家	3.000	5.000	0.632	1.789
1479	輸掉	3.400	5.200	0.8	1.72
1480	遲到	3.800	5.000	0.4	0.632
1481	遲鈍	3.600	3.600	0.49	1.2
1482	遲疑	3.600	4.800	0.49	1.166
1483	遺棄	2.800	5.800	0.4	1.939
1484	遺憾	2.600	4.800	0.49	1.72
1485	錯	3.000	4.800	0.894	1.939
1486	錯亂	3.000	6.200	0.894	1.166
1487	錯誤	3.200	5.600	0.748	1.02
1488	頭昏	3.200	4.600	0.748	1.356
1489	默哀	2.200	4.200	0.748	2.315
1490	優	6.800	5.400	0.4	1.356
1491	優秀	7.600	6.600	0.49	1.356
1492	優良	7.600	6.200	1.02	1.6
1493	優柔寡斷	3.200	4.600	0.748	1.855
1494	優美	6.800	5.400	0.4	1.497
1495	優勝	7.600	6.800	0.49	0.98
1496	優惠	6.800	6.200	0.748	1.72
1497	優雅	6.800	5.000	0.4	1.414
1498	優勢	6.800	6.000	0.4	0.894
1499	優點	7.000	5.000	0.632	1.095
1500	嚇	3.600	6.800	0.49	0.748
1501	壓力	2.600	6.800	0.49	0.98
1502	壓抑	2.600	5.400	0.49	1.497
1503	壓制	3.600	6.000	0.8	0.894
1504	壓迫	2.800	7.200	0.748	1.166
1505	尷尬	3.800	4.600	0.4	0.8
1506	懦	3.200	4.200	0.4	0.98
1507	擊	4.800	6.600	0.4	1.497
1508	擊敗	6.000	6.800	1.414	1.166
1509	濫用	3.000	5.600	0.632	1.625
1510	濫情	3.000	6.200	0.632	1.166
1511	燦爛	6.600	6.400	1.02	1.356
1512	獲勝	7.800	7.200	0.748	1.327
1513	獲獎	7.800	7.000	0.748	1.414
1514	瞧不起	3.200	6.200	0.748	1.6
1515	糟	3.400	4.400	0.49	1.2
1516	糟糕	3.200	5.200	0.748	1.72
1517	糟蹋	2.400	7.200	0.49	1.72
1518	繁瑣	3.800	5.000	0.98	1.095
1519	繃緊	4.200	7.200	0.748	0.98
1520	聰明	7.000	4.800	0.632	2.315
1521	膽小	3.600	4.600	0.49	1.855
1522	膽怯	3.200	5.200	0.748	1.47
1523	膽量	5.400	4.600	0.8	1.96
1524	膽戰心驚	2.800	7.600	0.748	0.49
1525	艱困	3.200	6.600	0.748	0.8
1526	艱辛	3.000	6.400	0.894	0.49
1527	艱苦	3.000	6.600	0.632	0.49
1528	艱深	3.400	6.400	0.8	1.02
1529	艱鉅	3.200	7.200	1.166	0.748
1530	艱險	3.000	7.800	0.894	0.748
1531	艱澀	3.200	7.200	0.98	1.327
1532	艱難	3.200	7.200	0.98	0.748
1533	虧損	3.200	5.600	0.748	1.855
1534	褻瀆	2.400	7.600	1.02	1.02
1535	謝天謝地	7.400	7.400	0.49	0.8
1536	謝意	6.200	6.000	0.4	1.549
1537	醜	3.600	3.800	0.49	1.47
1538	鮮明	6.400	5.400	0.49	1.744
1539	鮮美	6.200	5.400	0.4	1.356
1540	嚮往	6.000	5.000	0.632	1.549
1541	簡潔	6.200	4.800	0.4	1.47
1542	謹慎	6.400	4.200	0.8	1.72
1543	蹧蹋	2.600	7.200	0.8	1.166
1544	鎮定	5.400	2.800	1.02	1.47
1545	鎮靜	5.400	1.800	1.02	0.748
1546	鎮壓	3.000	7.000	1.095	0.632
1547	雜亂	3.600	5.600	0.49	1.497
1548	鬆懈	3.600	4.200	0.49	1.47
1549	壞人	3.400	5.400	0.49	1.02
1550	壞心	3.400	6.000	0.49	0.894
1551	壞死	2.800	5.000	0.748	1.897
1552	壞事	3.400	5.200	0.49	1.166
1553	壞處	3.400	5.000	0.49	1.095
1554	壞話	3.400	5.000	0.49	1.414
1555	壞運	3.000	5.600	0.0	1.02
1556	寵愛	6.800	5.600	1.166	2.059
1557	懲罰	3.400	6.200	0.49	0.98
1558	懶惰	3.400	4.000	0.8	1.673
1559	懶散	3.600	3.000	0.8	1.789
1560	懷鄉	5.000	4.600	0.632	1.497
1561	爆發	4.200	7.600	0.748	0.8
1562	癡迷	3.800	6.800	0.98	1.72
1563	穩健	7.000	5.200	0.894	1.327
1564	贊同	7.000	5.000	0.894	1.265
1565	辭職	4.000	4.800	0.632	2.04
1566	難吃	3.400	5.800	0.8	1.72
1567	難堪	3.000	6.400	0.632	1.02
1568	難過	3.000	5.600	0.632	1.356
1569	難聞	3.600	5.600	0.49	1.02
1570	難熬	2.600	7.200	0.49	0.748
1571	難題	3.600	5.200	0.49	1.72
1572	願	6.000	5.000	0.632	1.673
1573	騙	3.400	6.000	0.49	0.894
1574	嚴重	3.200	7.000	0.98	0.632
1575	嚴峻	3.000	7.600	0.894	0.49
1576	嚴格	3.800	6.800	1.6	1.166
1577	嚴酷	2.800	7.600	1.166	1.2
1578	嚴厲	3.800	7.400	1.166	0.49
1579	寶貴	7.000	5.000	0.894	1.673
1580	競爭	5.000	6.600	1.095	1.356
1581	耀眼	6.600	6.400	1.02	1.02
1582	觸目驚心	2.600	8.000	0.8	0.632
1583	觸怒	2.800	7.400	0.748	0.49
1584	觸景傷情	2.800	6.200	0.4	0.98
1585	贏取	6.400	6.000	0.49	1.549
1586	贏錢	6.600	6.200	0.8	2.135
1587	騷動	4.000	6.600	0.632	1.02
1588	騷擾	3.400	6.000	0.49	0.632
1589	懼怕	2.600	7.200	0.8	0.748
1590	爛	2.800	5.600	0.748	1.356
1591	犧牲	3.600	6.600	0.8	0.49
1592	纏身	3.600	6.200	0.49	1.166
1593	纏訟	3.600	5.600	0.49	1.96
1594	纏綿	6.800	6.600	0.748	1.02
1595	蠢	3.000	5.200	0.632	1.72
1596	護	6.000	4.400	0.894	1.2
1597	躊躇	4.200	4.800	0.4	1.166
1598	顧慮	4.200	4.600	0.4	1.02
1599	歡天喜地	8.200	7.800	0.4	0.4
1600	歡心	7.200	6.600	0.748	0.49
1601	歡呼	7.200	7.200	0.748	0.748
1602	歡欣	7.200	7.000	0.748	0.632
1603	歡笑	7.400	6.800	1.02	0.4
1604	歡喜	7.400	6.800	0.8	0.4
1605	歡愉	6.600	6.800	1.497	0.98
1606	歡樂	7.200	6.800	0.748	0.98
1607	歡聲	7.200	6.200	0.748	0.98
1608	歡歡喜喜	8.000	6.800	0.632	1.327
1609	顫抖	3.200	6.800	0.748	1.166
1610	驕傲	4.800	6.400	1.6	1.02
1611	髒	3.200	4.600	0.748	1.356
1612	攪亂	3.000	6.600	0.894	1.02
1613	變味	3.400	5.200	0.49	1.327
1614	變動	4.800	6.000	0.4	0.894
1615	變質	3.400	5.000	0.49	1.265
1616	驚	4.800	7.000	0.4	1.095
1617	驚人	4.800	7.600	0.4	0.8
1618	驚心	4.600	7.600	0.49	1.02
1619	驚呆	4.400	7.800	0.49	0.98
1620	驚奇	6.200	7.400	0.748	0.8
1621	驚怕	3.600	7.000	0.49	0.632
1622	驚恐	2.800	7.800	0.98	0.748
1623	驚悚	2.800	7.800	0.748	0.4
1624	驚異	3.800	7.200	0.748	0.4
1625	驚訝	5.000	7.200	0.0	1.327
1626	驚喜	7.200	7.400	0.748	0.49
1627	驚愕	3.600	7.400	0.49	0.49
1628	驚慌	3.200	7.600	0.748	0.49
1629	驚嘆	5.400	7.600	1.356	0.8
1630	驚疑	4.000	7.200	0.632	0.748
1631	驚歎	5.000	7.600	1.095	1.02
1632	驚險	4.000	7.600	1.265	0.49
1633	驚駭	3.200	7.800	1.47	0.4
1634	驚嚇	3.000	7.800	0.894	0.4
1635	驚擾	3.400	6.800	0.49	0.4
1636	體面	6.400	5.400	0.49	0.8
1637	體貼	7.000	5.600	0.632	1.356
1638	體會	6.400	4.400	0.8	1.356
1639	體諒	6.600	4.800	0.49	1.47
1640	靈巧	7.200	4.800	0.748	1.327
1641	靈活	6.800	4.200	0.748	1.166
1642	靈敏	6.600	4.200	1.02	1.166
1643	靈感	6.200	4.200	1.166	1.166
1644	齷齪	2.200	8.000	0.98	0.632
1645	讚	7.600	5.600	0.8	0.8
1646	讚不絕口	8.200	8.000	0.4	0.632
1647	讚佩	7.800	7.000	0.4	0.632
1648	讚嘆	7.600	7.200	0.49	0.4
1649	讚歎	7.600	7.200	0.49	0.4
1650	讚賞	7.800	6.800	0.748	1.166
1651	鬱	3.000	4.800	0.894	1.327
1652	貪污	1.800	7.600	1.166	1.744
1653	進行	5.400	3.400	0.49	1.62
1654	舉行	5.600	3.800	0.8	1.72
1655	發展	6.200	4.200	0.75	0.75
1656	參加	5.400	4.200	0.49	1.47
1657	增加	5.800	4.000	0.4	1.41
1658	合作	6.400	4.200	0.49	1.33
1659	接受	5.600	3.600	0.49	0.8
1660	成為	5.400	3.800	0.49	0.98
1661	完成	6.400	5.000	1.02	0.63
1662	獲得	6.200	4.200	0.75	1.17
1663	通過	6.400	4.400	1.02	1.2
1664	特別	5.800	4.200	0.98	0.98
1665	瞭解	5.600	3.600	0.49	1.02
1666	重要	6.000	5.600	1.1	0.8
1667	建設	6.200	3.800	1.17	1.17
1668	管理	5.400	3.200	0.49	0.98
1669	改革	6.200	5.400	0.98	1.2
1670	開放	6.200	4.600	0.75	1.02
1671	成長	6.800	4.800	0.75	1.17
1672	正式	5.400	4.200	0.49	0.75
1673	準備	5.000	3.800	0.0	1.17
1674	開發	5.800	4.600	0.75	0.49
1675	說明	4.800	3.400	0.4	1.02
1676	聯合	5.000	4.000	0.0	1.41
1677	經營	5.800	4.000	0.4	0.63
1678	機會	6.200	4.400	0.75	1.02
1679	生產	5.800	4.000	0.75	0.89
1680	專家	6.200	4.200	0.4	1.33
1681	努力	6.800	5.800	0.75	1.47
1682	注意	5.600	4.600	0.8	1.02
1683	達成	6.400	5.000	0.49	1.79
1684	負責	6.000	4.200	1.1	1.33
1685	資源	5.400	2.800	0.8	1.83
1686	公開	5.400	3.800	0.49	1.47
1687	穩定	6.000	3.400	0.89	1.36
1688	提高	5.800	5.000	0.4	1.26
1689	能力	5.600	3.200	0.49	1.6
1690	達到	5.800	5.000	0.75	1.41
1691	法律	4.600	3.600	0.49	1.85
1692	重視	5.600	5.600	0.8	0.49
1693	協調	5.000	4.200	1.1	1.47
1694	全面	5.000	3.600	0.0	1.02
1695	考慮	4.600	3.800	0.49	1.17
1696	健康	6.000	4.000	0.63	1.26
1697	實際	5.000	3.200	0.0	1.17
1698	全力	5.800	5.400	0.75	1.36
1699	擁有	5.600	4.200	0.8	1.47
1700	必要	5.000	5.400	0.63	1.36
1701	經驗	5.600	3.200	0.8	0.98
1702	促進	6.200	5.400	0.98	1.02
1703	藝術	5.600	2.800	0.8	1.33
1704	獨立	5.600	3.400	0.8	1.02
1705	訓練	5.200	4.200	0.75	1.47
1706	提升	6.000	4.800	0.63	1.17
1707	衛生	5.800	3.200	0.75	1.17
1708	明顯	5.600	3.800	0.49	0.75
1709	知道	5.400	3.200	0.49	1.47
1710	符合	6.000	3.400	0.63	1.02
1711	堅持	6.200	5.200	1.17	1.17
1712	給予	5.800	4.200	0.98	1.17
1713	正常	5.800	3.400	0.4	1.02
1714	權益	5.200	3.800	0.4	1.83
1715	地位	5.400	3.800	0.49	1.17
1716	很多	5.600	4.200	0.8	0.98
1717	音樂	5.200	3.000	0.4	1.41
1718	良好	6.800	4.200	0.4	0.98
1719	承認	5.000	3.800	0.0	1.47
1720	高級	6.200	4.400	0.75	1.36
1721	學習	5.600	3.800	0.8	1.33
1722	福利	6.600	4.000	0.8	1.67
1723	自然	5.200	3.400	0.4	1.2
1724	通知	5.000	3.400	0.0	1.36
1725	明確	6.200	3.400	0.4	1.02
1726	真正	5.400	3.600	0.49	0.8
1727	確實	5.400	3.600	0.49	0.8
1728	公平	5.800	4.000	0.98	1.26
1729	充分	5.800	4.400	0.4	1.02
1730	得到	5.600	4.000	0.49	1.1
1731	規範	5.400	3.400	0.49	1.02
1732	一致	5.200	3.600	0.4	1.02
1733	合理	5.800	3.600	0.4	1.02
1734	支援	5.600	4.200	0.49	0.98
1735	主動	5.800	5.000	0.75	1.41
1736	掌握	5.200	4.200	0.4	1.47
1737	紀念	5.600	3.000	0.49	1.1
1738	容易	5.600	3.200	0.49	1.47
1739	領先	6.400	5.000	0.49	1.1
1740	安定	5.600	3.200	0.49	0.98
1741	財產	5.200	2.400	0.4	1.36
1742	合法	5.800	3.400	0.75	1.36
1743	實現	5.800	4.000	0.75	1.26
1744	獲利	6.600	4.600	0.49	1.2
1745	防止	4.800	5.000	0.75	0.63
1746	創造	6.200	4.400	0.75	1.02
1747	迅速	5.800	4.800	0.4	1.33
1748	進步	6.600	4.800	0.8	0.75
1749	秩序	5.600	3.400	0.49	1.02
1750	當然	5.200	4.000	0.4	1.1
1751	正確	6.400	4.200	0.49	0.98
1752	推薦	6.200	4.400	0.4	1.02
1753	特色	5.600	3.200	0.49	0.98
1754	實在	5.400	3.400	0.49	0.8
1755	澄清	4.400	4.000	0.8	1.79
1756	繁榮	6.600	4.000	0.49	0.89
1757	時機	5.200	3.200	0.4	1.72
1758	解除	4.800	3.400	0.4	2.15
1759	批准	5.400	3.200	0.49	1.47
1760	認同	6.400	4.600	0.49	1.02
1761	完整	5.800	3.400	0.75	1.02
1762	夥伴	5.400	3.200	0.49	1.17
1763	贊成	6.200	4.600	0.4	1.2
1764	期待	6.200	5.600	0.4	1.02
1765	增進	5.800	4.400	0.4	1.36
1766	著名	6.000	3.600	0.0	1.02
1767	表揚	6.000	4.600	0.63	1.74
1768	遵守	5.200	3.000	0.4	1.1
1769	創新	6.200	4.600	0.75	1.36
1770	享有	5.400	3.600	0.49	1.36
1771	平衡	5.400	2.800	0.49	1.33
1772	詳細	5.400	3.200	0.49	1.17
1773	許可	5.400	3.200	0.49	1.47
1774	方便	6.000	3.800	0.0	0.75
1775	自動	5.400	2.800	0.49	1.33
1776	友好	6.200	4.400	0.4	1.62
1777	合格	6.400	4.000	0.49	2.1
1778	健全	6.200	3.800	0.4	1.33
1779	固定	5.200	2.800	0.4	1.33
1780	學會	6.000	3.400	0.63	1.5
1781	審慎	5.600	3.800	0.8	1.6
1782	實行	5.200	3.600	0.4	1.36
1783	信用	6.000	3.800	0.63	1.33
1784	傑出	7.400	5.000	1.02	1.67
1785	的確	5.200	3.000	0.4	1.41
1786	義務	5.000	3.200	0.0	1.6
1787	思考	5.400	3.400	0.49	1.5
1788	黃金	5.600	3.200	0.8	1.94
1789	促成	5.800	4.400	0.4	1.85
1790	習慣	5.000	3.000	0.0	1.41
1791	毫無	4.200	3.200	0.75	1.17
1792	專門	5.200	3.600	0.4	1.02
1793	顯著	5.400	4.400	0.49	0.49
1794	慰問	4.200	4.400	0.98	1.36
1795	清理	4.800	4.200	0.4	1.17
1796	請求	4.600	4.200	0.49	1.6
1797	重要性	5.000	5.000	0.63	1.41
1798	平等	5.800	3.400	0.75	1.62
1799	務實	6.000	3.600	0.63	1.36
1800	正義	6.400	4.800	0.49	1.17
1801	消除	4.000	4.400	0.89	1.5
1802	清除	4.000	4.400	0.89	1.36
1803	休息	5.200	2.800	0.4	1.17
1804	成熟	5.800	3.200	0.75	1.17
1805	理性	5.600	3.200	0.49	1.17
1806	強大	6.200	5.400	0.75	1.02
1807	減輕	5.200	3.800	0.75	1.6
1808	革命	5.000	6.200	0.0	0.75
1809	法定	5.000	3.600	0.0	1.85
1810	贊助	6.000	4.200	0.89	1.17
1811	明白	5.000	3.800	0.63	1.94
1812	可行	5.600	4.000	0.49	1.41
1813	公正	6.600	4.200	0.49	0.98
1814	福祉	6.200	3.400	0.75	1.02
1815	克服	5.200	5.400	1.17	1.2
1816	助益	6.200	4.400	0.75	1.36
1817	道德	5.600	3.400	0.49	1.02
1818	圓滿	6.400	4.400	0.49	1.62
1819	適應	5.200	4.000	1.17	1.41
1820	奪得	5.200	5.600	0.98	1.5
1821	生效	5.600	3.800	0.8	1.72
1822	期許	5.800	4.600	0.75	1.02
1823	便利	6.000	3.400	0.63	1.02
1824	熟悉	5.400	4.000	0.49	1.1
1825	正當	6.200	4.000	0.4	1.26
1826	履行	5.200	3.800	0.4	2.32
1827	凝聚	5.600	3.600	0.49	1.96
1828	革新	6.200	5.400	0.4	1.62
1829	友誼	6.400	4.000	0.49	1.67
1830	奮鬥	6.600	5.800	0.8	1.72
1831	自主	5.600	4.200	0.49	1.72
1832	巨大	5.200	4.800	0.4	2.23
1833	開拓	5.600	4.600	0.8	1.96
1834	過關	6.000	5.000	0.63	1.67
1835	營養	5.400	3.000	0.8	1.26
1836	適度	5.200	3.000	0.4	1.26
1837	罕見	5.200	4.200	0.4	2.04
1838	天然	5.600	3.600	0.49	1.62
1839	首位	5.800	3.400	0.75	1.62
1840	讓步	4.600	3.600	0.49	1.62
1841	深刻	5.400	4.600	0.49	1.2
1842	得獎	7.000	5.800	0.63	1.72
1843	致意	5.200	4.200	0.4	1.6
1844	名譽	6.200	4.200	1.17	1.47
1845	愛國	6.800	5.800	0.75	0.75
1846	中和	5.400	2.800	0.49	1.33
1847	嚴密	4.800	4.800	0.75	1.6
1848	突出	5.600	5.000	0.8	1.1
1849	理解	5.800	4.200	0.75	1.33
1850	前進	6.000	4.200	0.63	1.72
1851	聲望	6.000	3.800	0.63	1.47
1852	慎重	5.600	3.800	0.49	2.04
1853	熱心	6.400	5.200	0.49	1.47
1854	推進	5.200	4.800	0.4	1.72
1855	愉快	7.000	4.800	0.63	1.6
1856	技巧	5.200	3.200	0.4	1.72
1857	允諾	5.400	3.800	0.8	2.04
1858	感動	6.200	4.800	0.75	1.94
1859	良性	6.400	4.000	0.49	1.67
1860	清潔	5.200	3.600	0.4	1.85
1861	便宜	6.000	3.000	0.0	1.26
1862	想像	5.200	3.600	0.4	1.62
1863	蓬勃	6.000	5.200	1.1	1.47
1864	資助	5.400	3.800	0.49	0.98
1865	警覺	4.600	4.400	0.8	1.5
1866	發達	6.000	5.000	0.63	1.67
1867	無罪	5.400	4.000	0.49	1.9
1868	均衡	5.200	3.000	0.4	1.41
1869	分工	5.200	3.200	0.4	0.98
1870	精密	5.600	3.600	0.49	1.02
1871	卓越	6.600	4.600	0.49	1.36
1872	充份	5.600	4.000	0.49	1.67
1873	職責	5.000	3.200	0.0	1.17
1874	自願	5.000	3.800	0.0	1.33
1875	輔助	5.200	3.600	0.4	1.85
1876	倫理	5.200	3.000	0.4	1.41
1877	互惠	6.400	4.000	0.49	1.41
1878	平息	4.800	3.800	0.4	1.47
1879	及格	6.000	4.000	0.0	1.41
1880	創立	5.400	3.400	0.49	1.62
1881	節約	5.400	3.400	0.49	1.36
1882	財富	5.600	3.400	0.8	1.85
1883	建設性	5.800	3.400	0.4	1.2
1884	互利	5.800	3.800	0.4	1.33
1885	切實	5.200	3.600	0.4	1.62
1886	招待	5.400	4.200	0.49	1.6
1887	效能	5.400	3.800	0.49	1.72
1888	諒解	4.800	4.000	0.75	1.9
1889	開採	5.200	3.800	0.4	2.04
1890	生育	5.200	4.400	0.4	2.15
1891	美化	6.000	4.200	0.63	1.83
1892	夢想	6.200	4.600	0.75	1.74
1893	優質	7.200	4.400	0.75	1.2
1894	獨特	6.400	4.200	0.8	1.47
1895	留意	4.800	3.600	0.4	2.06
1896	無疑	5.000	3.200	0.0	1.17
1897	理會	5.000	3.400	0.0	1.02
1898	約定	5.200	4.000	0.4	0.89
1899	締造	5.400	4.600	0.49	1.2
1900	賺錢	5.600	4.600	0.49	1.74
1901	充裕	6.200	4.000	0.4	1.26
1902	通用	5.200	3.400	0.4	1.36
1903	合乎	5.200	3.200	0.4	1.47
1904	毫不	4.400	3.800	0.49	1.83
1905	簡易	5.600	3.200	0.49	1.47
1906	絕無	4.600	3.800	0.49	1.47
1907	精緻	6.000	3.400	0.63	1.02
1908	光明	6.600	3.800	0.8	0.98
1909	好事	6.600	3.800	0.8	1.47
1910	注目	5.200	3.800	0.4	1.33
1911	免除	5.000	4.000	0.0	1.1
1912	穩固	5.800	3.800	0.4	0.75
1913	保密	5.200	3.600	0.4	1.2
1914	樂見	6.000	4.600	0.0	1.62
1915	道理	5.200	3.200	0.4	1.17
1916	改良	5.600	4.200	0.49	1.83
1917	新鮮	6.000	3.800	0.63	1.6
1918	透明	5.000	3.000	0.0	1.41
1919	古典	5.200	2.800	0.4	1.17
1920	趣味	5.800	4.200	0.4	1.17
1921	集資	5.200	4.000	0.4	1.9
1922	專屬	5.600	3.600	0.8	1.74
1923	敬佩	6.200	4.600	0.75	1.85
1924	友善	6.600	4.000	1.02	1.41
1925	人性	5.000	2.800	0.0	1.33
1926	合適	5.600	3.200	0.49	1.17
1927	天使	6.600	3.800	0.49	1.6
1928	一流	6.800	4.600	0.4	1.36
1929	助長	5.400	4.600	0.49	1.74
1930	嚴謹	5.200	4.200	0.75	1.47
1931	吸引力	5.400	3.600	0.49	2.06
1932	優於	5.400	4.400	0.8	1.36
1933	互助	5.800	3.600	0.4	1.36
1934	深切	5.000	4.000	0.0	1.26
1935	好奇	5.000	4.200	0.0	1.47
1936	衛冕	6.000	5.000	0.63	1.41
1937	守法	5.800	3.600	0.4	1.5
1938	充足	5.600	4.000	0.49	1.41
1939	嶄新	6.400	5.000	0.49	1.55
1940	不遺餘力	6.200	5.600	0.75	1.5
1941	特大	5.400	5.200	0.49	1.47
1942	才藝	5.800	3.400	0.75	1.02
1943	誠摯	6.400	4.200	0.49	0.98
1944	準確	5.800	3.600	0.4	1.36
1945	妥當	5.400	3.400	0.49	1.5
1946	加薪	6.200	4.600	0.75	1.62
1947	發覺	5.000	3.000	0.0	1.67
1948	熱忱	6.000	4.800	0.63	1.94
1949	補足	5.200	3.400	0.4	1.02
1950	節制	5.000	3.600	0.63	1.5
1951	暢談	5.800	5.400	0.4	1.02
1952	鼓掌	6.200	5.400	0.75	1.02
1953	在意	5.000	3.800	0.0	2.04
1954	精確	5.800	3.800	0.4	0.98
1955	矯正	4.800	4.000	0.75	1.41
1956	聲譽	5.400	4.200	0.49	1.47
1957	無比	5.400	3.200	0.49	0.98
1958	無異議	5.200	3.000	0.4	1.41
1959	去除	4.800	3.400	0.4	1.62
1960	實用	5.600	3.800	0.49	1.47
1961	誠懇	6.600	4.000	0.49	1.41
1962	協力	5.800	3.600	0.4	1.62
1963	發育	5.600	3.600	0.49	1.62
1964	捐獻	6.400	4.600	0.49	1.5
1965	熱誠	6.600	5.200	0.49	1.83
1966	良心	6.000	3.400	0.0	1.36
1967	由衷	5.000	3.800	0.0	1.83
1968	清晰	5.400	3.600	0.49	1.02
1969	奪冠	7.000	5.800	0.0	0.98
1970	合法性	5.200	3.800	0.4	1.94
1971	適任	5.600	3.400	0.49	1.02
1972	樂於	6.400	4.600	0.49	1.36
1973	邏輯	5.200	2.800	0.4	1.33
1974	有名	6.000	4.200	0.63	1.47
1975	可取	5.800	3.600	0.75	1.5
1976	調停	4.800	3.400	0.4	1.36
1977	讚許	6.600	5.400	0.49	1.02
1978	非凡	6.200	4.000	0.75	1.26
1979	奇異	5.200	4.400	0.75	1.85
1980	感人	6.200	5.400	0.4	1.2
1981	在乎	5.600	4.400	0.49	1.36
1982	遠見	6.200	3.800	0.75	1.17
1983	持久	5.600	4.000	0.8	1.79
1984	正規	5.800	3.200	0.4	1.17
1985	親近	6.200	3.800	0.4	0.75
1986	醫治	4.800	3.800	0.98	1.47
1987	人情	5.200	3.400	0.4	1.62
1988	穩定性	5.400	3.000	0.49	1.41
1989	難忘	5.200	4.200	0.75	1.17
1990	端正	5.600	3.600	0.49	1.02
1991	修理	4.800	3.800	0.4	1.17
1992	教養	5.600	3.600	0.49	1.02
1993	洋溢	6.200	4.600	0.75	1.36
1994	啟發	6.000	4.200	0.63	1.72
1995	討好	4.600	4.400	0.49	1.85
1996	廣闊	6.000	3.200	0.89	1.47
1997	禮貌	6.000	3.400	0.63	1.5
1998	負有	4.800	3.000	0.4	1.26
1999	明瞭	5.800	3.600	0.4	1.36
2000	如意	6.800	4.200	0.75	1.17
2001	吉祥	6.800	4.200	0.75	1.17
2002	自立	5.800	4.200	0.4	0.98
2003	晴朗	6.200	4.400	0.75	1.36
2004	調劑	5.000	2.800	0.63	1.33
2005	毅力	6.000	4.200	0.63	1.47
2006	精選	6.000	3.800	0.63	1.47
2007	親善	6.400	4.600	0.49	1.2
2008	勤奮	6.800	5.000	0.4	1.9
2009	微妙	5.400	3.200	0.49	1.47
2010	奮力	6.600	5.400	0.49	1.96
2011	奪魁	6.600	5.200	1.02	1.72
2012	決定性	5.400	4.600	0.8	1.85
2013	詳盡	5.600	3.400	0.49	1.02
2014	風度	6.000	3.600	0.63	1.02
2015	茁壯	6.400	4.800	0.49	1.33
2016	別緻	5.800	3.600	0.4	1.5
2017	特許	5.800	3.800	0.75	1.17
2018	安然	5.800	3.000	0.4	1.1
2019	知性	6.000	3.000	0.0	1.41
2020	求新	6.200	4.400	0.75	1.36
