No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
1588	根據朝野協商的結論，油電糖水等四家國營事業一百年度經營績效獎金，發放不得超過一.二個月；自一○一年度開始，國營事業有盈餘者，始得發放績效獎金，但不得超過一.二個月。	5.125	4.125	0.331	0.927	political
1783	針對經濟學人的批評，總統府強調，國內外政經局勢變化頗大，執政團隊將持續檢討，馬總統對於目前的成果也不滿意，執政團隊會上緊發條、積極改進、全力以赴，希望能早日帶領臺灣走出低谷，也盼全民能秉持信心和政府一起突破困境。	5.667	4.500	1.054	1.118	political
2490	被英國首相文翠珊辭退的前國防大臣韋廉信，再次否認洩露國家安全委員會會議的機密資料，指自己是受到政治迫害。	3.500	5.500	0.5	1.658	news
90	相信日後身體所呈現出來健康與否，就是此書所作的貢獻，也是作者的貢獻，希望更多的朋友都幸福安康！	6.000	5.286	0.816	0.7	book
2888	這是個老社群，上年紀的老人比較多，我想盡量講得通俗易懂，既要講清楚國家大政方針，也要貼近社群日常生活。	5.889	3.200	0.737	1.939	news
259	很多時候作父母的並不會想想孩子是否願意？於是孩子只能被動享受灌輸。	3.667	4.286	0.667	0.7	book
2679	事發在今日早上9點半，一名竊賊鎖定公寓先按電鈴確認住戶不在家，再爬陽臺闖入行竊，當時懷有身孕的住戶跟姊姊在房間沒有應門，聽到怪	3.625	4.000	1.111	1.069	news
2157	曾經高呼為夢想而窒息的樂視網創始人賈躍亭，自2017年7月赴美造車至今一去悠悠，如今卻快要讓26萬股民集體窒息了。	3.125	4.857	0.781	0.99	news
1288	玩家不僅能直接在現場體驗「最後一戰4」，而購買遊戲及限量主機者，可獲贈Halo4背包、多功能瑞士刀與數位下載卡等首購品。	6.125	4.625	0.781	1.495	news
331	光是那隻開關就不太便宜了，一個壓縮機破萬是正常的!不用擔心買到車王	5.000	5.444	0.707	1.165	car
234	因此不受連續性的限制，你想什麼時候讀都可以。	5.222	4.000	0.416	1.0	book
46	愛情說到底也不外乎人情，一個連自己都不愛的人又怎麼能去愛人呢？靳辰和蕭志皓，也是身處娛樂圈，纔會讓人對他們同性戀的身份不那麼計較，寬容也是需要環境的。	5.750	4.750	0.829	1.09	book
1778	今早起來看到新聞，政院已經淨空雖說鬆了口氣，但還是很難過身邊的朋友一個個著了魔，紛紛把頭像換成黑畫面並說「民主已死」、「我們正在失去」我想這幾天還是別介入好，甚麼也都別說看到驅離後的情況，心裡又沉重起來民主並沒有死，我們沒有失去國家，只是被暴民傷害破壞就算員警完成驅離，我還是高興不起來並讓外人看了一場鬧劇笑話這就是大家要的嗎?	3.000	6.333	0.471	0.745	political
318	樓主我只開過一次ToyataAltis我完全無法認同其造車理念整個軟角到不行如前面有人說它是一台無趣的車對許多人來說它充其量就是一台有鐵殼的移動工具但如果這是你的人生的第一台車長輩有出錢那就乖乖的買Altis...保值好養慢慢開練練開車技術努力賺錢以後直接換更好更安全的進口車在台灣只有進口車有國外公開抽測的撞擊測試報告國產車都沒有開Altis有鐵殼包著遮風避雨至少比騎車安全多了	4.625	4.875	0.992	1.053	car
1179	有了足夠的玩家數，才能開發出好遊戲；有了鼓勵電競的環境，才能發展出世界級的遊戲產業。	6.714	5.500	0.452	0.707	news
2018	談錢傷感情，在日常生活中，大多數人避免談論金錢，對你來說關於金錢問題是否也抱著負面、甚至是逃避的心態？	4.000	3.286	0.0	1.485	news
2025	近日，IntelCEO司睿博接受國內媒體採訪時談及此事表示，原因是在這個市場當中看不到Intel爾可以贏利的機會。	3.667	2.900	0.816	1.513	news
2835	布拉德在香港表示，聯儲局需要謹慎行事，以維持美國經濟增長，貨幣政策任何調整都將是針對經濟資料作出回應，而不是利率正常化的延續，又預計政策評估不會出現根本變化。	5.143	4.000	0.35	2.16	news
2681	從積極佈局進軍中國市場，到轉以內容授權形式間接在當地提供服務，Netflix的中國發展之路可說是走得相當艱辛。	4.500	2.500	0.5	0.764	news
694	你們網站只維護酒店的利益就不管客戶的感受嗎?	2.875	6.750	0.331	0.829	hotel
1160	我們的電玩迷做出的正確決定，希望明年你們看到我們的最新產品時能夠同意這個說法。	5.778	3.000	0.916	0.0	news
1925	外交部表示，災區7日又遭挾帶強風及雨雪的冷氣團襲擊，各地積雪達數吋到1呎多不等，災情雪上加霜，美國聯邦及地方政府已積極展開救災及復原工作。	4.000	5.000	1.633	0.926	political
355	其中矛盾大家都懂....有錢大家都買雙B了，誰要國產?	4.125	6.125	0.927	0.599	car
1329	很難相信，吳信達助理教授說，他過去曾經是「不被看好的孩子」；就如同時下一般年輕人，他從小到大就愛玩，無所事事，生活茫然；成績當然不好，從來就不是學校重點栽培學生。	4.700	5.200	1.269	0.748	news
412	照片很難嗎跑一段定速或下坡隨便都二三十油耗市區油耗13多是根本連踩都沒踩吧還是超扯的九二無鉛這樣好了樓主來打個賭我跟朋友上臺北去油錢我們出依你前面多次油耗文章路面來開如果市區高速平均破13多我們馬上包一萬紅包如果沒有只要上本版說明真相就好休旅車載人還有市區我真的很想親眼看看是怎樣厲害的駕駛方式九二無鉛油耗13多不是不相信我們願意花錢親眼看	3.889	5.875	0.737	1.166	car
1640	國內酒駕肇事頻傳，馬英九總統昨與道路安全、反酒駕團體座談時撂重話，要求警方只要攔檢酒駕者超過酒測標準，就要立刻移送，讓酒駕者最多失去廿四小時自由，「現在就可以做」。	4.333	5.143	1.155	0.99	political
1976	年慰金議題也是，民進黨立委管碧玲去年十月十五日總質詢時拋出年慰金問題，適逢勞保爆發財務危機，立即遭各界抨擊是不公不義。	3.000	4.500	0.0	1.323	political
1300	《英雄聯盟》美國官方討論區玩家發起投票，「你希望哪支隊伍贏得冠軍？」，最後有79.6%的玩家力挺TPA，「願正直的臺灣人獲得勝利。	6.375	4.857	0.992	1.125	news
883	電池容量高達56Wh，續航能力強，可使用3～4小時，電池芯是韓國的，控制晶片是三星的。	5.286	5.625	0.881	1.218	laptop
791	最可怕的是沖澡3分鐘後淋浴龍頭停水，2分鐘以後浴缸龍頭也完全停水.	2.889	4.857	0.567	0.99	hotel
1711	歐巴馬BarackObama)以303票獲得連任，擊敗得到206票的羅姆尼。	5.250	4.143	0.433	0.833	political
2963	駐紐約辦事處長徐儷文美東時間22日見證州眾議會通過友臺決議，州參議員史塔維斯基與州眾議員金兌錫、牛毓琳、布朗斯汀向徐儷文致贈褒揚狀。	6.375	3.571	0.484	1.05	news
2921	英媒週一報道，美國未有向加國透露孟晚舟案的計劃，加上華府對加拿大要求協助改善中加關係態度模稜兩可，結果令到加拿大忍無可忍，甚至可能暫停和美國的主要合作。	3.556	3.714	0.497	0.7	news
1130	臺灣有最勤奮的人民，人民有最善良的心，相信只要大家互相扶持、互相鼓勵、互相包容，沒有衝不破的難關。	6.667	6.222	0.471	0.786	news
158	後來她出的每一期都買了回來，用四葉草的包書紙包好，這次這一套買了是給朋友的，。	5.667	3.250	0.471	0.829	book
848	用過好幾款上網本，鍵盤算是上網本當中最舒服的了。	6.333	5.333	0.667	1.106	laptop
2403	此次展會吸引了EMS、中通、圓通、申通、韻達、百世、德邦、蘇寧等中國主要快遞公司，阿裡雲、優博訊、尖叫智慧外骨骼機器人等頂尖科技企業參展。	5.625	2.625	0.484	1.798	news
356	似乎很多人開車整天怕車禍。	4.100	4.000	0.831	0.926	car
2801	一名4月大的男嬰，18日被父親送到醫院救治，但院方發現，男嬰身上、四肢有許多新舊瘀傷，加上頭部嚴重受創，懷疑男童遭受虐待，於是立即通報！	3.000	6.778	0.667	0.629	news
1220	經過搜查，防治所人員查扣剛宰、已被肢解的十二隻完整狗屍，並從冰箱起出約八隻冷凍狗肉，合計重達一百七十多公斤，並在散發惡臭的倉庫內起出三大袋約四百三十五支狗鞭及數量龐大曬乾的睪丸，防治人員研判，如果加上母狗在內，這家屠宰場恐怕殺了千隻以上的狗。	2.857	6.000	0.99	0.707	news
1067	值得一提，今年排名大躍進，創歷年新高，與知名航空公司如芬蘭航空、紐西蘭航空、國泰航空、阿酋航空以及阿提哈德航空齊名，自二○○三年以來，長榮航空已連續九年進入全球十大最安全的航空公司。	7.444	5.750	0.497	0.968	news
1784	國內網友也對此事熱烈議論，有人說，馬笨到獲得「國際認證」，也是臺灣之光；還有人譏諷，馬終於找到他的「歷史定位」了；另有人挖苦，經濟學人洩漏臺灣的國家機密；還有人反問，把經濟學人「買下來」不就結了？馬曾是萬人迷今光環盡失經濟學人在專文的副題中點出︰曾是萬人迷的馬英九，現在已經喪失光環。	3.111	5.333	0.314	0.471	political
1548	受此刺激影響，大陸股市昨非但未受波及，軍工上市企業反倒應聲上揚，一路領漲。	5.000	5.167	0.0	0.687	news
477	整天想護衛隊也不知道是無聊然後幻想的還是怎樣?	3.625	4.889	0.484	1.197	car
927	手機系統內部若有加密功能，勢必要加以設定，可保護個人資料不至遺失或遭竊。	5.125	3.000	0.599	0.0	laptop
346	你要說FIT超控好嘛就是跟yaris一樣好	5.375	3.625	0.484	1.409	car
2501	百度的工程師在冬天看到一隻躲在自己車底下避寒的流浪貓後，決定與志願者組織合作，建立了一個具有AI加持的流浪貓庇護所。	7.000	5.429	0.0	1.4	news
547	如果要我給該酒店評分，我給它0分，他們的服務給客戶的好感全被結帳時愚蠢的舉動所抹殺.	1.889	7.250	0.994	1.392	hotel
1816	太多台灣支持死刑的人以己度人，因此很難理解為甚麼全世界有這麼多人反對死刑。	4.111	4.500	0.875	1.323	political
2851	資深藝人馬如龍上月才歡慶80歲大壽，豈料18日22歲的外孫黃博鈞就因為車禍意外身亡，不僅白髮人送黑髮人令人悲慟不已，也讓馬如龍原本的肺腺癌病情加重。	2.600	4.286	0.49	1.829	news
2140	上網就能找到各式各樣選擇，甚至業者還會根據你的搜尋軌跡不斷推播廣告給你，個人的喜好偏愛隨著科技發展，將無所遁形。	4.667	5.333	0.943	0.471	news
2919	立委黃昭順位在高雄左營的服務處，昨天晚間遭多名男子闖入，揚言要找在服務處上班的志工談判債務糾紛，結果因為對方沒有出現，眾人就在門口叫囂，嚇得附近民眾連忙報警。	3.556	5.900	0.685	2.071	news
2075	套件中包括了鍵盤、滑鼠、麥克風、耳機/支架、滑鼠墊、甚至PS4遊戲手柄，以充分滿足你對於外設外觀的一致性追求。	5.875	4.250	0.781	1.639	news
2587	賭王四太樑安琪向來與仔女感情深厚，公務繁忙的她早前與仔女影親子寫真賀母親節，其中大女何超盈更專程由美國回港慶祝，還趁機宣佈佗B女，認真雙喜臨門！	6.429	5.571	0.904	1.761	news
1768	其實這次的事件我覺得應該好好坐下來談談馬總統要展現高度氣度，不然我實在受不了大家都罵馬總統娘孬笨無能這次是好機會。	3.429	4.857	0.904	1.355	political
2042	校方迴應，推出定製版手機是應家長要求，購買定製手機需學生和家長一致同意，學校不參與任何收費，也不強制購買。	5.125	3.778	0.331	2.096	news
795	“美林閣”餐廳在上海挺有名氣，特地去品嚐了一下，的確不錯，憑房卡還可以打8.8折。	7.000	5.778	0.0	0.786	hotel
2791	不過公司裡大多數是女性員工的話，別以為辦公室溫度無關緊要，一項新研究發現，只要溫度升高一點，女性的生產力可能會提高。	5.857	4.000	0.35	0.816	news
2534	戒邪淫網-戒邪淫論壇-戒色戒淫戒邪淫挽救一批，深陷手淫毒害而不能自拔的年輕人1、淫海無邊各位，萬惡淫為首，百善孝為先!	6.286	4.875	1.03	2.666	news
1131	馬總統指出，今年跟往年一樣，他在年前陪媽媽去傳統市場買菜，每年這個時刻，看到菜市場攤販，在寒冬中用冰冷的水洗菜洗魚、整理年貨，心中都會有一種感動，每一個父母，每一個孩子，在準備年菜的時候，一定會想到自己最親愛的家人，都希望把最好的菜，最溫暖的關懷，奉獻給家人。	6.875	5.000	0.331	0.816	news
1165	從韓國手上拿走冠軍證明臺灣實力隊長MiSTakE接受記者訪問時表示，奪得冠軍最大的意義不在於愛國情操，而是能從韓國政府投下大量資源培植電競運動的電競大國隊伍手上拿到冠軍，證明臺灣選手自己的實力。	6.625	5.000	0.484	1.414	news
367	雞肋沒錯啊但有時有好過沒有有時遇到就是要用就知道他好用，至少RAV4遇到那種狀況你連第三排好不好坐都不用討論了而且樓主已經說他們一家四口了不曉得第三排好不好坐有啥討論的必要	4.000	5.667	0.943	0.471	car
2706	高雄鼓山區一家設計公司收到一個詭異包裹，不過馮姓負責人開啟竟發生爆炸，造成他全身60%的2度燒燙傷命，還在加護病房治療中。	2.889	6.250	0.737	1.199	news
527	不要輕易的挑戰它的極限！	4.500	5.571	0.5	1.178	car
325	如果我是你我仍然會選擇現在你這樣的生活不關有多少艱難的時刻但都以溫馨的語言描述過去生活就好像澳洲的海洋和陽光美好而燦爛有安東尼蚊子的陪伴漫長的時光也不再難熬我有2本1本自己的一本送給遠在日本的男朋友希望他在是失望難過傷心的時候看看安東尼的字在這個世界上有很多像他們一樣的孩子有安東尼有我陪?	6.250	3.833	0.968	0.898	car
944	網購有風險，下手應謹慎，確實比賣場便宜些，套用客服對我說的話：先生，通俗的講您運氣太差了。	3.625	5.375	0.484	0.696	laptop
2571	新竹縣一名55歲男子，曾持刀刺傷父親也曾放火燒屋，他這個月6日不滿父親拒喝湯，竟然把熱湯潑在父親身上，再動手痛毆父親，造成老父2根肋骨斷裂住院。	1.875	6.875	0.781	1.615	news
1720	之後，歐巴馬感謝了他的競選團隊，「你們是史上最棒的，有些人從4年前參與競選，你們在這一刻創造歷史。	6.875	6.000	0.781	1.118	political
1634	其中，審慎義務就包含公務員批評機關、政策或表示不同意見時，必須謹慎。	4.778	4.286	0.416	0.881	political
1337	連發投注站不是第一次開出刮刮樂頭獎，二○一○年九月二日，一名四十多歲中年男子，刮中「皇傢俱樂部」刮刮樂頭獎五百萬元；今年元旦，一對熱戀中的情侶刮中「聖誕嘉年華」刮刮樂頭獎五百萬元；才隔四十一天，大年初二又刮出頭獎三百萬元，讓店家爆紅。	6.333	5.778	0.816	0.916	news
1125	孩子一生的自我意象和思維定式，是樂觀、自信、富有想想和氣概，還是消極、自卑或得過且過、自暴自棄。	5.000	3.833	0.0	1.213	news
2227	為了緩解壓力，Intel推出了22nm的B365晶片組規格的主機板，即把H270改成支援8、9代酷睿處理器，同時支援Win7系統的使用。	5.375	3.000	0.484	1.633	news
956	是正品行貨，我花了8元選了圓通快遞，效率非常的高，從下單到收貨只用了一天，感覺很不錯，聽說系統很難裝就花了50大洋找人裝的，現在用起來感覺很不錯，速度飛快，還是完美屏的，發票	7.000	5.000	0.0	0.926	laptop
1433	所以Apple與HTC長遠來看，要立於不敗，不是只看到當前Samsung對其造成的威脅，Apple迴歸Apple致勝的關鍵，HTC也必需找出自己的核心價值，很清楚的這不是商戰的競爭而已，而是企業能否永續的關鍵點。	4.889	4.857	0.737	0.99	news
2220	2019年1-3月銷量減少，4月以後的訂單情況也十分嚴峻，面臨這種局面的企業經營者紛紛對前景持慎重態度。	4.000	4.125	0.0	0.927	news
2027	在即將開始的篇章中，我們會分享參與新視野號的工作是怎樣的一種經驗，畢竟這是人類太空探險史上最為人所熟知的一次計畫。	6.375	5.250	0.484	1.199	news
2308	動物形象的主人公反抗蠻橫上司等搞笑風格十分突出，相關人士認為，人們對工作方式相關問題的意識迅速增強，以喜聞樂見的方式描述實際情況的漫畫受到關注。	6.333	4.800	0.471	0.748	news
612	以前有國外朋友來上海，一直比較推薦鑽石，他們也比較滿意。	6.333	5.625	0.667	0.484	hotel
583	當然好的地方也是有的，自助餐還不錯，內容比較豐富，味道也不錯，特別是那個什麼蝦。	6.444	5.000	0.685	0.816	hotel
1499	TPA的驚奇之旅將在此止步，但TPA又打破全世界的眼鏡，後來居上逆轉擊敗M5。	5.625	4.857	0.696	1.125	news
352	很多車主抱怨新車怠速抖動嚴重----冷車時更嚴重。	3.250	5.667	1.09	1.054	car
2145	最近一次弄了一個真實度99%的大叔鬍渣下巴，一付有血有肉的紅潤面板色澤，嘴巴掰開來有牙齒牙齦，丟幾枚硬幣進去…天呀原來是零錢包是要嚇死誰…。	5.000	5.667	0.577	0.745	news
2570	AWS的T3a例項提供了支援突發的效能需求的設計，適用於持續輸送量需求較低的工作負載，但會遇到臨時的使用高峰的使用場景。	5.667	2.000	0.745	1.528	news
238	我寧願相信，至少，心裏會有很多美好的感覺。	6.000	4.667	0.0	1.155	book
310	但想瞭解的是，車商倒底什麼樣牛肉呢？17吋圈：佛心來的：給到330mm交差了事：只給303mm兩者對制動力有何影響，請爬文，不在此贅述！	4.625	5.167	0.484	0.687	car
1109	培養航空棒球隊的付出，縣府會儘速確定接任人選，讓球隊持續運作。	6.000	5.286	0.667	0.7	news
1665	這個糾纏不休的議題創造理性解決、符合最佳利益的歷史契機」。	6.250	3.875	0.661	1.691	political
1769	花果山的猴子們有個特點，就是有被害妄想症為什麼呢幻想著核四會爆炸幻想著會有火山爆發，幻想著阿共會打，幻想著國民黨蓋台，幻想著會走山.	3.625	5.750	0.857	1.199	political
1730	值得注意的是，在新任七名常委中，除領頭的習近平與李克強外，其餘五人王岐山六十四歲，餘下四人皆六十五歲以上，意味五年後的中共十九大，這五人皆將退休，一口氣將補上五名新常委。	4.875	4.429	0.331	0.904	political
360	馬2長3.9米，也才1039，上一代國產SWIFT頂級版也只有1045，還有其他我就懶得找了，認真說來yaris重量算中間範圍..另外..得了吧!還什麼對號入座	3.889	6.000	1.1	1.069	car
132	和日本語的版本相比，翻譯後的文筆平淡如水，情節發展如同夏日中的找吃的狗----無精打采。	3.778	4.000	0.786	0.756	book
93	讓他練習手工的同時還有很多樂趣，超喜歡。	6.667	4.600	0.471	0.49	book
1101	陳翁表示，每當夜深人靜，見2個孫子入睡，不禁潸然淚下，但「怨嘆沒有用，還是要堅強，不然孫子怎麼辦？」他說，每天光想要吃飽、睡好都很困難，只能不斷自我催眠「要堅強」，把孫子當成精神寄託，好好扶養2人長大成人。	5.125	5.714	1.364	1.385	news
2690	上了年紀身體變差，為了增加便利性，過去民眾都會購買昂貴的輔助器材來使用，但如果買到不合用的，卻又沒辦法退錢，只能再買過。	3.556	3.889	0.497	1.449	news
1607	就在美國國防部長帕內達訪問中國時，美國高調宣佈加強在日本的軍事部署力度，就是試圖給中國施加壓力，遏制中國的強硬反應。	5.700	4.833	0.9	0.687	political
445	總之.....再次謝謝大家	5.778	3.625	0.916	0.857	car
2279	而行動裝置原廠所配備的耳機不論是有線或是無線，其音質往往是普通而已，而且對於隔絕環境噪音的能力也不夠理想。	4.222	2.250	0.416	0.829	news
1980	我反對死刑的原因很簡單：噁爛的屍髮體系會有誤判或惡意判決。	3.556	6.333	1.165	1.155	political
2710	海關人員昨日在屯門內河船碼頭驗貨場檢查一個從內地抵港、報稱載有廚房用具的40呎貨櫃時，在208個藏有懷疑私煙的紙箱，並與180箱廚房用具混雜於貨櫃內。	3.800	5.000	0.4	0.632	news
1994	自己執政時下的重大決定一下臺就否定?	3.500	5.375	0.5	0.992	political
2586	獸醫現在已經採用了這種方法的一種新形式，將嚴重燒傷的羅威納犬從死亡邊緣拉回，他們希望這一結果將為其他被燒傷的動物帶來新的和改進的治療方法。	6.625	5.125	0.484	0.599	news
1302	人給予的壓力過大，TPA在第一場比賽中，被AZF的「死亡頌唱者」卡爾瑟斯完全壓制；第2場比賽，TPA穩住陣腳，「以彼之道，還施彼身」，也使用卡爾瑟斯扳回一城。	5.556	4.000	1.066	1.118	news
1742	這種方式當你們攻擊的另一方已經忍無可忍的時候我擔心你們會死無葬身之地.	2.875	6.500	0.781	0.5	political
202	好久沒看到，如此精彩的書了。	7.556	6.857	0.956	0.35	book
2400	我高度重視中泰關係發展，願同你一道努力，繼續弘揚中泰傳統友誼，深化共建一帶一路合作，推動兩國全面戰略合作夥伴關係取得更大進展。	6.667	5.286	0.471	1.161	news
2461	他在一次訪問中透露，給老婆做飯的好處是，不管做什麼，她都說好吃，而自稱吃東西很刁的劉詩詩也盛讚老公手藝真的很好，顯然兩人很享受廚房裡的夫妻生活。	6.625	3.875	0.857	1.536	news
1982	支援FACE的，應先推動終身監禁不得假釋配套再提FACE。	4.444	5.556	0.497	0.831	political
646	搞不懂怎麼做服務行業的？由於自己的工作失誤，給客人帶來不便，好象是應該的，還很理直氣壯。	3.000	7.111	0.667	0.567	hotel
1382	正義妹事後到醫院縫合3針，受傷的她不忘回頭安慰被害人，饒婦感謝她的義助，送上紅包及水果，一度被婉拒，直到表明要給她壓驚、去厄運，對方纔收下。	6.000	4.500	1.491	0.764	news
1296	戰術運用得當與適當的英雄角色，終於獲勝。	6.000	5.333	0.707	0.471	news
1739	我建議警方要注意點就算學匪在怎麼無理攻擊學匪的老娘也是無辜的.	4.000	5.000	0.866	0.816	political
809	的聲音，經過仔細觀察，是底殼和板子邊緣產生的，稍微處理一下接觸部位解決。	5.125	4.125	0.331	0.927	hotel
1395	大火伴隨濃煙，像魔爪揪住一家10口，感情好的一家人，即使女兒大多出嫁，還是常常回家陪伴父母，幫忙自家早餐店生意，還會在孃家小住。	5.222	4.000	0.916	1.309	news
1434	王心淩去年傳出介入姚元浩與隋棠的戀情後，灑淚否認自己是第三者，今年王心淩與姚元浩重燃愛火，坦承戀愛中。	4.429	4.857	0.728	0.99	news
2201	據外媒報道稱，高通和華為正在談判專利和解事宜，而此事已經得到了高通方面的證實，雖然目前不清楚雙方和解的進度，但有內部訊息人士透露，已經到了談判最後階段。	5.333	3.000	0.471	1.528	news
2871	高雄市一名黃姓女子在懷孕2個月後，進入一間公司擔任計畫部專員，沒想到期間突然早產，導致得剖腹生產，女兒在出生後沒多久就夭折。	2.333	5.250	0.471	0.433	news
1560	反對針對婦女暴力全國委員會統計，1998年至2010年，印尼發生4845起強姦案。	2.571	4.714	0.495	0.881	news
119	我家女兒5歲，比較喜歡科普圖書，這套書目前是她比較喜歡的圖書，每天都要和我一起來分享各種有趣的知識，現在在看生物篇，對其中的鯨特別有興趣。	6.333	4.000	0.943	0.577	book
204	開始對穿越文，古代文有了濃厚的興趣。	6.333	4.429	0.816	1.178	book
2667	六四事件30週年，親歷者還原天安門廣場上的歷史真相；美國偏遠地區人口流失，學校被迫關門；另外，饒舌歌手克裡斯·布朗逃避和起訴人對證，被指蔑視司法。	3.286	5.429	0.452	1.4	news
2256	北京時間5月30日訊息，自從2003年人類基因首次被繪製以來，科學家一直試圖尋找導致自閉症的特定基因。	5.333	3.300	0.471	1.952	news
2903	臺南郭綜合醫院婦產部林大欽表示，海扶刀治療方式是把從體外發射的高強度超音波，通過聚焦直接投射到體內病灶，導致病灶細胞損傷、壞死，達到治療效果。	6.000	4.625	0.775	0.696	news
788	不足之處是沒有健身房。	3.000	3.714	0.0	0.7	hotel
2579	而之後又到了去年8月，與高通達成和解，除了和解前已經支付的27.3億元不記之外，之後高通就不用再繳納罰金。	5.875	2.750	0.599	1.714	news
2702	許多人有睡眠的問題，會求助藥物幫助睡眠，美國食品藥物管理局強制3種鎮靜安眠藥，附上風險警告，安眠藥是安全的嗎？	4.111	4.200	0.567	1.72	news
2440	當然有人說是因為動保意識擴張；但也有人說近年因為都市種植草地，不經意帶來外來種蚯蚓，所以導致黑冠麻鷺的擴張。	4.571	3.667	0.495	1.155	news
1333	榮獲「化學發明獎章」，吳信達助理教授覺得很開心，他說，這是一個珍貴的榮耀。	7.222	6.500	1.03	0.5	news
851	整機顯得做工很精緻，外觀也很漂亮。	6.500	5.286	0.5	0.881	laptop
972	標配2G內存和120G硬盤，內置DVD刻錄機，搭載NV9400獨立顯卡，滿足日常需要沒有任何問題！	6.100	4.500	0.831	0.707	laptop
1144	陳揆：沉迷電玩很傷眼陳揆表示，年輕時玩過打網球、足球的電玩，電玩當產業看，很適合東方人，把文化歷史融入軟體設計，對玩家可刺激末梢神經、瞬間狀況的反應，但呼籲不要太沉迷，「電玩對眼睛不是很友善的遊戲」。	5.889	4.556	0.875	0.956	news
1231	請女方不要一廂情願覺得沒有關係、賭說沒這麼剛好，盲目地相信男性那張嘴說會負什麼責任，有多愛妳；不然，就乖乖等到有經濟能力了，生活較能照顧自己與新生命了，讓懷孕從「無法預期」變得「可預期」，才能避免面臨接踵而來的社會、經濟與家庭壓力。	3.750	6.500	0.829	0.764	news
1062	航空公司不僅僅是賣機票而已，而是要讓旅客感動並留下一段美好的回憶。	6.889	5.167	0.875	0.898	news
2377	根據資料，俗稱牛皮癬的銀屑病，是一種由免疫系統失調而引發的慢性面板炎症，本港現時約有2至3萬名患者，平均每300人中便有1人患	4.143	3.333	0.639	0.943	news
950	音響的聲音一般，但音量是足夠的。	5.556	4.714	0.685	1.03	laptop
2266	雖然亞馬遜預設的臺幣匯兌價格並不好，但它電子書的定價卻非常誘人——就算是加上刷卡手續費，都還比在國內通路便宜。	6.429	5.375	0.495	1.798	news
2173	新時代的供應鏈不只需要充足電力，還必須是符合環境標準的綠電；然而綠電不包含核電，在美國環境保護局的定義中，核能算是傳統能源的一個分類。	5.000	3.143	0.0	1.641	news
1787	專文中指出，臺灣人的生活不但沒有改善，薪資還倒退十年。	3.000	5.667	0.0	0.471	political
2552	由助產士照顧低風險產婦，產科醫師處理緊急、複雜的孕產狀況，是國際間視為理想的分工與照護方式，但在臺灣，助產學罕為人知，也常被視為落伍。	3.500	4.100	0.5	0.943	news
955	玩WoW的設置多調試幾次，可以開到不錯的水準並保持流暢（全屏1366x768哦）。	6.250	5.875	0.433	0.781	laptop
1151	所謂的禮貌指的是語言的表達讓人覺得舒服，它不但可以增加日常生活的愉快，還可以減少人與人的摩擦和暴力，如果一個人有禮貌，會激發旁人樂於助人的天性；反之，若一點家教也沒有，講起話來像是在命令人、無視於人，就會讓人感覺霸道、難以親近，人際關係當然會不好，當一個人的人際關係不好，做任何事情都不會順利。	5.143	3.875	0.35	0.781	news
2265	來自印度電信管理局的資料顯示，印度平均每GB流量的單價為10.52盧比，約合人民幣1.05元，他情不自禁直呼太便宜了。	6.556	6.222	0.497	1.315	news
886	外觀漂亮，系統不是很難弄，剛開始看了很多評價說難弄，實際上沒那麼困難，將boot選項第一選項選從DVD起動，其它就直接安裝了。	6.000	4.667	0.0	1.247	laptop
2680	再加上大家對伊莉莎白歐森ElizabethOlsen的身材讚譽有加，大膽的穿著風格的確吸引人的目光，據說永遠都不穿內衣的？	5.625	5.375	0.484	1.111	news
1002	真心希望聯想集團把一些代理了，售後等要嚴格把關控制好別在影響聲譽，否則消費者傾向於其他品牌了！	4.222	5.875	1.133	0.781	laptop
545	真是可笑，入住該酒店結帳時要多付一袋開心果的費用，他們點不清自己的物品數量，出了差錯，埋單的竟是消費者.	2.444	6.000	0.497	0.707	hotel
194	許多人一生都在忙碌尋找自己的幸福，卻忽略了在身邊的幸福!有人想尋找童年，有人想遺忘童年，無論那種情況，你都可以在失落園裏找到那種感覺，在我每次難過的時候，我都會拿出這本書來安慰下自己!在裏面能得到心靈的寧靜，我推薦這本書也是希望所有和失樂園一樣的朋友，能尋找開心，遺忘痛苦，請相信黑暗的背後一定會有光!	6.250	5.667	0.829	0.745	book
980	聯想這款黑色L3000是最漂亮的，散熱不錯，鍵盤手感很好，插口位置合理。	6.444	5.222	0.497	0.786	laptop
1883	對抗日本右傾政權，迫其承認釣島爭議，階段性軍力對峙本無可避免，只是今日中國的國際處境並未比過往局勢更糟，沒有道理非得走上戰爭一途才行。	4.444	4.143	0.497	1.125	political
859	總體感覺很好，建議不進行大型遊戲和影響編輯的購買。	5.667	3.750	0.471	1.09	laptop
1118	網站紛紛發文，表示心中有股淡淡的哀傷。	3.333	5.429	0.816	0.495	news
156	但是，始終都能感受到她們的愛是如此真實。	5.429	5.000	0.904	1.0	book
2014	人一生約花1/3的時間在睡眠，倘若躺在床上卻輾轉難眠，看著窗外天色慢慢變亮，真的有一種無語問蒼天之感！	4.000	3.833	0.756	1.344	news
