No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
454	我鄰居買了一台U7，我問他使用經驗，他是說配備豐富，但是如果要買，建議我再等個兩三年，等這款車的問題修正後再買，不然.......。	4.400	4.286	1.114	0.881	car
455	Toyota剛好相反，第一批一定用料最好，後來才會慢慢Costdown。	4.875	4.000	0.781	0.926	car
456	以前不也有很多車，發生失速、火燒車狀況，所以在一味強調安全時，難到動力或機電品質就無需安全檢視，當然啦~暴衝一詞，T牌也是無可推託。	3.750	5.429	0.829	1.178	car
457	司機也是人沒人願意拿自己生命開玩笑司機道德早就被景氣給幹掉了這兒的官員有幾個是司機出身的法規多且很多是很不合理罰金又高一般人出事了大多同情小車這兒不講道理只講大小偏偏做大車司機也要養家收入一年不如一年下延長工時是必要的累錢又少又有表哥整天拿法規找麻煩是問道德是..........	2.889	6.333	0.567	0.667	car
458	幾年前剛遷新車不久，在南二高關廟路段，也因為壓到不明的東西，左後輪爆胎，還好當時沒有急剎，也有抓穩方向盤，慢慢滑行到路肩，有驚無險，不然時速110翻車可不是好玩的。	4.333	5.286	0.471	0.7	car
459	車是新的，胎也是新的，真是嚇死了，還好後來買車的業務免費幫我換了一條。	5.500	6.125	1.323	0.927	car
460	camry本來就是同級車得標竿，在這級距本來他的對手就只有他自己，說哪台車好哪台車不好，說實在的~~只有銷售數字不會騙人產品好沒道理賣不出去，東西賣不出去不去找原因反而在這邊取笑別人，我是覺的很可憐啦~~ACCORD跟Ecoboost為何不75萬起跳，回饋消費者也好阿，有人買才有機會淘汰大家口中爛產品，不願在價格上做讓步，只想請些人在網路上打嘴炮~~怪不得東西賣不出去	3.250	6.667	0.433	0.667	car
461	請問ALTIS10.5冷車啟動轉速2000RPM是否有問題新車時還不會第一次保養完有換自排油)就這樣了問計師又說正常但公司裡5台ALTIS都沒我這樣高開我朋友的冷車發動也才一千多引擎安靜不吵雜不像我的非常的大聲雜音很多我在想是不是常常高轉速熱車有傷到一點PS機油使用5W50原廠油發車必熱車不開快車10.9兩千轉維持幾秒鐘而已後面會慢慢的掉回一千出頭我的疑問是為何朋友的車不會這樣而我的會是否有辦法調整	3.429	5.429	0.495	1.05	car
462	如果坦克真的那麼便宜又那麼好，為何多數人都不敢用。	4.875	4.333	0.599	1.106	car
463	呵..老實說一堆開著T牌的，說要用好輪胎比較重要，結果還是爆爛輪胎..不然就是一台便宜的車，改的亂七八糟排氣聲又大...不重視安全性的亂鑽結果跑起來比人家富豪..S60沒改的車還慢我相信消費者都是明眼的只有些業務和網軍是喇叭嘴的所以那些傢夥我想大概塑化劑當水喝..因為對他們來說..沒差.....所以.	3.222	5.800	0.786	0.4	car
464	塑化劑喝多了結果是..相信大家都知道沒關係，沒關係技術補足一切	3.250	5.750	0.829	1.199	car
465	今天下午去朋友車廠突然看到一台車跑來仔細一看這不是準備要國產化的CAMRY嘛!而且還是HYBIRD版趕快跑去對面拍幾張照片至於車裡面的人不知跑去哪了呵呵...看到有人說原來是舊款的CAMRY難怪覺得怪怪的無所謂囉!反正本來就沒再注意TOYOTA的車認不出來是正常的囉!所以大家就看看照片就好了	4.778	4.000	0.916	1.0	car
466	誰友善，誰不友善大家都看得很清楚每次講到油電總是會有很奇怪的批評priusc沒開過不過個人經驗會覺得油電車力量不夠	3.125	5.875	0.599	1.053	car
467	說真的買到最便宜的我真的會很開心，買到很貴的會嘔個老半天可能是我比較不同吧!!我買東西都希望買到便宜的，不想買貴被當盤子敲耶~回想起來，家中從以前到現在已經買入1X台車子，只要交完車付完錢後，再也不見業代蹤影..屢試不爽喔!幾乎各大汽車品牌都有過經驗，所以從此再也不相信業代口中的服務價格便宜給我，對我來說才是最好的服務~~	5.333	5.222	0.943	0.916	car
468	以數落豐田的不足來突顯你開福斯的優越只會搞臭福斯車主的名聲擁有如此極端偏頗的觀念沒有資格駕駛福斯批評豐田車主格局小自己卻是自我感覺良好的井底之蛙不尊重豐田車主你也該自愛保障一下福斯車主的尊嚴吧補充說明:你朋友照品牌車主僱人的方式絕對做不久因為比豐田車主更沒格局	2.750	6.286	0.661	1.578	car
469	我原本前一台車也是小鴨，你所描述的狀況我都知道，也經歷過	5.000	4.000	0.0	0.816	car
470	我也從沒買過toyota的車不是toyota不好純粹是預算剛好不在那個階層;除了老婆曾在加拿大買了一台yaris;但我從不認為別人買toyota就是不懂車或啥的青菜蘿波各有所好如果你的車被說成是垃圾/會撞死人的車.	3.667	6.375	0.471	0.696	car
471	你會很開心嗎?	5.250	5.750	1.199	0.968	car
472	換個角度看有些冷門車的車主自以為很有品味很懂車那些人的車在別人眼裡可能比toyota更像垃圾	3.250	6.250	0.433	0.968	car
473	大部份人用車多是在市區走走軟懸吊適合台灣爛路。	3.375	4.429	0.484	1.294	car
474	豐田車子很大眾化符合最多人的選擇但缺乏個性化不過台灣人很愛跟風潮的這在台灣變成不是缺點第三點很忠肯歐系車遇到爛路真的會抖出一大碗	3.222	4.750	0.416	1.199	car
475	我猜應該60-95km/h以下我開小v快二年了當初是因為想省點油錢...小v在100km/h大概2800-2900轉左右110km/h大概3000轉起步大約3000轉就會換檔拉回了市區一般行駛時大概都在2000轉上下建議不要跑太快耗油加上不安全....尤其下雨天高速公路有積水的話超刺激100km/h過小水波區會瞬間空轉降速到快90km/h說另外個人平均油耗冬天不開冷氣)13.5-14左右夏天開冷氣12.5-13左右結論是台外型還不錯的省油小車優點)隔音差到爆是我覺得最討厭的缺點)	3.444	4.857	0.956	0.639	car
476	你可能會得到新人獎其實你說的沒錯不過這必須運用到你的智慧與眼光做出你的風格應該會有收入我有認識2種業務一樣100俱樂部一個能折就折連年終都折下去苦哈哈一個一台車都有辦法留2w笑哈哈2w那個長的很老實說話穩有內容不單只是賣車是假專業汽車顧問這是他的本錢不過事實它是個很會包裝的人~我發現上面有人說訊息月曆電話送禮蠻會談判還能留錢)不做徒勞無功事情ps不會買的客人)祝大家民國100邁向100	5.000	4.143	0.535	0.833	car
477	整天想護衛隊也不知道是無聊然後幻想的還是怎樣?	3.625	4.889	0.484	1.197	car
478	請看清楚我的回文好嗎？動不動就罵人我是請部份說camry很不安全的朋友提出比較明確的証據這樣子也會被您說強迫症您是精神科的醫師嗎？樓上有位朋友批評我不一定懂相機我查了一下這位仁兄在攝影版的發言要是我像這位仁兄一樣討論類似的主題我一定不敢說誰懂或誰不懂因為還沒到那樣的level啦一位現任camry車主留	3.444	6.778	0.956	0.916	car
479	其實就樓主描述及照片看起來，也不能全怪是神車不好!彎道中時速70已經不慢!再加上是爆後輪，肯定會有甩尾的現象!再加上路面品質不好的時候，翻車應是不意外，每個人對車子的敏感度不一，反應度也不一!照當時情況能救回來的!應該是經驗老到，有不錯反應能力的人!.....總之人安全就好，車再買就有!去收個驚，改改運好了!	4.889	5.875	0.737	0.927	car
480	有ESP一定可以增加失控後的恢復，或是阻止失控，至於能恢復多少要看當時的環境但沒有ESP，就是看自己的運氣了好笑的是，有失控經驗並存活下來的人的人不見得能體認到車子需要ESP這類系統這種人就是我老婆，上次他們家老可在高速公路上打轉轉，天氣晴朗	4.857	3.714	0.35	1.161	car
481	國外之前就作過測試了找一堆自認為反應一流、技術不錯的一般駕駛人來開結果ESPOFF的情況就是打滑失控.....ESPON則好很多我發現01版上神人很多，老是嗆別人不會開車自己最會開我在想這究竟是自我感覺良好或是自我安慰?	3.333	5.750	0.471	0.829	car
482	買TOYOTA就好像娶老婆便宜不用太多聘金就可以入手外型又很好看只是沒有精品名牌LV加持平常都不會鬧脾氣5000公里花一點小錢他就爽了不用常常花各4千弄頭髮一萬買保養品3萬買LV10萬買鑽戒的使用它的時候舒服就好了不需要太多的技巧能達到目的地就好了不需要一直大馬力衝刺重點是等你想換掉他一堆人願意出高價去接收咧一般的男人甚至女人需要的不就是這種車當然想要的都是林志玲名模等級的那種歐洲車跑車	4.875	5.143	1.053	0.639	car
483	說真的新舊引擎又如何看上眼的還是一堆你跟他講新舊引擎的差異可能也只會回答差不多啦能開就好但是你跟他說這個新的走DVD瑩幕+衛星導航啥咪5.1環繞音效不用加錢一堆阿薩布魯的配備這套對很多人都是一大吸引力畢竟引擎看不到DVD可以在車上爽這就是車商把台灣人的胃口養大了沒有6個安全氣囊沒關係就是不能沒有DVD螢幕沒有ABSTCSVSD一堆電子配備也沒關係反正開出去自爽就好	3.667	5.444	1.247	1.165	car
484	當然..你可以正名但也請不要一竿子打翻一艘船會選TOYOTA的人並不是無知或是沒做功課只不過每個人需求不同罷了其他車廠有TOYOTA所沒有的優點有更好的超控，底盤，動力，安全但是TOYOTA也是有他所有而其他廠比不上的優點所以請不要說選TOYOTA的人就是沒做功課誰買國產車是像選衣服一樣隨便買的?	3.250	5.889	0.661	0.875	car
485	說白了只是各取最適合自己的車罷了我這樣也算正名嗎?	4.111	4.889	0.737	0.994	car
486	有錢歸有錢...可是我實在不懂有錢然後拿Camry來這樣玩有什麼意義?	3.444	5.857	0.956	0.99	car
487	有錢為什麼要買Camry?	4.444	5.571	0.831	1.498	car
488	平常熱血的我看到跑車玩drift或powerslide偶爾也會覺得挖~好酷!!..我也要努力賺錢!!可是這次看完影片我個人只覺得........	4.333	4.889	1.247	1.286	car
489	有更多的車子更好玩為什麼都是這種中大型經濟房車?	4.667	4.571	0.471	1.05	car
490	保養買車容易養車難...騎機車很方便油錢保養都便宜停車也不用收錢只是辛苦了點下雨天麻煩天氣太冷或天氣太熱都不方便那又怎樣反正只是上下班而已忍耐一下嚕!幹嘛為了那一點爽度而去浪費辛苦賺來的錢呢!!!體諒老婆是好男人的行為!!!但是請量力而為吧!	4.875	5.143	1.269	1.355	car
491	不一定，看內鐵或欲裝內鐵處)後的車架結構，沒比內鐵強衝擊就傳過內鐵傷車架，反之就由內鐵吃下衝擊這就跟轎旅或SUV前後白鐵硬質保稈外掛別亂裝是一樣意思，原先好好的塑質保桿.	4.875	5.000	0.599	1.069	car
492	發泡體吃的下的衝擊非得直接讓硬質白鐵保桿傳去給車架硬吃傷到車架這樣裝外掛就沒意義了，所以一切都看原始設計...	4.556	4.750	0.497	1.09	car
493	恰巧剛入手CT不久...首先，我覺得油電車不好開，但好玩！	6.000	5.667	0.0	0.471	car
494	別有一番駕駛樂趣。	6.000	5.111	0.0	0.567	car
495	如果要off-road，該擔心的不只是動力來源了至於環不環保、省不省錢？抱歉，我幾乎沒考慮過這些問題！	4.111	5.875	0.567	0.781	car
496	小弟今年農曆年前剛牽的RAV4最近兩周早上發車後開冷氣時會聞到很重的異味味道酸酸的非常難聞前兩天送回原廠檢查技師居然跟我牽拖東牽拖西的還說這是正常的這兩天我將內部整理乾淨後再測試發現到單純送風時的異味感還是很重不過開了A/C後有好轉請問大家有何建議新車就如何那以後還得了我希望能有好方法來讓原廠重視我的問題	4.000	5.000	0.866	1.323	car
497	我也覺得有ESP固然很好，但絕對不是萬能一台車失控，若沒ESP，鄉民就說，因沒ESP	4.500	3.750	0.707	1.639	car
498	好吧講其中一個理由我認為一台1.6噸的車子油耗只有14KM/L	4.625	5.143	1.111	1.125	car
499	請恕小弟無知問一個疑惑已久的問題...既然GTR那麼厲害，為何中裡毅會輕易的被帝王隊的板凳球員清次打敗?	4.111	5.667	0.875	0.471	car
500	京一才是帝王隊的王牌，都不用他出場了，我看不出中裡毅是因為技不如人才輸了那場，看起來像是車子性能遠不如對手...意思是EVO4比GTRR32強?	5.000	5.875	0.0	0.599	car
501	就算質疑中裡的技術，神之腳在下坡也徹底輸給了啟介，神之腳的技術沒人質疑吧?	4.714	5.000	0.7	0.816	car
502	唉往事不堪回首何必再提我就是那位幸運的civic車主啦不過就是有沒有後保險桿內鐵的差別罷了沒必要扯到品牌耐撞與否的問題civic是台跨時代的好車Altis的好	3.778	5.375	0.786	0.484	car
503	事後我已經去裝原廠後內鐵了拍賣店家有進HONDA原廠後內鐵裝到好大約10張小朋友有找)Altis放馬過來吧當然是說說而已..希望所有車主小心開車~安全第一啦!)我在VtecSpirit的ID跟這裡的一樣啦~請多多指教)	5.333	4.000	0.745	1.069	car
504	每天發類似的抱怨...不累嗎?	3.333	5.125	0.667	1.053	car
505	假如他不安全，買你覺得安全的車啊!假如開起來不像跑車...那就去買跑車啊!!配備不夠，沒有足夠的安全氣囊。	3.250	5.625	0.968	0.696	car
506	藉此分享一下人人喊打的鉛酸電池情況一般人對車用鉛酸電池直覺就是高污染的毒物鉛本身的確毒性很高但是回收容易又有利可圖無須任何補助回收鉛本身就有利潤只要收回廠的防汙設備做好就行以美國來說車用鉛酸電池回收率達到99%老化鉛酸電池一般狀況下也不會被棄置拿去家裡附近的電池行都可以收個150-300台幣間視鉛價而定鉛酸電池的回收循環中只要管制好非法黑心不裝設防汙設備的回收業者污染事實上很小	4.667	5.143	0.667	0.639	car
507	我開什麼車不重要，但重點是絕對比國產的Camry安全相對比較下Camry對我來說不安全)還有作啥工作跟車子有啥關係?	4.333	5.625	0.943	0.992	car
508	殊不知路邊伸手乞討的，有可能是開大賓士呢...至於反駁您的論點，也是您提出的論點實在過於荒繆路上常見到的車，只不過是符合大多數人購車的需求省油，妥善率高，並非啥安全性非常好的車款尤其是偷過安全配備的車款，而小弟的目前的所開的爛車，等級也只比國產的Camry再高一點而已不是多好的車子所以就不拿出來說嘴了	3.375	6.000	0.484	0.707	car
509	你就像是禿頭男，罵頭髮多人的髮型很醜一樣自己的車明明就是不到十萬的破爛喜美不僅沒VSC也沒6氣囊甚至連BAS。EBD甚至又是十多年前喜美的爛車體沒頭髮的人卻罵有頭髮的人髮型很醜真是好笑!勸你開過三台以上的車每一台都開過半年以上再來發表高論學生不要整天打線上遊戲，又跑來汽車版裝專家，會被人看破手腳的	4.000	6.444	0.816	1.066	car
510	不扯太遠現在長輩還是認為國產車買TOYOTA手機門號用中華電信光這2樣就有夠糟糕不是T牌不好而是代理商的心態很糟糕反正:買T牌的不會開快車然後台灣的國慘車基本上配備都是不夠的電信公司更....網路還是不對稱的ADSL速度更...但是長輩們還是這麼認為不過等我們這些青少年變成所謂的老一輩的時候我不相信還能再賺到我們的錢	3.375	4.429	0.696	1.678	car
511	偷很多不是只有這部就開始了，但是還是很多人買，甚至更多人討論T牌的安全性不足的問題，不過買的人就是多，你放心！	4.750	5.750	1.199	0.661	car
512	真的!!不怕死的就買TOYOTA;安全配備極差，開船上路還亂開的不少，要小心被撞~怕死的就買FOCUS;版金好	3.500	5.333	0.866	1.563	car
513	之前在汽車百貨看到這隻司柏奈)德國油在台分裝在特價188，想說俗俗買來用用看~起步輕快引擎聲變小但太黏尾速縮掉了還有清潔性不佳聽朋友介紹下~用了力豹仕~真的好用~拉轉力道猛爆~可惜油耗差了些跟其它牌10w40的機油比)後來看到倉庫賣的agip5w40~忍不住又想買來玩玩看~還蠻省油的~倉庫賣的比汽車百貨便宜好多~好賣家^^這幾隻油是我用過還不錯的~貼上來讓大家看一下	6.750	5.625	0.433	1.218	car
514	個人認為會買toyota的客戶大都不會做買車前的安全比較，有可能是老一輩口耳相傳或厝邊朋友的意見。	4.778	3.875	0.916	0.927	car
515	但品質，品牌或省油的優勢是不是真的一直維持，2.5的銷量很快就能反映出來，	5.500	5.625	0.5	0.484	car
516	如果因為2.5的稅金還有一些優勢不存，再加上很多安全配備被削減而導致銷量驟減。	4.000	4.571	0.0	1.05	car
517	其實討論就好，也別針鋒相對...唉，說太多，等等我也會冠上護衛之名.	3.333	5.125	0.471	0.781	car
518	真的，主、被動再強，還是駕駛人的觀念最重要，不然也不會有名人的高級車或超跑...等的撞車新聞了，雖然都沒大礙，但開T牌的，撞車就一定會死人，是嗎?	3.700	6.000	0.9	0.707	car
519	深感不以為然才發文的，另一方面某種程度上我也給了樓主一些建議，那就是TOYOTA的車要操壞沒那麼容易沒想到幾天沒上來看結果這整棟樓歪掉了，對此對樓主致上歉意，小弟真的沒想到會如此樓主有問題上網尋求幫助和經驗分享，請各位高手先進們回復到樓主的議題，並祝新年快樂，謝謝	6.250	3.400	0.829	0.49	car
520	如果不常跑高速公路，比方說小黃如果後做不常帶小孩，或是只有偶爾載不熟的朋友那安全配備低一點無所謂，可以省很多錢台灣人命的值錢程度隨著國力不振早就成長有限只能說，不同產品有鎖定不同客層想要強調安全的，自然會去買其他車廠的或是進口車不然去買Lexus啊....安全氣囊或是ESP都少不了的便宜就是有便宜的做法，有錢能買汽車，誰想要騎機車去肉包鐵呢?	4.000	5.429	0.816	0.495	car
521	這你就錯了!懂車的人注重車的人真的不會去開TOYOTA這你慢慢去外面觀察跟多交交有開車的朋友就知道了!!另外你說:有些冷門車的車主自以為很有品味很懂車那些人的車在別人眼裡可能比toyota更像垃圾你得這段話真得很可笑!還挺想聽聽看哪些是你認為冷門的垃圾車?	3.250	7.167	0.661	0.898	car
522	這種狀況我最近也遇到，一位長輩在借開IS250上武嶺後，直接說買這種車真不值得，倒不如買Camry還比較舒適，他介紹好幾個朋友買camry，每個開過都讚不絕口	5.857	5.500	0.99	0.707	car
523	唉~又是一篇無聊的酸文！	3.222	5.500	0.416	1.323	car
524	自己的神主牌被說到缺點，就一定得如此酸嗎？成熟點吧！	2.556	6.667	0.831	1.054	car
525	瞭解到它是一部主動安全缺乏的機器！	3.625	6.167	1.111	0.898	car
526	請注意且小心的操控它！	5.125	5.556	0.331	1.066	car
527	不要輕易的挑戰它的極限！	4.500	5.571	0.5	1.178	car
528	安全~是唯一回家的路！	5.500	4.000	0.707	1.069	car
529	ok~瞭解嗎？只是希望你認清事而己！	4.250	4.875	1.09	1.166	car
530	此道路為單線道但是道路上並不有話單向或是行駛路線路邊無話黃色線道也無紅色線在整個過程中對方撞到我之後變成靜止狀態以機車量的距離與寬度大約是1.5臺車也就是說機車改4輪以人的話可以至少佔4個人所以你說你們說我氣憤不氣憤重點是看他服務那麼多年的環保局垃圾車既然會撞我車子會不會太誇張了再稍微些10~15角度轉彎處太誇張了只能說只想回他幾句髒話哈哈	3.222	6.875	0.629	0.331	car
531	我個人是換KYB黑筒避震器覺得比原廠還好多了而且又不會太軟覺得可以接受，但我看網友都說Toms不錯也可以給版主參考我覺得每台車子都有優缺點改善缺點即可，至於版主提到何時更換我也有想過此問題，最後我認為越早越好，不要開了四年保固後才換避震器我個人覺得失去更換意義，給您參考~~	5.250	3.000	0.433	0.707	car
532	安全線已到--我見過開到鋼絲外漏還不願意換的車主卡車，這種人最可惡，沒錢換胎開什麼車，走路就好了，不要害人。	2.556	6.714	0.831	1.03	car
533	爆胎就是鬆油門鬆煞車，全心對付方向盤	4.889	5.000	0.567	0.707	car
534	如果是直線因該會比較好一點.	4.500	4.625	0.5	0.484	car
535	我在高速公路上看過一台箱型車爆胎，還可以平穩慢慢的開到路肩，真的很冷靜.	5.250	4.500	0.968	1.323	car
536	前年是我老婆嫌她手邊錢太多想換車見鬼了我窮得很她卻有錢?	2.778	7.125	0.916	0.599	car
537	所以陪她去看這兩年發現老福特tierra真的是比小孩喝汽水喝得快每週都在加油我不是計程車司機喔!所以決定要換車但跟女王的suv款拉鋸上月初她才同意我買Prius我太寵她太順她結果她意見挺多所以奉勸未婚的朋友要man一點先以免跟我一樣變成)偏偏碰上這尷尬的年份車款切換時期真無奈	4.000	4.000	0.0	0.866	car
538	小弟只是將龍捲風與之前討論沸沸揚揚的事件提出來而已，並沒有批判任何車.	4.750	4.500	0.433	1.0	car
539	煙灰...等等)你母親就一定會要求將椅套拿去送洗在洗的期間，可以跟母親說:沒椅套也蠻整體性	5.444	4.500	0.831	0.5	car
540	優點是地理位置不錯，朝南的房間可以看富春江，可惜給我的所謂高級房是朝北的，怪不得人家說攜程的客人比較受歧視。	3.333	4.625	0.471	1.409	hotel
541	首先非常感謝您選擇東方大酒店，也非常感謝您給我們提出了寶貴的意見，酒店近期樓頂正在加層建造西餐廳	6.125	3.833	0.331	0.898	hotel
542	很舒服；服務不錯，感覺樓層比前臺服務更好；酒店周圍環境真好，有山有海，本人在後山散步時差點掉下懸崖，建議酒店及時將後山半截路加上標誌和圍擋，太危險了！	3.571	5.444	0.904	1.641	hotel
543	夜間行走和小孩子玩耍更危險！	3.556	6.571	0.831	0.728	hotel
544	樓海景不夠好，應該往上層更佳.	4.333	3.857	0.745	0.639	hotel
545	真是可笑，入住該酒店結帳時要多付一袋開心果的費用，他們點不清自己的物品數量，出了差錯，埋單的竟是消費者.	2.444	6.000	0.497	0.707	hotel
546	我選擇堅決不再去.	4.200	5.714	0.872	1.485	hotel
547	如果要我給該酒店評分，我給它0分，他們的服務給客戶的好感全被結帳時愚蠢的舉動所抹殺.	1.889	7.250	0.994	1.392	hotel
548	補充點評2008年4月15日：建議大家到日照時選擇其他酒店，祝大家在日照開心.	6.000	3.833	0.816	0.898	hotel
549	酒店位置挺好，服務生態度很好，早餐很好。缺點:房間居然不能上網，酒店工程師說是swtich壞掉了，從下午到晚上11點都沒有修好，失望。	3.400	5.625	0.49	1.317	hotel
550	北京東方和平賓館這家酒店給我感覺不好，雖然地段好，就靠王府井大街，但退房速度慢，房間隔音不好，有味道，看上去不乾淨。	3.000	6.000	0.0	0.577	hotel
551	不錯，周圍很熱鬧	6.250	5.556	0.433	0.956	hotel
552	但大堂辦住宿的女士感覺不太適合服務行業。	3.444	4.000	0.497	0.756	hotel
553	最滿意的是酒店提供的免費升標。	6.625	6.286	0.696	0.7	hotel
554	預定的是商務標間，由於客滿，酒店給我們免費升到了高級商務標間。	7.000	5.429	0.0	0.728	hotel
555	要說不足之處，一個是前面有網友提到的隔音效果不太好。	3.500	5.444	0.5	0.685	hotel
556	"1、地理位置鬧中取靜2、如果在五角場附近辦事，交通還算方便缺點：1、房間內有濃重的煙味2、空調滴水剛好在樓下的玻璃鋼瓦上，晚上比較吵3、洗澡水“小水無力”，感覺更像是“跑、冒、滴、漏”的水龍頭3、早餐比較差既沒有""吃飽""的實實惠惠，也沒有""吃好""的豐富多彩)4、毛巾泛黃5、枕頭很尷尬兩個偏高、一個偏低)"	3.600	4.625	1.114	0.857	hotel
557	您好，再次看到您的點評很開心，感謝您再次選擇國賓大酒店入住.	6.500	5.625	0.5	0.992	hotel
558	酒店非常重視您提出的寶貴意見，酒店會針對衛生間地板滑的問題研究解決方案.	5.111	4.875	1.595	1.053	hotel
559	希望下次入住時您能感受到我們的改進!我們期待您的再次光臨!祝心情舒暢	6.444	3.500	0.685	0.764	hotel
560	商務間，說是給攜程的年終優惠，意外地滿意。	7.000	6.375	0.667	0.696	hotel
561	感謝您對大連銀帆賓館的滿意和支持！	6.600	5.333	0.49	1.491	hotel
562	商務間是比基礎房型豪華間高兩個級別的全新房型，目前推出年終回饋498元商務間升級活動，希望大家更喜歡我們的新房間、新銀帆！	6.375	4.375	0.484	1.111	hotel
563	首先酒店任何員工對客人都沒有應有的尊重，客人可以被他們呼來呵去，其次CHECK-IN和CHECK-OUT都要半小時以上，強烈BS張靈芳和左瑞雪，效率低下，態度傲慢.	2.444	5.333	0.956	1.374	hotel
564	第五，酒店主要面向團隊，不喜歡商務客人。第六，房間隔音極差	2.222	6.714	0.916	1.03	hotel
565	感到特別安全。	6.375	4.571	0.857	0.904	hotel
566	本人住的是主樓28204房，客房服務人員和前臺小姐、門童的態度都十分好。	6.667	4.857	0.667	0.639	hotel
567	美中不足之處是早餐一般，有時客人沒有吃完，早餐部的服務人員就自己坐下來吃了，需要改進。	2.857	4.857	0.35	0.639	hotel
568	實在是庭院深深，適合有車的朋友住。	5.500	5.222	0.5	0.416	hotel
569	地處繁華，服務員很友好。	7.300	5.125	1.187	0.781	hotel
570	感謝您選擇入住西湖四季酒店。	6.375	4.250	0.696	0.829	hotel
571	對您此次入住的不愉快酒店深表歉意，若您對客房清理的時間有一定的要求，請撥打房間內座機上的一鍵通，前臺會通知管家部及時給您的房間進行打掃。	5.444	3.429	0.497	0.728	hotel
572	感謝您的點評，並期待您的再次光臨！	6.375	4.778	0.484	1.03	hotel
573	房間偏小，軟件應該能達到三星級的水準，硬體稍差。	3.778	3.286	0.629	0.7	hotel
574	空調溫控不好，暴熱，呵呵。	2.778	5.111	1.03	1.449	hotel
575	地毯有點髒。	2.900	5.143	1.3	0.99	hotel
576	出門左轉50米就是地鐵站，東四十條上打個車也方便，地段不錯。	6.556	4.571	0.497	1.178	hotel
577	房間很乾淨的，住的朝南的房間，太陽照進來很舒服，現在可以上網了，網速也不錯的說。	6.889	5.556	0.567	1.066	hotel
578	月壇北街上的護國寺小吃我也老喜歡的。	6.000	4.571	0.816	0.904	hotel
579	缺點麼，就是隔音不是很好。	4.000	4.429	1.118	0.728	hotel
580	一家4星級賓館，設施方面實在是不敢恭維。	3.250	5.750	0.433	0.661	hotel
581	我住的是標間，可能其它房間會好一點。	4.500	4.500	0.5	1.225	hotel
582	但就這一點，我想我以後是不會去住了。	2.750	4.333	0.433	1.247	hotel
583	當然好的地方也是有的，自助餐還不錯，內容比較豐富，味道也不錯，特別是那個什麼蝦。	6.444	5.000	0.685	0.816	hotel
584	地理位置：正對長春火車站，優點：方便乘火車的朋友，缺點：感覺環境有點亂，物價較高，但周圍各種飯店很多。	4.778	4.286	0.629	0.881	hotel
585	房間：大小一般，被褥比較乾淨，離馬路有點遠，晚上比較安靜。	6.333	4.333	0.667	0.745	hotel
586	我們正對電梯，所以電梯停靠和人聲比較嘈雜。	4.000	3.667	0.816	1.106	hotel
587	含雙早，種類比較豐富。	5.444	2.000	0.497	1.225	hotel
588	是我在北戴河附近住過的的比較舒適的飯店，是凱萊管理的，從服務到設施都比較正規。	6.429	5.000	0.495	0.866	hotel
589	房間有點舊了，但還算整潔，水有點黃，建議多帶點瓶裝水飲用，環境不錯。	6.000	3.000	0.5	0.756	hotel
590	服務也不錯，效率很高。	6.889	6.286	0.567	0.7	hotel
591	小寶寶們準備了塑膠的餐具，很周到。	6.625	4.250	0.484	0.829	hotel
592	位置還比較好找，交通、娛樂、購物都比較方便，服務一般化，進門都沒人理，房間太小了，隔音很差，早餐品種太少又不好吃，弄髒了一塊小毛巾又不是洗不掉就讓我陪10塊錢，房費已經預付了，結帳時只需要退我押金就好了，結果等了將近半個小時，前臺就一個人，對這個酒店很失望！	2.222	4.667	0.916	1.491	hotel
593	以本人愚見，這個飯店實在是沒什麼值得稱道的地方，甚至想找一處放置手提電腦的地方都很困難！	2.889	5.778	0.737	0.916	hotel
594	早餐嗎？別說可口和品種多樣了，不誇張地說，連填飽肚子都成問題，不行你就去試試！	3.143	6.857	0.35	0.639	hotel
595	象其他評友講的，亂七八糟的電話接連不斷，讓你不得安生，可怕！	2.667	5.500	0.471	1.258	hotel
596	空調的溫度調節器很糟糕，搞懂該怎麼調會費你許多時間，不信可以去試試，哈哈哈哈哈哈。	3.556	5.111	0.497	1.663	hotel
597	瀑布寒……從來沒見過這麼方便的，要是小偷，哈哈，肯定笑死了。	6.222	5.667	0.916	1.333	hotel
598	韓日旅遊團住這裏的很多，前臺服務冷淡。	3.667	4.000	0.667	0.756	hotel
599	兩個人住標準間，只給一張房卡，還很挑釁的看我。	3.375	5.375	0.484	1.111	hotel
600	酒店針對客人提出的問題，現已認真整改，希望每一位入住渤海明珠酒店的您都能高興入住，滿意而歸。	6.889	5.125	0.737	0.781	hotel
601	環境非常非常好，庭院式小棟別墅，雖然說酒店年限很久了，據說92年就有了，房間略小，但是服務、環境都絕佳，強烈推薦，絕對安靜。	7.750	6.167	0.829	0.898	hotel
602	唯一不好的是電視，最早的那種21寸彩電可能，我住的房間沒出問題，朋友的房間進去電視不能開，找服務員，服務員很快搞定。	5.000	3.571	0.0	0.728	hotel
603	總體不錯的酒店，樓宇結構有點怪。	5.111	3.875	0.737	0.599	hotel
604	攜程訂單下了，可是酒店內部協調慢，抵達後等了很久纔拿到前臺；前臺男服務員很差，陰陽怪氣的。	2.667	5.778	0.471	0.916	hotel
