No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
668	感謝您選擇下榻本酒店！	6.000	5.571	0.667	0.728	hotel
1000	最後，這是一款商務本，穩定性強於家用本是不容質疑的；難能可貴的是，散熱性極佳，我非常滿意！	7.333	4.667	0.943	0.943	laptop
1975	績效獎金要如何發放，未來仍有得吵。	3.667	3.500	0.471	0.707	political
2126	近日，荷蘭科技部落格LetsGoDigital曝光了三星新獲得的一項外觀設計專利，其中展示了一款支援變形為矩形萬花筒的特殊裝置。	5.833	4.286	0.373	1.829	news
2672	歐洲足球戰場最近踢得火熱，英超衛冕軍曼城昨天順利拿下二連霸，而篡位失敗的利物浦，球迷一點都不喪志，因為紅軍將和熱刺爭奪歐冠金盃。	6.333	6.429	1.155	1.841	news
1027	「臺北暗殺星」加油打氣，獲勝的瞬間，許多人興奮大喊「贊啦！	7.429	7.000	0.495	0.756	news
2097	這是一款可以真正享受推理的遊戲，因為他不是那種要到處跑迷宮、找道具、試運氣，或只是簡單對話選擇題的推理遊戲。	6.375	4.778	0.484	1.618	news
672	首先感謝您此次選擇下榻虹橋迎賓館！	6.375	4.000	0.484	0.926	hotel
1531	現在，她不僅是一位成功的母親，也是一位懂得做自己的知名作家。	6.400	4.250	0.49	1.199	news
2153	起點we內填超柔軟PP棉，細膩水晶絨面料，柔軟耐咬，不易變形~京東此商品目前售價49元，下單5件享5折優惠，折後24.5元/件。	5.857	3.286	0.833	2.119	news
915	另外，本本全新未開封，完美屏，很開心～	7.000	5.833	0.0	0.898	laptop
2660	有網民稱，一個多次失信的企業，帶著一項尚不成熟的技術，卻得到當地的大力背書，折射出一些地方政府的招商飢渴症。	3.000	4.000	0.577	1.414	news
1429	另外微軟與Yahoo!雖然也在即時通訊平臺合作，讓MSN與Yahoo!Mssanger可以跨平臺服務，但是也遭遇到市場上如Skype的挑戰，但是雙方決定以合作來對抗Skype時，局勢也已經失去主導權。	4.000	4.000	0.0	1.0	news
1694	其實「國是會議」的意義，是當現有體制的正當性有所不足時，用以在體制外召喚「國民意志」，藉以補足重大改革所需的正當性來源。	5.333	4.875	0.667	0.599	political
1259	傅碧惠在跟醫生哥哥討論後，決定進行居家照護。	5.111	1.875	0.314	1.053	news
2452	美國總統川普確定對中國將近2,000億美元的商品關稅提升至25%，將會對談判有重大影響，但這並不是告一段落。	4.714	5.222	0.7	0.786	news
113	星閃亮的是一片黑雲，黑雲不可能永遠阻擋星辰”如果你想讀書，這套書會是你讀過之後絕不後悔的一套書。	6.667	5.750	0.816	0.968	book
776	請要入住該酒店的朋友們入住時一定要清點你房間的消費物品.	4.667	3.857	0.471	0.99	hotel
1320	「對不起，我過去對你不太好，希望你在另一個世界能過得好」，一位方小弟的同學，寫下對他的歉意與懷念；也有同學訴說與方小弟相處的快樂時光，更有人懷念他的笑容。	4.143	5.143	0.99	1.125	news
462	如果坦克真的那麼便宜又那麼好，為何多數人都不敢用。	4.875	4.333	0.599	1.106	car
1642	員警利用跟檢察官共用憲法規定的廿四個小時，讓酒駕者會失去自由，「現在就可以做」。	4.778	4.571	0.629	0.495	political
1541	父母和孩子相處時，不用隱藏自己的脆弱和缺點，也不用高高在上地用「大人」的眼光看待孩子，愈能站在孩子的立場理解孩子，愈能拉近和孩子的距離，讓孩子敞開心胸和你談心。	6.556	5.222	0.497	0.629	news
300	那你最好就不要出門，其實你自己的車先要有循跡系統才最實在，怎麼會跑去怪車廠某款車沒有	3.222	6.000	0.786	1.0	car
1054	員警擔心情緒激動的曾某會傷害蔡女，站在中間將兩人隔開，但曾某一直逼近蔡女，警方不斷擋住曾某，要他冷靜點，雙方發生推擠；此時，員警身上的手電筒掉在地上，沒想到曾某竟撿起手電筒，不但敲打員警頭部，還抓狂大吼「讓開」，情緒火爆。	2.750	6.857	0.661	0.99	news
2414	這導致在不到2年時間內出現多起員工自殺潮，其中19人自殺身亡，12人自殺未遂，還有員工因此患上嚴重抑鬱症。	2.111	6.250	0.875	0.829	news
939	螢幕大，和上面交待的解析度不一樣是1680*1050的，散熱不錯，電池續航能力不錯光是瀏覽網頁不玩大遊戲的情況下曾經用了4個小時還有百分之10的電量，贊一個。	5.889	4.571	1.1	1.294	laptop
1336	此外，他還獲得2012年世界發明家-化學發明獎章、2012年第一屆世界華人發明諾貝爾獎、2011年中華百業功勳人物大典-能源類學者專家、2011年中華民國國家創新科技獎等。	6.444	3.800	0.831	0.748	news
1145	立委建議發展電競產業民進黨立委陳其邁指出，電玩界早在九十九年就向總統提出建議，希望政府大力發展電玩業，但文化部關於這部分的預算實在少得可憐，他憂心整件事情過去之後，就船過水無痕，希望行政院召開跨部會來共同研究，投入電玩產業的發展。	4.333	5.375	0.471	0.696	news
2078	與此同時，Cortana也由搜尋框中分離了出來，不過這似乎更多是個介面上的改動而已，而不是真的將兩者做區分——你依然可以在搜尋框中執行Cortana的工作。	5.000	2.000	0.0	0.577	news
643	酒店背山面湖，地理位置優越，經營面積在當地算大，鬧中有靜，天然優勢比較明顯，看得出以往曾經有過一段輝煌的歷史，但不知什麼原因現在反而不捨得投入去做日常的維護和保養，各項設施比較破敗，服務人員也少，服務質素一般，房費偏高，但就其地理位置的優越性而言，好象可替代的酒店不多，鑑於其地段和自然環境的優越性，所以下次去還是會選擇入住。	5.600	4.667	1.114	0.471	hotel
116	挑戰自己細心和耐性的好助手！	7.000	4.000	0.707	0.756	book
2002	剛離職的時候，自己就是從直挺挺、每天扛著槍上戰場的上班族，短時間內萎靡成作息大亂、東西亂吃、懶得運動、不知道要幹嘛的鬆散閒人。	3.500	2.857	0.5	0.833	news
730	裝修上檔次，但價錢不貴，出品好，值得推薦。	6.667	3.750	0.471	1.561	hotel
358	您喜愛的配備要炸出來喔~哈哈不要最後在某些地方時才反應.....喜歡就喜歡不喜歡就不喜歡，只會說這些廢話~!!如果只是要廢話就閃一邊吧~!!論油耗...1.8F排應該算他最耗油~我還要補充一點...有人喊A沒內鐵!!過那麼久還是不知道有沒有內鐵去爬一下文吧	4.000	6.625	1.0	0.696	car
515	但品質，品牌或省油的優勢是不是真的一直維持，2.5的銷量很快就能反映出來，	5.500	5.625	0.5	0.484	car
2488	醫管局亦歡迎醫委會的決定，又稱本週內會向醫委會遞交5名非本地培訓醫生的有限度執業申請，另有14位合資格申請者已經通過面試認為適合聘用。	6.375	3.750	0.484	0.829	news
611	有那麼多朋友點評鑽石公寓，不妨再講兩句。	6.000	5.125	0.943	0.331	hotel
1388	陳美鳳還將今日公益出席費全數購買庇護工場產品，身體力行落實公益，讓現場所有身障朋友都感受到最溫暖的鼓勵。	6.444	5.444	0.831	0.497	news
496	小弟今年農曆年前剛牽的RAV4最近兩周早上發車後開冷氣時會聞到很重的異味味道酸酸的非常難聞前兩天送回原廠檢查技師居然跟我牽拖東牽拖西的還說這是正常的這兩天我將內部整理乾淨後再測試發現到單純送風時的異味感還是很重不過開了A/C後有好轉請問大家有何建議新車就如何那以後還得了我希望能有好方法來讓原廠重視我的問題	4.000	5.000	0.866	1.323	car
2327	這座城市有一群野心勃勃的人，他們不但可以將房子搭建得有趣、有顏、又有料，更打算將明天也塗上屬於自己的顏色。	7.000	5.375	0.667	1.576	news
964	網上的軟件資源非常豐富，這是我買它的最主要原因	6.222	4.889	0.786	0.737	laptop
2596	對此，皇鋒智慧家居在今日發表了全新智慧音箱LUCIA，以北歐風彎月造型形打造，並結閤中華電信i寶貝智慧聲控服務，售價NT$7,990元。	5.111	2.222	0.314	1.133	news
451	有很多人改燈就是改亮到別人眼睛刺眼和痛也不管..那種就是沒車品的...真正會玩改車的人沒那麼笨..只顧自我感覺良好..^______^	3.222	6.125	0.416	0.781	car
2591	負責主持過去兩次會議的民主黨塗謹申表明反對，堅持下午開會，討論內會指引及舉行選舉主席程式，要求委員會各委員準時出席。	5.000	2.778	0.0	1.474	news
2904	郭慶表示，伴隨著酒店旅遊市場改革的深入和流量紅利消退，中國的酒店旅遊市場已經從黃金時代、白銀時代，進入青銅時代。	3.778	3.400	0.629	1.2	news
584	地理位置：正對長春火車站，優點：方便乘火車的朋友，缺點：感覺環境有點亂，物價較高，但周圍各種飯店很多。	4.778	4.286	0.629	0.881	hotel
164	能擁有全套了，看來笑貓還真有吸引力呢!不過我兒子不怎麼有興趣，可能楊紅櫻的書更適合女孩子吧。	5.333	5.143	0.816	0.639	book
1441	昆淩黏周董先打點周媽周傑倫與昆淩相差13歲的戀情，在男方堅持35歲纔想婚，女方遊學美國，看來似乎分隔兩地，至今交往2年多。	5.429	4.000	0.495	1.0	news
2290	有次看見愁眉苦臉的友人，明明老同事大夥兒久久才出來聚餐一次，大家都興高采烈地吃著義大利麵，他卻像吃著苦瓜似地，坐在長桌的最後一個位置不發一語，板著張苦瓜臉。	3.667	3.625	0.471	1.218	news
2588	張建宗在網誌中表示，隨著本港人口高齡化及勞動人口萎縮的趨勢，對本港經濟增長和長遠發展將造成一定的壓力。	3.778	3.750	0.416	1.09	news
728	覺得服務員有點冷淡。	3.556	3.857	0.685	0.833	hotel
2116	但如果你以為威脅一家便利店生存的最大障礙，是身邊的競對品牌的話，其實是忽略了當前便利店面臨的一個更大的敵人——本地生活服務平臺。	4.667	3.500	0.471	1.607	news
698	投訴後，沒有任何的解決方案，說空氣清新用完了，居然讓我開窗通通空氣，讓人哭笑不得！	3.222	5.750	0.786	0.968	hotel
2013	科技公司和線上平臺有其它方法去解決錯誤資訊的快速擴散，包括解決演算法的揚聲器問題，給予使用者去控制他們的資訊源。	6.000	4.714	0.707	0.881	news
1653	謝長廷表示，馬英九與其透過駐英代表澄清文章，更應該要用行動做更好的政績，讓全民擁戴，便是最好的。	6.111	5.667	0.737	0.745	political
796	一樓大堂西側有一個酒吧，晚上和幾個朋友一起小坐了一會兒，裏面環境不錯，東西也不貴，同樣憑房卡還可以打8.8折。	6.500	4.556	0.5	1.257	hotel
1006	最爽的是六芯電池，充滿電可以用四個小時，我很滿意	7.375	6.000	0.484	0.707	laptop
2443	新創公司lidbot透過紅外線鏡頭及行動網路，可以即時把每個垃圾桶的使用量回傳到管理中心，管理單位在整理垃圾上就會更有效率，也能進一步降低營運成本。	6.444	4.250	0.497	1.199	news
2259	新的研究發現，如果古代金星曾經是浩瀚海洋的家園，那麼潮汐的拖拽可能減緩了這顆行星的自轉速度並使其變成大家現在所知的死氣沉沉的世界。	4.600	3.200	0.49	1.661	news
1488	再次揚威國際臺北同步歡呼比賽由「新加坡先鋒」對戰「臺北暗殺星」角逐第一屆ＧＰＬ總冠軍寶座，總決賽採五戰三勝制。	5.750	5.000	0.661	1.069	news
1672	若議員願意放棄言論免責權到法院說清楚，工信也很願意跟議員直接對質。	5.375	3.625	0.484	1.495	political
2333	為保證投遞效率，不少快遞員在未取得收件人同意的情況下，單方面選擇將快遞投入快件箱，由此引來不少消費者的抱怨和投訴。	3.375	4.500	0.484	0.5	news
713	沒好就不要讓客人住嘛，強烈鄙視這一點。	3.000	7.286	0.775	0.7	hotel
1881	和日本打一仗，但這種思維無助解決釣島爭端。	4.375	4.125	0.484	0.927	political
1248	潘振強則痛批，美國一方面壓制中國，一方面又想與中國合作，是「矛盾」且「精神分裂」。	3.556	6.333	1.066	1.054	news
1853	但基本上，「我們支持改革，行政院也支持」。	5.875	4.857	0.599	1.355	political
223	家庭的緣故一度有過徘徊，但愛的力量是偉大的，只要有愛，還有什麼是不能克服的呢！	7.000	5.889	0.667	0.994	book
764	自助早餐很豐富，但是價錢比較貴。	5.444	3.375	0.831	0.992	hotel
2926	陳姓女子在去年十月，偶然發現小女兒遭到同班的五名女同學透過臉書群組霸淩，集體以婊子、臭鮑魚等不雅髒話辱罵女兒長達三月，氣得提告五人公然侮辱。	2.444	6.875	0.956	0.781	news
1610	因此，在中國不斷派遣海監船進入釣魚臺毗鄰區和周邊12海裏海域，而日本卻無法應對之後，美國決定通過派遣航母進入釣魚臺附近海域以及加強與菲律賓在南海的軍事合作等軍事部署強化措施來警告中國勿採取強硬反制措施。	4.600	4.286	0.49	1.161	political
1520	這次獲獎的同學個個都是品學兼優的孩子，就讀聖母護專五年級的王位同學，學業成績始終保持班上第一、二名，他也積極參與醫院志工服務，至今已累計近兩百小時，除此還參與相關證照考試及研習課程，目前已有急救員及緊急醫療救護技術員之資格。	6.444	3.286	1.066	1.03	news
2936	很多人在生活中都會有一些自己的習慣，雖然經常得不到旁人的理解，但是真真確確地可以幫助自己提高生活幸福感或者工作專注度。	6.500	3.875	0.5	1.452	news
2156	當現代化的農具，播種機、收割機、插秧機、脫粒機們，從夢想來到現實，傳統的鐮刀與犁鏵便悄悄離場，彷彿是沒有獲得掌聲的演員落寞而去。	4.375	2.625	0.484	1.495	news
199	從書裏，改變了我的許多想法，也是我對自己的一些育兒思想得到的肯定。	6.222	5.500	0.629	0.707	book
658	最大的優點也就是價錢比較實惠，另外有免費停車場（如果住在古鎮裏面，白天是不允許把車開進去的）。	6.000	4.625	0.816	1.111	hotel
1514	師長昨天獲悉噩耗都感到訝異與不捨，但副市長蔡炳坤則質疑學校不夠積極，以至於悲劇發生。	2.857	5.571	0.35	0.728	news
1075	「幸好不是心臟病，否則…」新北市海山消防分隊昨出勤救護一名骨折老翁，剛抵達樓下就遭醉漢持旗杆攻擊，2名救護員無法下車，直到警方趕來制伏醉漢才得以上樓救人，耽誤14分鐘；救護員表示，救護車受損事小，若延誤黃金救援時間，「萬一枉失一條寶貴人命怎麼辦？」家屬氣…還好病患沒事湛姓老翁妻子昨天受訪說，丈夫在家中上廁所時，不慎跌倒左肩骨折，家人十分焦急，沒想到還遭到醉漢阻撓耽誤送醫時間。	3.000	5.714	0.5	1.161	news
2460	巴爾金為一個演說準備的講稿內提到，所在轄區內的企業認為，經濟表現穩健但不亮麗，企業無法加價，又對政治出現兩極化感到憂慮。	3.500	3.250	0.5	1.639	news
618	對於攜程優先推介此酒店非常不滿，絕對是給的返點比較多。	3.875	4.875	0.781	1.166	hotel
538	小弟只是將龍捲風與之前討論沸沸揚揚的事件提出來而已，並沒有批判任何車.	4.750	4.500	0.433	1.0	car
610	攜城價格是620NET不含早，我朋友通過旅行社是610含早，所謂的500元只是第一天的價格，很有欺騙性.	4.000	5.375	0.866	0.857	hotel
824	性價比高，服務也足夠周到仔細，反應也很快。	6.143	4.222	0.99	1.133	hotel
2696	一星期前，好市多接獲義美鮮奶還沒過期，卻有變質和結塊現象的客訴，大動作將3萬3000瓶兩公升義美鮮奶全面下架。	3.714	5.714	0.452	0.881	news
424	那請問你為什麼我朋友開車場的~也都是在開T牌...真的好怪異==他不懂車~卻可以開車行~呵呵~雖然你說的是很多T牌車主，但是我想理性的跟你說...如果要喊安全性，跟穩定度...好多銷售前幾名的車子，穩定度跟操控度跟安全度都特爛~!!我問一下~!!如果今天你沒有甚麼錢~你會買啥?	3.667	5.875	0.667	0.599	car
889	關鍵還是不錯的散熱，做工，設計，非常適閤家庭娛樂使用。	6.889	4.667	0.737	1.106	laptop
1620	不少移工今天也到場喊出心聲，他們在現場演出行動劇，演員表演馬總統與大老闆同流合污，不斷引進便宜外勞，外勞雙腳下跪雙手撐地，迭起「人肉金字塔」，而大老闆則緩緩爬上金字塔頂端，馬總統則用打氣筒不斷替老闆打氣，撐到大老闆肚子都破了，諷刺政府不公平的外勞政策。	3.000	4.500	0.707	0.764	political
1204	熱愛電玩的網友witness0828則貼文「看到ＴＰＡ奪冠是此生最激動的時刻」。	6.778	6.000	0.416	0.707	news
69	但看了這本書後，才曉得水對人身來說是最好的藥，最好的資源。	6.125	4.143	0.927	1.125	book
2620	但利益是把雙刃劍，既能驅使母嬰公眾號給家長介紹好玩具，也會驅使一些母嬰號把根本不值得買的玩具吹得天花亂墜。	4.143	3.857	0.833	1.552	news
970	閨蜜買了一個，我看到覺得外觀啥的還不錯，價格又那麼便宜，正好考慮換電腦，就定了~速度還可以，本來還買了一個1G內存，想擴到2G。	6.500	4.750	0.5	1.299	laptop
1270	太多飼主「把方便當隨便」，破壞店家的環境、影響到其他客人，讓不少業者因此怯步，只好在門口貼上寵物禁止入內的貼紙，不敢再對寵物說「歡迎光臨」。	3.375	4.571	0.484	0.904	news
100	特別是主人公面對困境艱苦奮鬥的精神，對今天的人們仍有極大影響。	6.333	4.857	0.667	0.833	book
1854	行政院長陳沖昨日也表示，政院預定二月底前全面檢討國營事業年終與績效獎金，一改過去齊頭式發放，透過擬定改革版本，以期符合社會期待並合理保障國營事業員工權益。	5.556	4.286	0.956	0.881	political
174	指控西方財團與劊子手勾結廖亦武在領取德國書商和平獎時發表以上談話，該獎是德國第二崇高獎項，僅次於布赫納獎（GeorgBuechnerPrize），以往獲獎者包括土耳其作家帕慕克（OrhanPamuk）、匈牙利作家艾斯特哈茲（PeterEsterhazy），以及捷克前總統兼作家哈維爾（VaclavHavel）等巨擘	4.500	5.667	0.5	1.054	book
2954	韓粉宜蘭後援會則發出警告，6月1日、6月22日兩場造勢大會均屬自主性，若有人招攬免費搭車、請客、吃飯、送錢，都是陷害當走路工影片，籲韓粉千萬別中計並歡迎檢舉！	4.143	5.778	1.125	2.2	news
2917	一名住在美國明尼蘇達州的女子，前年在住家外面被員警誤殺，家屬與警方經過2年官司纏訟，以2000萬美元，摺合臺幣6.23億天價的金額和解。	4.125	4.857	1.269	1.457	news
2857	現在你大嚷起來，驚起了較為清醒的幾個人，使這不幸的少數者來受無可挽救的臨終的苦楚，你倒以為對得起他們麼？	3.000	6.500	0.0	1.384	news
1153	打敗韓國，拿下電玩比賽世界冠軍的這一刻，臺灣隊員高興狂歡，隆重的頒獎典禮，簡直媲美奧斯卡，臺灣代表隊「TPA臺北暗殺星」一夕成名，實力應該受到肯定，卻也遭受作弊質疑。	4.000	6.250	1.069	0.829	news
937	優點就是便宜這款機器不帶操作系統是在是麻煩，還好自己懂點電腦知識要是個不懂電腦的這個非要被氣死	2.444	6.667	0.956	1.054	laptop
710	祝工作順利！	6.444	5.500	0.497	0.5	hotel
2814	至於另一名被告陶文寶，辯方求情時指他有真誠悔意，假證是由友人提供，犯案為了影明星相，推廣生意，賺錢養家及還債。	2.833	5.500	0.373	1.384	news
1228	如果同學們知道有同學懷孕了，也要一起好好學習保護少年媽媽，這將是很好的親職教育過程，一起將心比心，一起迎接新生命。	6.333	4.625	0.471	1.111	news
1919	我的夢想是，回到北韓，讓一切變得更好一點，讓人們的生活輕鬆一些。	6.111	5.286	0.737	0.7	political
18	日常養生的參考還是不錯，有很多從前不知道的保養知識。	6.875	5.500	0.331	0.5	book
2034	2017年秋季，雪茄形狀的奧陌陌闖入太陽系，成為科學家發現並證實的首個星際訪客，在科學界引發了不少的喧譁與騷動。	6.000	5.429	0.667	1.178	news
665	感謝您對金城大酒店的支持！	6.500	5.286	0.5	0.7	hotel
1583	福禱後，呼籲敘利亞結束暴力、以巴早日談判，以及中國新領導人尊重宗教貢獻、尊重個人，並協助建立一個友愛的社會。	6.778	5.000	0.416	0.5	political
77	我邊講還邊惹來許多小朋友圍觀，這更讓他得意了。	5.250	5.143	1.199	0.833	book
1649	馬不好好施政臺灣會崩壞楊志良感嘆，日前他推出新書「臺灣大崩壞」，其實他自己也很討厭「崩壞」這種強烈字眼，可以幸福快樂，誰喜歡崩壞？問題是馬政府上任以來，不好好施政，他深切擔憂臺灣沒有前景，再這樣下去真的只能走向崩壞。	3.143	6.111	0.35	0.875	political
2202	事實上，釋出完公司最新一季度財報後，高通專利授權業務主管亞歷克斯·羅傑斯就表示，跟蘋果完成專利和解協議後，將讓他們有更多的精力去處理與華為相關的專利和解。	5.444	3.222	0.956	0.916	news
2776	卅九歲胡姓男子用鈍器猛擊六十五歲父親，再以水果刀刺殺父親廿多刀致死，父親陳屍家中客廳三天，因為屍體發臭，胡姓男子才搬運上車載到溪洲橋下放水流。	1.429	6.500	0.495	1.871	news
2528	雖然有關劇透的拉扯和衝突的確是在數字時代越發瘋狂，但事實上提前透露新作品情節從而引發眾怒這種事情，從維多利亞時代開始就已經在發生。	4.000	4.000	0.756	1.414	news
957	路由器和一個像機，那位朋友有捲送我一張啊	5.111	4.429	0.567	1.4	laptop
1825	聖人不死大盜不止他是被迫坐上聖人這個位置的忍耐林義雄的作為是國民黨的業障只可惜苦了台灣人民.	3.375	5.625	0.484	1.111	political
2181	據澳媒報道，在布里斯班的一家百貨公司，華為宣傳P30/P30Pro的大幅海報正好高懸在了三星店面的上方，畫面好不尷尬。	4.625	3.667	0.484	2.0	news
1714	雖然選戰很激烈，我們都基於對國家熱愛而出來投票。	5.667	5.167	0.471	0.898	political
502	唉往事不堪回首何必再提我就是那位幸運的civic車主啦不過就是有沒有後保險桿內鐵的差別罷了沒必要扯到品牌耐撞與否的問題civic是台跨時代的好車Altis的好	3.778	5.375	0.786	0.484	car
1922	「四代世襲」的主人公，但二○○一年金正男持假護照入境日本遭驅逐，後來就傳出他被剝奪接班的資格。	4.222	5.250	0.916	0.661	political
206	我就被這本書吸引住了，一個晚上讀完了	6.333	6.444	1.155	1.165	book
186	這本書，對職場小說開始有所迷戀。	5.444	4.857	0.497	0.833	book
869	今天淩晨2點下的訂單，下午3點就收到了真是速度啊本來想先驗驗貨載載刷卡呵呵送貨員不讓但是可以理解回家打開一看都說分區表態現在果然是見識了給客服打了2個電話諮詢了一下備份和安裝驅動的問題客戶很好把郵件發到我郵箱裏了還有各種xp的驅動資訊和注意事項不錯不錯	7.000	5.429	0.707	1.178	laptop
2815	你是否曾經可以趁爸媽睡著時偷打電動，邊打電動邊吃阿嬤的飯，在網路不發達的時代為了洛克人全套低聲下氣，超級任天堂片子讀不到記得吹一吹。	5.286	3.875	0.452	1.269	news
686	黃浦江的房間風景很不錯，唯一洗澡的水溫還是忽冷忽熱，請再檢查一下，這個問題比較嚴重的，特別是小孩洗澡的時候.	3.556	5.625	1.165	0.857	hotel
2802	苗栗縣後龍鎮一處民宅昨深夜傳出火警，消防隊獲報後前往撲滅火勢，在2樓客廳發現1名受困火場的72歲老翁命喪火窟。	2.143	4.667	0.99	1.247	news
2367	我們中的大多數人都認為時間自然存在，然而，對於科學技術中一些應用來說，精確到毫秒可以創造一個與眾不同的世界。	5.444	3.000	0.497	1.491	news
2771	該國總理拒絕提及嫌犯姓名，以免擴大犯罪宣傳效應；5家主要新聞媒體簽訂自律協議，謹慎處理審判報導，避免鼓動仇恨。	6.167	4.286	0.687	1.03	news
1860	國營事業績效獎金遭砍，政府單位憂留不住人才，請問你同意嗎？	4.375	5.429	0.484	0.495	political
983	鍵盤挺舒適（可能本人的手也不大）。	6.000	4.444	0.707	1.066	laptop
2275	無論發生地震、火災或是其他災害，只要我們所在的建築物變得不安全了且有可用的逃生通道，就需要從建築物撤離出來。	4.571	5.500	0.495	0.764	news
2806	EXODUS1s延續HTCEXODUS1區塊鏈與創新智慧手機技術的結合，行動加密技術和可信任的區塊鏈應用推廣給新客群。	5.833	4.000	0.687	1.0	news
2508	泰國國王加冕典禮之際大赦囚犯-中新網中國新聞網泰國政府憲報網站3日刊出公告，宣佈在瑪哈·哇集拉隆功國王加冕典禮來臨之際大赦囚犯。	6.286	5.143	1.161	1.552	news
2175	微軟最近在Windows10中確認了一個新問題，具體表現在在安裝更新後嘗試執行系統還原時，某些裝置可能會發生BSOD，也就是藍屏崩潰。	3.667	4.556	0.471	1.571	news
2278	為什麼要去汙名化長大呢，每個階段都有它美好的地方，長大讓我們有能力承擔更多人的眼光，有能力突破這些，堅持做自己喜歡的事。	6.857	4.750	0.35	1.854	news
492	發泡體吃的下的衝擊非得直接讓硬質白鐵保桿傳去給車架硬吃傷到車架這樣裝外掛就沒意義了，所以一切都看原始設計...	4.556	4.750	0.497	1.09	car
2044	這一樁樁被商業社會銘記的案例裡，也讓我們看到，作為最頂尖的中國投資人，信念與女性直覺如何成為她最不可或缺的力量。	6.667	5.333	0.471	1.491	news
114	中國有這樣優秀的打工人而自豪。	6.333	5.250	0.816	0.661	book
1952	這名18歲的小媽媽走了2個多小時，纔來到這座聯合國診所求助，3歲大的古米納，怎麼看都像是只有1歲多，就算現在猛吃高單位營養品，恐怕已經於事無補，更令人訝異的是阿富汗媽媽，不流行餵母乳。	3.375	4.500	0.484	1.258	political
1740	請小心也呼籲學匪在玩別人羞辱別人的時候小心別波及自己的家人.	3.750	4.111	0.433	0.875	political
1987	但你們程式正義的定義，我是完全的不同意，sorry如果說我不同意太陽花就是不民主，那你們強迫我同意，又有多民主呢	3.375	6.429	1.218	1.178	political
1524	對此，小兒科黃瑽寧醫師表示，這種現象應該只會出現在男孩子身上，女孩子比較少。	5.111	4.125	0.314	0.927	news
1615	美國的這些舉動是對中國的挑釁，因此，中國也加大軍事部署來以硬踫硬，這纔是真正值得擔憂的地方。	3.125	6.111	0.331	0.994	political
1055	員警頭部有些許挫傷，將曾某依妨害公務逮捕移送。	3.889	3.857	0.875	0.833	news
1872	蘇貞昌強調，新聞自由爭取不易，還有鄭南榕自焚犧牲，共產黨發覺臺灣人壓不倒、嚇不怕，竟改用買的，火大的臺灣人民要站出來嗆馬。	3.000	7.000	0.0	0.756	political
651	打電話預定，沒看到以前住過的朋友的評價才住進來的，入住的時候已經10點多了，結果還等了20分鐘才辦好checkin，勉強住了一天，第二天一早就退房了。	3.556	5.714	0.831	0.452	hotel
220	這樣很累，我的這個想法也很天真，幾句話沒辦法改變什麼，但我還是會照著我從最初的路線前進！	5.556	5.222	1.066	0.916	book
147	這本書而不知不覺熬到臨晨一兩天.....雖然有時候第二天會困，但心裏覺得很踏實，很欣慰！	6.400	5.875	0.49	0.927	book
998	首先，從外形上看，這款筆記本採用鋼琴烤漆，顯得格外時尚漂亮；創新的鍵盤設計頗感人性化，手感也尚佳。	6.333	6.000	0.667	0.707	laptop
1698	他這個人開朗樂觀，早期也在海外從事台灣民主化運動	6.000	4.571	0.816	1.05	political
2956	但有分析稱，中共誤認為握有包括稀土等三張王牌，其實是禍國殃民的三張臭牌，連習也被忽悠...在Google新聞上檢視完整報道	3.889	4.444	0.737	1.832	news
793	酒店得早餐比較差，餐廳小，吃飯得人多，吃的東西也很少。	2.556	4.429	0.956	0.904	hotel
1845	其他國家民族暴力攻擊的對象。	3.556	5.000	0.956	1.0	political
184	花了一晚上的時間一口氣看完，喜歡譚斌，喜歡程睿敏，喜歡他們之間的愛情。	6.500	5.667	0.5	0.816	book
348	如題小弟國中時腳踏車曾被偷到現在買了人生的第一台車altis也還是有陰影週遭的親戚朋友都說我太誇張就只因為原廠的中控鎖個人認為這個沒用防君子)、原廠終級排檔鎖外小弟另外裝了鋼甲武士10代扣鎖、神眼傳訊鎖及車輪鎖若要開這台車總共要開5道鎖要開車是麻煩了點但是反之要偷這台車也要開5道鎖除非整台車拖走...請問各位大大都是如何保護愛車呢?	4.222	5.000	0.786	0.667	car
1761	伊朗媒體也歡迎黑格的反以色列觀點以及反對軍事攻擊伊朗的立場。	5.875	5.286	0.781	1.385	political
1918	對於今後的計劃，他回答說：「大學畢業後，想參加義工和人道主義活動。	6.375	4.125	0.484	0.927	political
1506	歌迷昵稱「京爺」的張芸京沉潛2年推出專輯《小女孩》，一貫中性的打扮，但將頭髮留長了些，雖還稱不上充滿女人味，但言談中感覺她變得比較柔和，甚至興起了結婚生子的念頭，「如果人生到了這個階段的話，結婚生子是一個備受祝福的事啊！	6.500	5.111	0.5	0.875	news
1605	香港中評社發表專論指出，在釣魚臺爭端初期，美國只是一再宣稱釣魚臺適用於《美日安保條約》，希望以此來威懾中國，逼迫中國在爭端中讓步。	4.500	4.778	0.5	1.227	political
729	最不好的是地方比較偏，酒店所處位置說得好聽的是新城區，直白的就是差不多就是郊區了，好在汕頭並不大，到市區繁華的地方也花不了多少時間。	4.333	5.429	1.155	0.728	hotel
