No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
878	京東響應速度很贊，第一天下午下單，第二天上午就通知到貨了，不錯；本本很好，就是在包裝的時候不太好，把表面的膜都弄皺了，好多灰塵；拿回貨之後是同事幫忙給做了些測試的，各項測試結果顯示本本很好，對於我這個不玩遊戲的人來說足夠使用了。	6.333	5.375	0.471	0.992	laptop
940	回去開了CS，開滿32個電腦不卡，顯卡還不錯，還有上面的那個聲音的觸摸很靈敏，摸一下就有反映了。	6.750	5.000	0.433	1.195	laptop
2015	幾米過去很少對外透露自己的私生活，而我們這次聊的話題，圍繞著家，我說你從作品出發，聊聊你的親子與家庭想法吧。	5.000	3.100	0.0	1.446	news
784	希望該酒店應對早餐供應有所改善.	3.667	4.444	0.471	1.257	hotel
2031	最近幾個月微軟連續獲批了多項有趣的專利，其中包括動態無人機傳送系統、頻寬節省瀏覽器外掛，人工語音生成裝置等。	6.667	5.250	0.471	1.392	news
1603	強硬反應，中國軍方不僅隨後舉行大型軍演，還在近日派遣7艘軍艦穿過沖繩海域駛向太平洋。	4.125	5.500	0.599	0.707	political
1869	蔡：自己國家自己救蔡英文批馬政府無能，已不受人民信賴了，怎可能有重大改革。	3.333	6.000	0.471	0.0	political
1025	人數維持21000人；另一款電競遊戲則是遊戲橘子的「跑跑卡丁車」，經由電競，每月數百萬元營收，成長到每月4000萬元左右營收，昱泉及網龍分別有新遊戲「界天」及「亞特蘭提斯」即將上市。	5.750	4.800	0.433	0.4	news
2522	任魯豫提醒大家，千萬要檢查好每一個細節，以免影響到考試哦~任魯豫高考的時候，戴上了父親的手錶，準備在考試中看時間，結果粗心的他卻忘了給手錶上發條。	3.667	4.400	0.745	0.8	news
2051	第三期分享人我們邀請到中國最知名的女性投資人徐新，她於2005年成立了今日資本，娃哈哈、網易、京東、美團、知乎這些著名公司的背後，都離不開她的資本支援。	5.429	3.286	0.495	1.578	news
1590	反映國家經濟困境、迴應社會民意和改革聲浪，必須要做出的決定。	5.375	4.375	0.484	1.218	political
2666	護理師張淑蘭看見蘭嶼達悟族人在傳統文化下的醫療照護需求，開創雅布書卡嫩居家護理所，提供安寧緩和醫療和慢性病照護工作。	6.889	3.750	0.567	1.199	news
1513	成績進步的獎狀，還來不及和家人分享榮耀，就被父母虐打致死。	1.375	5.571	0.484	1.678	news
484	當然..你可以正名但也請不要一竿子打翻一艘船會選TOYOTA的人並不是無知或是沒做功課只不過每個人需求不同罷了其他車廠有TOYOTA所沒有的優點有更好的超控，底盤，動力，安全但是TOYOTA也是有他所有而其他廠比不上的優點所以請不要說選TOYOTA的人就是沒做功課誰買國產車是像選衣服一樣隨便買的?	3.250	5.889	0.661	0.875	car
2694	男嬰母親求助無門，只能一一私訊請對方撤文，律師提醒，男嬰過世後已經不需要集氣文章，若網友擅自盜圖竄改內容，已經觸法。	3.857	4.500	0.35	1.118	news
1159	原本EA野心勃勃的希望透過NBALive13扳回一成，不過在預告片和試玩版推出後卻被玩家嫌東嫌西，讓EA不得不宣佈延後推出，打算繼續加強遊戲的各個環節，然而最後EA終於意識到就算他們把現有的NBALive13內容做到完美，它的整體遊戲可玩度和吸引力仍然無法和2K13匹敵，因此最後決定忍痛收手。	3.857	6.000	0.833	0.866	news
773	優點很多就不說了.	6.000	5.167	1.309	0.898	hotel
640	服務較好，前臺速度可以，行李生和免費電瓶車司機非常有禮貌。	7.000	4.714	0.707	1.666	hotel
1839	景氣差，民間企業年終獎金縮水，經濟部長也受到波及，立法院經濟委員會昨天提案通過凍結明年度經濟部長及次長年終獎金，等到國內經濟成長率連續二季超過三％，或是連續二個月失業率低於四％後，再向立法院經委會提出國內外經濟情勢及因應對策專案報告，經同意後才能動支。	5.000	4.000	0.0	1.0	political
984	顯示屏沒有壞點、沒有亮點，在京東買的2檯筆記本都是完美螢幕哦.	6.857	4.429	0.35	1.178	laptop
2539	過度飲酒對健康的損傷巨大，包括成癮、精神病、失智、肝硬化、胰臟炎、心臟病及口腔癌，食道癌，大腸直腸癌及乳癌等各類疾病。	3.143	3.375	0.35	1.867	news
695	暖氣小到我感冒到現在還沒有好.	3.250	6.143	0.661	0.639	hotel
2257	一年後，保時捷又為NSUMotorenwerke公司研發了一款採用水準對置發動機的原型車Type-32，可惜的是最後兩款原型車都沒能撐到量產。	3.375	3.444	0.696	1.066	news
2671	看到不少學者乃至儒家學者懷念讚美五四，為五四反儒派辯護，感覺頗為滑稽怪異，就像看到一群子孫向弒父滅祖的仇人致敬或為之辯護一樣。	4.000	4.000	0.926	2.398	news
1350	大年初一就發生酒駕肇事重大車禍。	3.750	4.833	0.968	1.067	news
1629	無庸贅言，不管蘇貞昌此行還會晤日本其他任何政要，只要蘇貞昌與石原慎太郎會面，就會讓外界產生「民進黨支持日本右翼軍國主義觀點，反對兩岸聯手保釣」的聯想。	3.889	3.857	0.875	0.833	political
2544	一個人即使擁有再多知識，思考還是會被習以為常的知識給套牢，如果無法發揮創新的力量，就不配稱為知性的人。	3.750	5.571	0.661	0.904	news
2197	據外媒CNET報道，澳大利亞北領地公園和野生動物保護組織的護林員在HumptyDoo鎮附近的高速公路上發現了一條非常不尋常的三眼蛇。	4.625	5.556	0.484	1.257	news
1733	有90分的實力，如今卻只有70分的表現，當然就不滿意；另一種情況是沒有特定的期待，就實際情況認定馬總統的施政表現不到60分，是不及格的狀態，所以不滿意。	3.500	5.167	0.5	1.067	political
2039	更別提如果自由工作還沒上軌道，一個禮拜只有兩件正經事，對社會和人生毫無貢獻，會頓時覺得自己化身為存款簿的米蟲。	3.000	4.889	0.707	1.37	news
1403	難以忍受、醫藥無法治療的身心痛苦。	2.889	4.286	0.875	0.452	news
74	現在人們的生活壓力很大，在很多時候自身的健康問題往往都被忽視了，特別是男性朋友，所以日常生活中多瞭解一些與健康和保健相關的知識還是必要的。	5.500	4.000	1.025	1.414	book
1208	日本一年一度的情人節商戰開打，各家業者無不絞盡腦汁，推出各種不同名義、獨特風格的情人節巧克力，希望能在琳琅滿目的同類商品中脫穎而出。	5.625	5.000	0.484	1.309	news
2050	在英國準備為華為開綠燈的決定遭洩密後一週，英國首相特蕾莎·梅在當地時間5月1日突然開除了被指為內鬼的國防大臣加文·威廉姆森。	3.667	4.429	0.471	0.728	news
1846	華人在外面太低調了，以致失去自我，缺乏獨立的人格，民族品格和國格，不夠維護自己的尊嚴。	3.222	4.500	0.916	1.323	political
2498	馮永業又強調，絕對無出賣對香港政府的忠誠，亦?對無利用二人關係收取對方51萬元臨時按金而濫用公職人員職位，以處理港聯直升機有關申請業務。	4.667	4.286	0.471	0.7	news
2502	最近，來自中國的科學家開發出新型發電機，能夠直接從海水提取並補充電力，不用再擔心海下探測器無法長時間運作，或需要額外攜帶笨重的電源系統。	6.444	3.889	0.497	0.994	news
366	沒有嘛，所以第三排本來就是有時候遇到應急用的，不是日常都要坐人的嘛，那你嫌他難坐幹嘛?	3.667	5.222	0.471	1.474	car
641	房間地毯非常髒；窗戶隔音非常差，外面就是馬路，只要有車就很吵；衛生間掛毛巾的地方都沒有，除非臺板下麵；沒有免費的飲用水；總檯的服務很差，好像是你欠她的。	2.500	6.571	0.707	0.495	hotel
341	也在原廠保養，遇到這事還真是第一次。	3.778	5.444	1.03	0.956	car
1538	她辭去工作專職照顧孩子後，看見孩子身上的特點，竟然有自己童年的影子才發現，當媽媽愈瞭解自己，才能愈瞭解孩子，回想小時候希望被對待的方式，其實就是孩子心中渴望的親子關係。	5.778	4.000	0.916	1.512	news
543	夜間行走和小孩子玩耍更危險！	3.556	6.571	0.831	0.728	hotel
166	王老師真得是很細心，很善於動腦去思考，這纔是真正的好老師，只是這樣的老師太少了，如果在我上學的時候能遇到王老師，我相信我的將來一定不是現在這個樣子，那些愚蠢的老師不知耽誤了多少代、多少人。	6.000	5.500	0.943	1.225	book
2847	當貨船其後停泊在屯門內河碼頭以東海面時，有船員發現船上一名姓邱男工人不知所終，遍尋不獲，懷疑他墮海，慌忙報警求助。	2.500	5.667	0.5	0.745	news
825	不過不怎麼喜歡他們的制服啦，花花的，很難看。	3.333	4.143	0.471	1.245	hotel
2472	現在，外媒放出了一組三星GalaxyNote10的渲染圖，外形整體上來說非常的激進，屏佔比在95%以上。	5.667	4.333	0.745	1.599	news
745	最不能容忍的是有很多小蟲子，到處亂爬.	3.400	5.875	0.49	0.927	hotel
1851	更何況他身為醫生更是應該嚴加譴責我越來越相信柯柯哲的高民調是要害他出來選的政治人物故意放出來的了	3.375	6.222	0.992	1.133	political
2284	從目前電影版的故事來看，像是典型的我來拯救地球的影片，而反派DoctorRobotnik還找來金凱瑞。	5.400	3.111	0.49	1.523	news
1885	這才應是關心釣島局勢的人們的共同課題，儘管它是如此的艱難。	5.500	5.667	0.707	0.745	political
663	他們的服務態度不錯，這點值得表揚.	6.889	5.500	0.737	0.707	hotel
436	希望藉此文章來喚醒和泰高層的良心。	4.143	6.125	0.99	0.781	car
582	但就這一點，我想我以後是不會去住了。	2.750	4.333	0.433	1.247	hotel
1630	數典忘祖，背棄民族大義的動作，而對臺灣保釣也沒有任何意義。	3.667	6.000	0.816	0.707	political
912	娛樂上網本，能夠滿足基本需求。	5.667	3.571	0.667	1.178	laptop
1226	無論如何，都不應當讓迎接新生命這件開心的事，變得生命的負擔。	4.500	6.143	0.707	1.125	news
2580	在一個案例中，官員根據一名看起來像哈里森的嫌疑人的證人描述，上傳了演員伍迪·哈里森的照片，嫌疑人後來因小偷竊而被捕。	3.667	4.333	0.471	1.247	news
2007	亞洲即時互動媒體龍頭17Media自2015年7月成立以來，在亞洲交出亮眼成績單，憑藉深厚的即時互動技術底蘊，致力提供使用者最佳體驗、流暢不中斷的直播內容。	6.500	4.400	0.5	1.02	news
1755	以色列民防部長狄希特（AviDichter）本月稍早接受以色列之音電臺訪問，談到提名黑格一事時表示，「我們祝福他」；但以國官員私下都抱持悲觀看法。	4.333	4.000	0.471	0.943	political
843	到手後換了320G硬盤裝XP很順利	6.222	4.429	0.629	0.904	laptop
1461	許忠信說，過去鄉下孩子出生後，總要先養養看，確定活下來才報戶口。	3.778	5.286	0.786	0.7	news
733	這裏服務挺好的，沒有前面朋友說的那麼糟糕，聽說我是西門子的還主動幫我upgrade！	6.778	5.429	0.629	0.728	hotel
1763	英文「中國日報」（ChinaDaily）本月稍早報導，黑格要獲得國會通過任命案，將面對一場艱難的戰役，但報導也提到黑格「顯然願意與中國合作」。	4.778	5.143	0.416	0.639	political
2648	本週，蘋果從AppStore下架了一批與家長控制、螢幕使用時間監測有關的應用，旋即被部分開發者指責是濫用專權。	4.250	3.778	0.433	1.133	news
2617	他們的消費力也不容小覷，有資料顯示，2015年度與老年人相關的商品和服務佔GDP的8%，約4萬億元，但到2050年時很可能達到GDP的1/3。	6.000	3.778	0.0	1.397	news
1568	有了充足的財源，但武裝份子卻缺乏取得重型武器的管道。	4.125	4.000	0.599	0.756	political
2769	他一生都在追尋高尚的目標——為百姓尋得一位合格的統治者，併為這個目標不停地更換主人，不停奔波甚至獻出了寶貴的生命。	5.750	4.444	0.968	1.892	news
170	記得看過一本和坤的書，人家雖是大貪官，卻也對妻子馮氏，有情有意，有始有終，另生一種敬佩。	6.111	4.625	0.567	0.992	book
6	我是第一次讀龍應臺的書，流暢的文筆，深深的內涵，對兒子的關愛，平等的推心置腹，思想觀唸的碰撞火花竟然這般的美麗而感人。	7.333	5.857	0.943	0.639	book
2330	他們本星期二在餐廳光顧自助晚餐，進食包括凍長腳蟹及凍龍蝦，其後出現腹痛、噁心、嘔吐、腹瀉及發燒等病徵，全部人已求醫，情況穩定，其中兩人需入院。	3.429	4.250	0.495	1.09	news
2342	近期好價，有需要的值友可以入手~PE全材料，點斷連卷式，平口垃圾袋，質地厚實，韌性強，簡潔方便，耐磨不易破損。	6.600	4.833	0.49	1.462	news
1664	陳致中指出，「他在國民黨陣營中位居閣揆，是全臺灣僅次於正副總統的第三號人物，他能夠公正、理智地看待這個高度政治性議題，實屬不易，我欽佩陳院長雖千萬人吾往矣的道德勇氣」。	6.200	5.571	0.872	1.294	political
2489	美國聯準會降息呼聲再起，振奮股匯雙漲，3日新臺幣兌美元勁揚1.09角，創7個月單日最大升幅，臺股逆轉勝日K連四紅。	7.000	7.000	0.707	1.5	news
1040	警方起出帳冊顯示，遭強收保護費的攤販超過20個，每月上繳18萬多元；警方說，攤販若哀求調降保護費，魏懷良的左右手張嘉模，就會帶10多名手下登門恐嚇「公司有一票人要養，不繳錢就別擺攤，我會叫垃圾車來拖走攤位！	3.111	6.000	0.567	1.069	news
2149	天貓香噹噹食品旗艦店香蕉味夾心蛋糕，現售價29.9元，1日0點買1箱送2箱，低至9.97元/箱，香甜美味，作為早餐或者下午茶都不錯，喜歡的值友可以入手。	5.857	3.714	0.35	1.578	news
948	老爸叫我回報一下之前狀況也是冷氣剛開會有酸臭味我爸說只要開送風就會有，冷氣吹幾分鐘後＋開窗才會淡掉最近幾天告知老爸網路上也有一樣狀況他就打電話給當初的業務請他處理業務請我們去原廠裝負離子空氣濾清器（有點不確定名字）800元神奇的是弄了一小時之後，真的沒有味道了！	6.143	5.333	0.639	1.054	laptop
1271	如果希望友善寵物店家能多一些、讓人與狗的生活版圖擴大一些，飼主有責任提升水準，不影響到他人，不讓別人將「帶狗」與「髒亂」、「吵鬧」畫上等號。	4.750	3.833	0.829	0.898	news
30	書中的優美語言如潺潺流水般娓娓道來，給人以美的享受。	6.778	6.143	0.786	0.833	book
2409	5月5日上午訊息，天眼查資料顯示，4月29日，優酷資訊科技有限公司發生多項變更，法定代表人由阿裡音樂CEO楊偉東變更為阿裡大文娛新媒體業務總裁朱順炎。	5.000	3.500	0.0	1.118	news
506	藉此分享一下人人喊打的鉛酸電池情況一般人對車用鉛酸電池直覺就是高污染的毒物鉛本身的確毒性很高但是回收容易又有利可圖無須任何補助回收鉛本身就有利潤只要收回廠的防汙設備做好就行以美國來說車用鉛酸電池回收率達到99%老化鉛酸電池一般狀況下也不會被棄置拿去家裡附近的電池行都可以收個150-300台幣間視鉛價而定鉛酸電池的回收循環中只要管制好非法黑心不裝設防汙設備的回收業者污染事實上很小	4.667	5.143	0.667	0.639	car
2231	日本作家、精神科醫師水島廣子指出，這樣的行為當然必須道歉，但是一本大眾雜誌竟然刊登這樣的報導，也凸顯了日本針對女性的年齡歧視問題。	3.667	5.111	0.471	1.449	news
2675	這個訊息一出，社會一陣嘩然，和不久前電視節目主持人Janet自曝曾患憂鬱症一樣，同樣都讓大家不可置信。	4.000	6.000	0.707	1.414	news
993	送貨慢，19號訂單，20號打款，28號到貨。	2.500	5.625	1.025	1.317	laptop
1269	不論是寵物餐廳還是寵物友善餐廳，請大家都不要將店家給的方便當隨便，看好自己的寶貝，既然帶他上餐廳，就應該遵守基本的用餐禮儀，教他學習乖乖留在你身邊吧！	4.625	4.833	0.992	1.572	news
196	不過還有露出了文人相輕的感覺，如同樓上的那位朋友所說，對自己太看得起了。	4.000	5.143	0.775	0.833	book
2479	可能洩露大量資料的自2014年一來就有的嚴重漏洞被暴露，未更改預設密碼的Linksys路由器甚至可以幫助駭客在現實世界中物理定位裝置和使用者。	3.375	6.000	0.696	0.756	news
1564	二○○六年，在北韓試射一枚彈道飛彈兩個月之後、進行第一次核試前一個月，北京曾悄悄減少對北韓的石油供應，後來的貿易資料才使這件事曝光，北京隨後乾脆不再公佈相關數據。	4.714	3.750	0.452	0.829	political
99	勞動與愛情，挫折與追求，痛苦與歡樂，日常生活與巨大的社會衝突，紛繁地交織在一起，深刻地展示了普通人在大時代歷史進程中所走過的艱難曲折的道路。	4.222	5.625	0.786	1.111	book
999	其次，從配置上來看，比較均衡，並且據評測，顯卡的能力要比105GM強；LED的螢幕比TFT感覺舒服，200萬的攝像頭也實用。	6.444	5.222	0.956	1.618	laptop
2746	但這兩層樓高的鯉魚塑像，其實是私人作品，卻因多次強震，造成鯉魚身上的裂痕越破越大，地主也只能忍痛拆除，以免傷及路過民眾。	3.667	3.111	0.667	1.853	news
2087	如今隨著領導人的改朝換代，許多人開始好奇索尼在移動領域的策略是否會發生改變，而對此新CEO吉田憲一郎給出了否定的答案。	4.667	2.778	0.471	1.548	news
2103	庫克稱，蘋果一般不會對外公佈這些併購訊息，因為併購物件的規模往往較小，蘋果主要看好其人才和智慧財產權。	6.000	4.000	0.632	2.0	news
587	含雙早，種類比較豐富。	5.444	2.000	0.497	1.225	hotel
1415	正修科大電子工程所副教授施鬆村研發的「人體穴道診療保健裝置」，以探針或貼片尋找人體穴位，並根據信號判斷人體器官是否健康，也可利用變動音頻脈衝，進行類似鍼灸的電療保健效果。	5.250	4.000	0.433	0.816	news
602	唯一不好的是電視，最早的那種21寸彩電可能，我住的房間沒出問題，朋友的房間進去電視不能開，找服務員，服務員很快搞定。	5.000	3.571	0.0	0.728	hotel
2720	有些食材發芽了不但可以吃，而且還更營養；有些不行，會中毒；有些無妨，但最好趕快吃完，15種常見發芽食材要吃掉還是丟掉，這篇一定要加入收藏的啦！	5.571	2.429	0.728	1.591	news
1251	嚴重憂鬱症、被害妄想症、腦心血管病變等四項重症，隨時對生命有重大威脅，這正是長期關在北監所造成，法務部居然說陳水扁不符合保外就醫條件！	3.222	6.429	0.629	0.495	news
1812	熟悉我的人都知道，我反對死刑.	5.000	4.250	0.0	0.968	political
345	可能你剛好沒遇過那段強風吧，我週週往返新竹-台南和美那段風真的強，但是要看季節，並不是每天都是這種大風，最近12月份風很大有時還會被雙面巴來巴去.....FIT的懸吊與yaris比差不到哪去尤其後懸也是用廉價的非獨立式懸吊。	4.222	4.000	0.786	0.894	car
1082	高達八二％家長希望單親孩子要更懂事，但僅五一％子女感受到父母的這份期待。	4.250	5.667	0.829	1.054	news
558	酒店非常重視您提出的寶貴意見，酒店會針對衛生間地板滑的問題研究解決方案.	5.111	4.875	1.595	1.053	hotel
738	賓館在小街道上，不大好找，但還好北京熱心同胞很多~賓館設施跟介紹的差不多，房間很小，確實挺小，但加上低價位因素，還是無超所值的；環境不錯，就在小衚衕內，安靜整潔，暖氣好足-_-。	6.444	4.714	0.956	1.278	hotel
2614	第一個是關於動態控制車輛座椅的，當你長期駕駛的時候，車輛的座椅可以通過振動器與改善乘坐的舒適性，減少震動等。	6.500	3.600	0.5	1.281	news
2350	在認識到美國能入侵幾乎任何系統之後，北京計劃採用含糊的安全性的方法，執行定製作業系統讓美國難以監視中國。	4.429	5.167	0.904	1.213	news
2485	如今的一面二面三面，不但要在1小時內做完30道技術題，還會向人性的軟肋發問，你的同事很愛出風頭，又必須和他在一個專案組，該怎麼辦？	3.625	4.000	0.484	1.491	news
2178	Titan安全金鑰是由穀歌推出的一款防範網上誘騙的雙重身份驗證裝置，內建硬體晶片，其中包含由Google設計的韌體，用於驗證金鑰的完整性。	5.857	4.429	0.639	1.05	news
1723	軍人們很高興能有人保護他們的國家與經濟。	6.250	4.625	0.661	1.317	political
1518	鼓勵莘莘學子，羅許基金會針對高中（職）以上的單親、清寒家庭學生提供獎助學金，於1日在羅東博愛醫院舉辦101年度頒獎典禮，讓勤奮好學的孩子們能順利完成學業。	6.625	3.889	0.484	0.737	news
2639	據相關報告顯示，68%的家長對孩子的教育感到比較焦慮、非常焦慮，90後家長已開始為孩子教育未雨綢繆，80後二胎焦慮處於較高水準。	3.625	5.250	0.857	0.829	news
1439	男友拋下天后光環，與錦榮走遍各大夜市高調曬愛，詹惟中稱Jolin蛇年感情運將比較不穩定，反觀錦榮的愛情運相當旺，會有較多的外在誘惑。	4.714	4.800	0.452	0.98	news
387	所以，沒任何東西是完美的，勇於面對自己的缺點，不要老想操縱這些媒體，來欺騙這些消費者！	3.125	6.429	0.331	0.495	car
2125	通常大家在AppleMusic、QQ音樂、網易雲音樂聽歌時，往往會根據天氣、心情、場景、關鍵字等來選歌。	5.444	3.778	0.685	1.03	news
511	偷很多不是只有這部就開始了，但是還是很多人買，甚至更多人討論T牌的安全性不足的問題，不過買的人就是多，你放心！	4.750	5.750	1.199	0.661	car
465	今天下午去朋友車廠突然看到一台車跑來仔細一看這不是準備要國產化的CAMRY嘛!而且還是HYBIRD版趕快跑去對面拍幾張照片至於車裡面的人不知跑去哪了呵呵...看到有人說原來是舊款的CAMRY難怪覺得怪怪的無所謂囉!反正本來就沒再注意TOYOTA的車認不出來是正常的囉!所以大家就看看照片就好了	4.778	4.000	0.916	1.0	car
676	~~~~~~總之跟服務檯說什麼他們都不答應，都不能得到解決。	3.111	6.625	0.567	0.484	hotel
2958	此外，HEPA濾網可有效過濾空氣中包含病毒與細菌並捕捉小至PM0.1的懸浮微粒，過濾空氣中99.5%髒汙，提供乾淨、舒適又安心的家居環境。	6.375	3.111	0.484	1.449	news
27	而正處於那個生命階段的讀者也許會產生共鳴，發現原來他們在這個時候的想法並不是孤獨，沒有人明白的。	4.250	4.250	1.199	0.968	book
1430	甚至微軟以併購方式買下Skype，並計畫將MSN帳號與Skype合併，但是失去的舊有優勢恐怕不是當初可以預料的。	4.000	3.857	0.707	0.99	news
2560	來自新加坡的共用單車oBike，以無樁共用方式在臺北市經營，不過今年年初經營團隊就傳出倒閉的訊息，而現在臺北市大小街道都還可以看到oBike的遺棄車輛。	3.500	4.333	0.5	1.054	news
2010	還是對一種自身感覺的形容，指的是你對我有吸引力，我跟你在一起讓我感覺到喜悅、放鬆，所以我想看到你，想跟你在一起。	6.500	4.700	0.5	2.283	news
1525	另外，也不要講出做不到的處罰，與其用「你再不乖就把你丟掉」，還不如實際一點，例如直接警告他說：「你再不聽話，等一下就不能看卡通！	4.750	4.778	0.661	0.916	news
752	最主要前臺小姐服務很不好，冷冰冰的，尤其是那個臉蛋胖胖的小姐，臉上象塗過糨糊一樣，一點沒有微笑。	3.000	6.625	0.0	0.484	hotel
128	社會上處處可見“和諧”，人在“和諧”的環境中生活，哪麼每一個人不都過上了幸福的生活嗎？想自己過幸福生活的人，就去看《小知道答案》吧！	5.875	5.125	0.927	0.927	book
2444	可惜的是，胡適談佛，永遠就只能談其五分之二，他這個實用主義者，對那個不實用的五分之三，他也就不信、不修、不悟了……。	4.333	3.333	0.471	1.491	news
214	其實在網上我已經看過N遍逃愛記了，但仍忍不住買了紙書來珍藏，非常喜歡逃愛記，顧正榮非常符合我們對愛情的想像，深情，溫柔的男主是每個女生都想要的，毫不意外，我也非常喜歡顧正榮。	6.250	5.111	0.829	0.875	book
1741	不是只有你們會無視於法治民主，而是你們用壓迫別人的方式讓人就範.	2.556	5.714	0.956	1.03	political
1721	我對於能與各位一起成長感到很榮幸。	6.500	6.222	0.5	0.629	political
1332	他鼓勵學生，每個小螺絲釘都是重要角色，不要放棄自己。	6.625	4.714	0.484	0.881	news
1060	沒有得到救援，「我感到非常內疚」，也希望所有消防同仁都要感到內疚，「這種事情不容釵A發生」，一定要拿出決心與魄力，不是光消防局的事，巷弄的改善，「地方政府責無旁貸」，消防通道要維持其權威性，誰敢停車馬上拖吊。	4.000	6.444	1.054	1.066	news
1278	不久，五人結帳離去時，吳又追出，其中李姓大學生和友人說話時，吳即對李揮了一拳，造成下嘴脣撕裂傷。	2.444	6.250	1.165	1.299	news
711	酒店剛剛裝修好，有點氣味，我能忍受，同事不行。	3.556	4.222	0.685	0.786	hotel
2576	勇士在上一場以4比2勝出火箭，拓荒者則是以4比3險贏金塊，拓荒者與勇士的第1場西區決賽賽事可於15日早上8點30分在LINETODAY線上直播直接觀看。	5.500	3.900	0.5	1.578	news
1393	求求你們，向我們這些無助的家長伸出援手。	3.375	6.500	0.696	0.707	news
2387	被鴿在心理學上叫做社會排斥，還有很多學者會用socialexclusion,ostracism來交替使用。	4.889	2.700	0.314	1.735	news
2618	今年4月，入住洲際酒店集團旗下杭州洲際酒店的旅客發現，這家酒店富麗堂皇的大堂內，出現了一臺風格十分現代化的自助機器。	6.000	4.333	0.0	2.16	news
2133	數位身份証整合虛實並確實加密保護隱私，是否會有國旗引發討論，徐國勇表示目前討論中，他個人也贊成放上國旗，未來定案後會正式宣示。	5.714	3.857	0.881	1.959	news
2915	雖然絕大多數的黃疸是無害的，但少數有特殊原因、黃疸數值異常高或是持續很久，則需考量是否有特殊致病因素並考慮治療。	4.556	3.333	0.831	1.633	news
1536	有好長一段時間，她恨父親不讓她走想走的路、做想做的事。	2.625	6.000	0.484	0.926	news
2610	啄木鳥、麻雀、鴿子是陸地上相當常見的鳥類，但如果在鯊魚的肚子裡發現它們的蹤跡，你會懷疑自己是否不小心穿越了。	5.000	4.500	0.0	2.062	news
978	原裝鼠標相當好，就是小了點。	5.571	4.714	0.495	0.7	laptop
1516	校方強調，簡姓學童學期末當天，被父母親失手虐打致死，因現在是放寒假期間，同學目前都還不知情，開學後會進行班級關懷輔導，減輕班上同學對此事件所造成的心理衝擊與陰影。	3.286	5.143	0.881	0.99	news
638	一家三口入住兩天，很滿意的一家賓館。	6.778	5.143	0.629	0.833	hotel
575	地毯有點髒。	2.900	5.143	1.3	0.99	hotel
2643	今日俄羅斯5日報道，俄羅斯航空一架蘇霍伊100超級噴氣機在莫斯科謝列梅捷沃國際機場迫降時著火，機上有78名人員，包括6名機組人員和7名乘客。	3.000	5.000	0.0	0.577	news
1598	當然，政府的責任最大，務必有效思考對策：一、救火救急，息怒第一：搧風點火不是人民之福，熄火重建纔是全民所盼！	6.000	5.889	1.155	0.994	political
1743	民進黨面對中國政策應該放下仇恨，多以人權、平等的觀點來看待，讓中國沒有動武的藉口。	6.000	4.714	0.926	0.452	political
1991	「高雄發生大災害你們還在幹政治？這個板沒救了」最喜歡講這句話的是誰？不就是那些八卦板的長駐3.0綠吱嗎？這個板不就是幹政治而設立的嗎？為什麼不能幹政治？多的是在國家有重大災難時在非政治板面ex:八卦板)幹政治的綠吱自己在不能講政治的板面，批評時政批得很爽卻來大聲指責這個「因幹政治而設立的板」在國家有重大災難時不准批評政治人物否則就是沒人性我不知道這算什麼嚴以待人寬以律己的標準？	3.556	7.000	1.257	1.155	political
755	酒店的服務人員服務態度也不怎麼好，給的房卡也搞錯開不了門，還要我親自把卡送到樓上大廳去換。	2.889	5.714	0.737	0.881	hotel
371	喇叭這一代還是差勁透了。	2.778	6.143	0.416	1.125	car
11	看完這本書的時候，我內心對愛情的看法再次進行了調整，身不由己的調整。	5.125	5.125	0.599	0.781	book
514	個人認為會買toyota的客戶大都不會做買車前的安全比較，有可能是老一輩口耳相傳或厝邊朋友的意見。	4.778	3.875	0.916	0.927	car
763	服務員素質很高	6.444	4.857	0.497	0.639	hotel
2435	要求政府採取更為嚴格的審查機制、呼籲企業秉持良心與社會責任拒絕販售，同時集結消費者力量拒買、拒吃，合力防堵基改入侵我們的生活。	6.571	6.125	0.495	0.781	news
231	這本書帶給人許多思考，即使不是自己或身邊的親人正面臨死亡，依然是本值得一看的好書。	6.889	4.111	0.737	1.197	book
536	前年是我老婆嫌她手邊錢太多想換車見鬼了我窮得很她卻有錢?	2.778	7.125	0.916	0.599	car
2626	被指控外面有私生女，高雄市長韓國瑜忍無可忍，今日下午赴北檢正式提告媒體人吳子嘉，希望檢方盡速調查以還他清白。	3.429	4.667	0.728	0.943	news
2798	只是因為王家、麻衣兩方堅持不願讓出孩子，導致之前談判有如一灘死水毫無進展；不過王泉仁對於親生骨肉不聞不問，除了讓麻衣徹底心寒，也讓巨集仁王家爭孫一事再居下風。	3.444	3.375	0.497	1.317	news
153	我想在她內心的最深處，愛的那個人依然是小浪。	4.143	4.000	1.125	1.0	book
232	年邁的祖父母減輕對死亡的恐懼，但是我們可以更多的關愛他們，讓他們在世的每一天都不至於感到孤獨。	6.444	5.500	0.831	0.764	book
2601	假如各位覺得現成的LINE貼圖無法貼切滿足聊天情境，那麼隨你填貼圖有更多發揮個人創意的空間，同時購買一次就能無限次隨時修改貼圖文字，十分值得入手！	6.286	5.125	0.452	1.763	news
