No.	Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD	Category
2160	韋伯望遠鏡的主要任務是調查宇宙微波背景輻射，為了探測遙遠黯淡天體發出的紅外光，它需要工作在極低溫度下。	5.000	3.222	0.0	1.685	news
2514	嚴查增加辦理條件表明了監管層面強硬的態度，那就是這一次的攜號轉網不會再有任何套路，這對普通使用者來說無疑是一個非常好的訊息。	6.571	6.000	0.495	1.0	news
1166	他說，大多數親友還是希望自己好好完成學業，考個公務員，安穩過生活；自己打算繼續從事職業電競，將來退居幕後，公司已對選手的生涯做妥善規劃，將輔佐相關技能訓練。	5.444	4.111	0.956	0.875	news
542	很舒服；服務不錯，感覺樓層比前臺服務更好；酒店周圍環境真好，有山有海，本人在後山散步時差點掉下懸崖，建議酒店及時將後山半截路加上標誌和圍擋，太危險了！	3.571	5.444	0.904	1.641	hotel
628	而且很骯髒，真的很骯髒.	2.500	6.625	0.5	0.857	hotel
1142	一口「臺灣腔日語」也一樣可愛，還開玩笑的說希望她們日文不要變得太標準。	6.250	4.000	0.968	0.756	news
2692	他昨天在Twitter再度發文，話鋒一轉，稱中方在談判受到重擊，警告勿奢望等到明年大選後與民主黨的總統談判，因為他將會連任，屆時協議內容必定更苛刻。	3.444	5.667	0.497	1.633	news
911	另外送的包質量很好哈，雖然薄了點，背起來還算舒服，功能口袋也多。	6.444	6.333	0.497	0.471	laptop
1545	民進黨立委吳宜臻表示，《家庭暴力防治法》在民國八十七年上路後，經歷多次修法，卻把保護對象侷限在同居關係，或一定親屬關係，導致目前許多交往中的情侶等，雖遭到對方的暴力威脅，卻沒有法律可以幫忙，她主張修法將未同居親密關係暴力，納入保護範圍。	4.875	6.000	1.166	0.707	news
779	只是checkinandcheckout慢一些，還要提高。	4.444	3.667	0.497	0.745	hotel
2203	遊艇上兩名男子懷疑吸入濃煙不適，由水警小艇救起送往西環招商局碼頭，再由救護車送院治理，消防正調查火警原因。	3.556	4.556	0.497	0.831	news
137	這本小冊子圖文並茂	6.250	3.625	0.661	1.495	book
1291	現代遊戲娛樂史上的全新開始，其不只是遊戲，更代表XBOX平臺上的多元娛樂內容。	5.500	4.125	0.5	0.927	news
805	很不錯的一家酒店，在當地來說是最好的了.	7.000	6.143	0.5	0.99	hotel
835	服務好，前臺接待員挺熱情。	6.667	4.111	0.471	0.875	hotel
2276	倫古在信中說，坦贊鐵路紀念園的建設是贊中建交55週年友誼史上的標誌，顯示了兩國堅定不移的友好關係，尚比亞人民將永遠感激並銘記中國的無私與慷慨。	7.000	4.667	0.816	0.745	news
1353	臺北街頭昨天發生隨機砍人的恐怖事件，造成兩位女性遭砍傷，逞兇68歲周姓男子竟揮刀高喊「還有誰要被我砍！	2.750	6.500	0.433	0.957	news
2212	在維多利亞女王登基以來，英國首次有一週時間不靠燃燒煤炭來發電，最後一臺燃煤發電機於5月1日下午從電網脫離。	6.111	3.444	0.737	1.641	news
2466	競委會至今收到3600宗投訴，當中約六成涉及合謀行為，其中涉及資訊科技和建築行業的投訴較多，期望裁決能警惕業界。	3.667	5.375	0.471	0.992	news
394	又怕意見欄打太多，以後回去保養，會被車廠貼上標籤，真為難阿..	3.625	4.125	0.484	0.781	car
1930	AIT文化新聞組長裴士蓮（SheilaPaskman）晚間表示，AIT代表美國政府感謝臺灣慷慨捐助因珊迪颶風而受災的人民。	6.375	4.667	0.857	1.491	political
2602	在我可見的範圍，懲教人員以禮相待，亦關心他們的身體狀況，相信他們均可有安全寧靜的空間修養心靈，以文字為大家打氣。	6.571	3.444	0.495	1.257	news
2647	貿易戰之前，隨著中國勞工成本的大幅上漲，包括中國公司在內的外國公司就開始利用越南廉價的勞工優勢和具有吸引力的商業環境。	4.667	3.000	0.471	1.915	news
866	挺快的，這個價錢這個配置很值得	6.750	4.667	0.829	1.491	laptop
850	做工說不上精細但也還沒什麼發現什麼缺陷，操作系統安裝順利，附帶DVD中有全套XP、VISTA驅動。	6.000	3.625	0.866	0.857	laptop
1829	只會一呼籲、二呼籲、再呼籲，除了呼籲外還會啥？權力在你手上，卻不知道怎麼解決是吧？只想互丟皮球，說不定就莫名其妙解決了是吧？還是說等大家累了，自然就會回家了是吧？或者想等好捧友CHINA介入是吧？可笑，可笑，太可笑	2.571	7.000	0.495	1.764	political
319	舊引擎跟萬年4AT的油耗極限大概就在那裡這點你說的沒錯但同一時期的競爭車端出的牛肉可不是萬年4AT與那種油耗不談冷門競爭車就談一般認定的大宗競爭對手ColtPlus也是約莫06~07年上市，用的是CVTFit約07~08年上市，用的是5AT油耗自然勝過Yaris這就是他牌所端出的牛肉若撇開品牌光環Yaris在這點是沒啥競爭力的Yaris跟這些競爭車在同一時間點比拚卻要消費者去原諒他那萬年4AT所帶來的不佳油耗這是沒什麼道理的	3.444	6.000	0.497	0.707	car
715	我朋友很生氣，說酒店服務員數數都數不清嗎？發生這樣的事，讓客人感覺到很不愉快，同時耽誤了客人結帳的時間。	2.875	6.714	0.331	0.7	hotel
1268	這種鳥事被寫出來的話，是誰會被鄉民圍剿？大家的寶貝都是寶，沒有誰比誰可愛，但是養狗能不能得到別人的尊重完全是看主人，而不是怪寶貝不懂禮貌。	2.875	6.375	0.781	1.409	news
36	這本小書非常契合小孩子的心理特點，寫得、畫得都是妙趣橫生，因此小朋友的喜歡不言而喻！	6.667	6.857	0.471	0.639	book
1842	施顏祥說，這是管理問題，借支獎金作法，應該檢討。	4.143	4.000	0.35	1.118	political
2927	這是因為近期詐騙集團已經不再只是發詐騙郵件，而出現了一系列冒充蘋果客服的詐騙電話，這些客服電話會利用一些技巧，來盜取使用者的Apple帳號。	3.500	4.333	0.5	1.333	news
2434	如果我們要解決整個塑膠廢物問題，那麼部分解決方案可能在於破碎時能修復自身的物質，這樣可以不必將其丟棄。	5.875	4.286	0.599	1.578	news
188	故事很有哲理，對小孩有教育意義。	6.667	4.250	0.667	1.299	book
192	人性的昇華，人主宰自己的命運。	5.889	4.875	0.737	0.927	book
2880	探險公司今天表示，世界最高峰聖母峰昨天好天氣，登山客大排長龍等著攻頂，山頂塞車造成風險增加，兩名登山客不幸喪生。	2.625	4.222	0.484	1.03	news
2608	根據一些美國人的這種論調，中國通過操縱匯率導致了中美貿易不平衡，美中貿易逆差等同於美國送給中國的財富，中國的成功很大程度上是由美國在中國的投資所推動的。	5.000	3.667	0.707	1.333	news
2337	抗生素是用以抑制細菌感染的用藥之一，若因病需要使用抗生素時，醫師或藥師都會特別叮囑一定要把所有的抗生素吃完，以免發生更嚴重的抗藥性問題。	5.111	4.375	0.314	0.992	news
751	但房間裏的淋浴設施不好，淋浴門關不緊，水龍頭出水很小，洗澡很不舒服。	3.000	5.500	0.0	0.707	hotel
2269	天貓粘品彙辦公專營店本款產品現售價8.4元，領取5元優惠券後實付3.4元包郵，價格實惠，粘性持久，耐磨抗拉。	6.429	4.875	0.495	1.615	news
13	不過，很滿足，平淡才最真實~~	5.625	4.857	0.484	0.833	book
528	安全~是唯一回家的路！	5.500	4.000	0.707	1.069	car
1864	行政院指出，自由經濟示範區是依據總統「黃金十年國家願景」活力經濟施政主軸方向進行規劃，陳沖表示，在全世界沒有先例的情況下，經建會花了十個月時間，在內部召開了31次工作會議，並與相關部會進行9次研商會議，提出的心血結晶，可謂內容豐富。	6.000	5.375	0.816	0.696	political
324	不過沒味道的車友大多有關A/C後再送風個1-2分鐘的習慣我就是)，建議車友可以試試看會不會有改善。	5.111	3.375	0.737	0.484	car
702	在三亞灣又不是亞龍灣，這個價位沒有優勢，得不到相應的要求。	3.900	4.143	0.831	0.833	hotel
2389	zl01263純棉涼爽POLO衫~天貓精選將於1日0點售價至74元包郵，近期好價，喜歡的值友們不要錯過~	6.000	4.429	0.707	1.178	news
1581	教廷頻頻接獲回報，指中國對國內天主教會與機構不但嚴加管控，甚至針對地下教徒下手，強迫參加「思想改造學習班」。	3.222	4.556	0.416	1.066	political
2945	篤信脫鉤和遏制來消除中國威脅的班農，因其知識結構的落後，價值觀的扭曲，以及個性的缺陷，時常處於自我分裂的狂躁狀態之中。	3.222	5.625	0.629	0.992	news
49	她那份淡定從容，愛她那份心細如塵，愛她那份溫柔似水。	6.111	5.667	0.737	0.471	book
1542	根據調查，國內大學生有將近兩成透露，曾遭受交往伴侶暴力對待；國高學生，也有一成有遭親密伴侶拳腳相向，立委推動修法，要將《家庭暴力防治法》保護範圍擴及交往情侶，希望有效減少因情侶爭執引起的社會案件。	4.429	5.500	0.495	0.764	news
275	番外篇更是絕啊~~最愛看冰依跟衛在一起（雖然好像有點對不起祈然），看到他們都有自己的幸福是很好的~~不過作者怎麼就不讓步殺也幸福呢~雖然現在看來也不錯，但是還是想看看步的愛情使~~*_*	5.625	4.714	0.484	1.278	book
529	ok~瞭解嗎？只是希望你認清事而己！	4.250	4.875	1.09	1.166	car
1120	不少人覺得壹電視製作水準高、畫質好，如今因虧損被賣掉，簡直是「劣幣驅逐良幣」。	3.000	6.714	0.5	0.7	news
2416	每個人都不一樣，可以試著分析自己弱的領域為何，是基礎的文法和單字，還是答題的技巧，藉此選擇最合適的準備方式，不用一股腦地就跑去補習班報名，不僅浪費錢又沒效率。	5.250	4.000	1.09	1.069	news
479	其實就樓主描述及照片看起來，也不能全怪是神車不好!彎道中時速70已經不慢!再加上是爆後輪，肯定會有甩尾的現象!再加上路面品質不好的時候，翻車應是不意外，每個人對車子的敏感度不一，反應度也不一!照當時情況能救回來的!應該是經驗老到，有不錯反應能力的人!.....總之人安全就好，車再買就有!去收個驚，改改運好了!	4.889	5.875	0.737	0.927	car
1616	林飛帆講得很有道理死刑不能抑止犯罪大家要給他鼓勵所以我們應該公開滿清十大酷刑處理這種人外加現場直播他想自殺，又不敢自殺所以想多殺人，讓法院判他死刑但法院給他的死刑完全符合他的期望一槍斃命搞不好沒痛苦就離開人間要抑止這種犯罪就是讓這種人害怕就是要讓人不去幹擾他人生活為主	3.429	6.429	0.728	0.495	political
1423	徐人強說，相較棒球、籃球這些運動，電子競技不像其他運動還要養球場，而且比賽又多，不像一些大型比賽要隔幾年才舉辦一次，國際性的電競比賽年年都有，選手參賽、拿獎牌，對臺灣又是另一種國際行銷，是投資報酬率最高的比賽項目。	6.429	5.714	0.495	0.881	news
176	痛批莫言是親共的國家詩人廖亦武接受德國「明鏡週刊」訪問時，毫不忌諱地批評莫言是親近共產政權的「國家詩人」。	4.375	4.714	0.696	1.578	book
677	很令人無奈的一間酒店，無論哪個方面，尤其是員工的個人素質，特別是應變能力.	3.111	5.778	0.875	0.629	hotel
960	散熱很好，開機一天，感覺不到什麼熱量，同事的惠普已經在燙手了螢幕上網有個小燈，晚上關燈使用電腦的時候，感覺很好小黑運行很穩定，沒出過什麼問題買了一個月了，沒有出現過任何問題，還是相當滿意的京東的送貨速度比以前快多了，週一下單，週三到，好像是京東自己的送貨員呢，這一點很好	7.100	5.889	0.831	0.737	laptop
2758	HKEPC讀者們只需要在5月17日前完成以下任務，即有機會贏取TP-LINKLB130智慧燈泡乙顆，價值HKD$399。	6.500	4.667	0.5	1.795	news
1857	立法院朝野協商前天大刪國營事業績效獎金，據瞭解，在做成決議前，陳沖曾致電立法院長王金平，指各國營事業情況差異很大，希望能有各自不同的處理。	4.750	4.200	0.661	1.327	political
266	不可否認，這是一本好書。	7.222	4.857	1.03	1.125	book
2071	Google早些時候宣佈旗下的VR平臺Jump將會在6月末時正式關閉，並已向使用者發去了提醒儲存相關資料的通知。	4.750	2.375	0.433	1.409	news
952	看似乎不是很平整，我的外殼是白色的非常漂亮，發熱可以忍受，在夏天放大腿上基本上是溫溫的而不是燙人的感覺.	5.500	4.000	0.5	0.866	laptop
96	好人們的人生，好人們的愛情，然而好人卻也避免不了互相傷害，好人也未必能夠得到幸福，所以又有了好人們的而眼淚。	3.222	4.286	0.786	1.161	book
1312	除此之外，主辦單位也將在電玩展期間，一連五天舉辦「第一屆TGS電競大賽」，比賽項目有《A.V.A戰地之王Revo》、《英雄聯盟》、《星海爭霸2》和《暗黑破壞神3》等四款熱門遊戲，在這當中《A.V.A戰地之王Revo》，除了將於展期五天舉辦S組與A組的總冠軍賽，S＆A升降級比賽也首度移師現場舉行，預計在2月3日邀請香港最強戰隊來臺與臺灣代表隊一決高下。	5.286	4.714	0.452	1.161	news
2652	遙遙領先的Chrome也控制了標準的制定，主要瀏覽器如Opera和Edge現在都切換到Google維護的開源專案Chromium。	5.286	3.571	0.452	1.498	news
690	墊中間是凹下去的，沒辦法躺的舒服，又不敢再叫換房了，不知再會出現什麼問題。	3.375	5.857	0.484	0.639	hotel
1894	或許這是阿扁的脫罪之辭，但這番話在扁迷的耳裏確實是打從心裏相信不已，在他們的眼裏更是可帶領他們獨立建國的英雄，而這就是臺灣統獨對立的最佳寫照。	4.429	6.000	0.904	0.756	political
1529	第一次見面，有別於其他會害羞地躲在父母身後的孩子，小紅豆主動向我揮手打招呼；而當我和淑文談話時，她則自在地獨處、專注看書。	5.667	4.444	0.816	1.165	news
91	質量不錯，適合3歲左右小孩玩。	7.000	3.857	0.0	0.833	book
821	總之非常值得推薦入住！	7.250	6.333	0.433	0.471	hotel
417	個人偏好3或5門車，風壓抵抗會有較佳表現呢~不過適當駕駛很重要，減速些是應當的，握好方向盤也是應該的，一般言歐系車多較穩定性高，日系多重視都市輕鬆操控，設定取向不太相同大多數啦。	5.889	4.500	0.737	1.803	car
33	一個人真正不想孤獨和寂寞，只有多讀書多學習。	5.429	5.429	1.05	1.05	book
2661	有感社會對立嚴重，他火力更猛，罵韓國瑜，罵柯文哲，也罵蔡英文，說不討厭國民黨，也不討厭民進黨，只是痛恨共產黨。	3.143	6.889	0.35	1.523	news
2094	今天Windows10May2019正式開始推送，除了WindowsUpdate更新方式之外使用者還可以通過更新助手、媒體建立工具來提前安裝。	5.750	3.375	0.661	1.728	news
1886	例如澳洲，雖讓開放美軍進駐藉以圍堵中國，卻也積極鼓勵澳洲社會學習包含中文在內的亞洲語言，期望藉此參與即將到來的亞洲盛世。	6.222	4.875	0.629	1.053	political
806	優點不用說了，誰讓咱是窮人價格是很吸引人的因素。	5.333	5.286	1.155	0.7	hotel
1202	他們的比賽，能夠拿下冠軍真的是非常不容易。	6.556	5.857	0.685	0.35	news
270	一旦你發現什麼事情好像很完美了，其實它就哪哪都是漏洞。	3.500	4.375	0.866	1.317	book
1164	3人不信稱論婚嫁專案人員通知受害女子到案時，好幾位說「已經和男友『論及婚嫁』」，其中至少3人對於網路郎君將來臺迎娶一事深信不疑，當面嗆員警「別破壞我的良緣」，直接稱對方是「老公」。	4.000	5.333	0.943	0.471	news
402	altis的天窗似乎問題不少，甚至有網友回報會漏水，所以我和樓主相反，當初就是不想要天窗，所以才選E款而不是G款至於16吋鋁圈，建議直接先換上16吋，原來的15吋再便宜賣掉就好不過16吋鋁圈只是好看並稍微增一點穩定性卻換來較高的音噪、較不舒適的乘坐感，也比較耗油所以，建議先仔細想想再做決定好些	4.000	4.375	0.707	1.409	car
2566	法官判刑時表示，被告濫用父親的身分和權力，對女兒的身心無情地蹂躪，行為極度卑劣和令人髮指，因此要重判。	2.000	6.778	0.816	0.916	news
1035	清潔隊員轉調內勤人員不該領取每月六千元的清潔獎金，當年曾請示當時擔任北市市長的陳水扁八十八年是否仍繼續核發獎金，當時市長以特案籤準轉調內勤人員依舊可領取獎金，後因爭議未決，自八十九年七月一日開始就停發獎金至今。	4.889	3.625	0.875	1.317	news
2773	遭狙擊報告唱淡的平安好醫生，週二挫5.2%後，今早高開低走，一度高見38.65元，微升0.7%，現轉挫3.3%，造37.15元，成交金額1846萬元。	4.667	3.500	0.471	1.258	news
815	希望攜程把好協議酒店的關，不能讓此類酒店誤導客戶。	4.333	5.857	1.155	0.639	hotel
742	酒店環境不好，氣氛也不好，我和老婆剛剛住進去就有小姐打電話來問要不要特殊服務，真是恐怖，老婆說啥也不住在那邊了，最後，我勉強說服老婆住了一晚上，但是到了後來，更是恐怖，居然沒有開水供應，然後，還要自己燒水，但是燒水壺居然已經長了毛，後來有個服務員勉強給換了一個，但是還是這樣，我當時不知道該說什麼好，最後我們買的礦泉水，勉強對付了	2.857	6.286	0.35	0.7	hotel
829	近期的商務間升級推廣活動受到了很多客人的一致好評，這是對新房間的認可，也是對我們房間進一步優化的良好幫助資源！	6.556	5.667	0.685	0.745	hotel
965	IBM的本本我用的最多，也是感覺最好的本本。	6.444	4.750	0.497	0.968	laptop
1375	勒斃母親的江進盛，十四日被檢察官以殺害直系尊親屬且有逃亡之虞，向法院申請羈押；惟承審法官審理後以江嫌還留在現場近五小時，之後去學校接女兒，並通知妻子返家，最後前往派出所自首，顯見無逃亡的打算，而犯罪現場也沒有被破壞，認定江無滅證之虞，諭知五萬元交保並限制住居。	3.556	4.286	0.956	1.161	news
2687	中國正在運用數字科技復活黨國極權體制，在朝陽群眾西城大媽背後，是監控手段的強化，嚴密程度可能在人類歷史上前所未有。	2.000	6.000	0.926	0.577	news
2272	幾年前，總部位於加利福尼亞的WillowGarage推出了一款名為PR2的雙臂輪式機器人，其被設計用於機器人研究，但不幸的是該公司已經停業。	3.600	3.800	0.49	1.249	news
2045	禾馨民權婦幼診所陳思宇醫師提醒，常遇到女孩們因為生理期期間妹妹悶了一整天有異味，而使用一些清潔力較強的陰道盥洗用品，或用去汙力強的鹼性清潔用品清洗。	4.500	2.778	0.5	1.685	news
121	身處其間的人，有歡笑，有眼淚，有快樂，有悲傷，有甜蜜，有心碎，可是應該是不會後悔的吧。	5.750	5.000	0.829	1.118	book
385	我想明眼人都知道，就當廣告來看！	4.111	5.429	0.737	0.728	car
2398	從相關車Cam片段可見，昨日傍晚6時許，一輛綿羊仔電單車，沿呈祥道東行，並駛至九龍塘支路，並打算由外線切入慢線時，因收掣不及而撞向倒塌在路面樹椏。	3.714	4.429	0.452	0.904	news
395	到時又被罵到臭頭說騙錢我知道VQ35的引擎蠻好的但是有錢買嗎?	3.111	5.857	0.314	1.125	car
1703	立法院11日院會通過一項由親民黨團主導的主決議，要求行政院應對不同主管部會、產業及經營模式訂出合理績效計算及核發標準，擬具「公營事業機構及財團法人經營績效獎金覈算辦法」，取代現行績效獎金實施機制，3個月內送立法院備查。	5.333	4.111	0.471	0.994	political
1193	我問過很多孩子，他們都願意去學一門手藝，在學校打瞌睡的日子很難熬，老師和學生都很痛苦，在教室當「客人」的感覺很差，怎麼可能培養得出競爭力？12年國教說要「成就每一個孩子」，我很想知道，教育部要如何「成就」這樣的孩子？	2.500	5.875	1.118	0.927	news
224	值得首提的是，《哥哥不是吹牛皮》這書名起得尤其好。	6.500	4.875	0.5	1.269	book
693	感謝您的點評，酒店會重視您的建議，不斷完善產品，期待您再次光臨，入住體驗，並給予我們更多建議。	6.222	3.500	0.629	1.025	hotel
56	愛是得到一切再失去一切之後的一場記憶。	4.625	5.143	0.484	0.639	book
1936	之前監院糾正國營事業績效獎金制度，但經濟部仍照發國營事業優厚獎金，藐視監察院職權，昨動用「質問權」要求施顏祥說明，先是詢問他由無看過監院的「調查報告」；施顏祥回答，他知道監察院有糾正，但沒注意到細節。	4.750	3.500	0.433	1.323	political
2856	隨後在電晶體的使用，積體電路的商業化，讓更多人知道了半導體，知道了毫不起眼的沙子會是未來資訊產業發展的基石，造就了高科技產業雲集的矽穀。	6.500	4.625	0.5	0.857	news
2543	曾經她認為，一個人無拘無束、自由自在的生活是一件非常輕鬆愜意的事，但這一切就在她罹患帕金森氏症之後有了改變。	3.750	4.333	0.433	1.333	news
723	我入住的時間是4.4~4.6，沒空調真的有點熱!補充點評2008年4月7日：還有酒店的免費接送機服務也是我選擇入住的原因之一!省時省心!好!	6.333	5.875	0.667	0.781	hotel
2796	那艘船上有9名漁工，其中6名以殺人罪被起訴，送進宜蘭看守所，只有他們3個僥倖逃過一劫，有幸踏上回家的路。	3.625	3.889	0.696	1.37	news
1102	兒子不成材，他對2個孫子管教嚴格，避免像兒子一樣學壞，誤了自己的人生。	6.111	5.333	0.737	0.943	news
109	本人以後在閱讀這本書的過程中會就其的優點和不足及時與大家交流！	5.286	4.000	0.7	1.491	book
2026	5月13日，介面援引知情人士稱，2019年快手的營收目標為300億元，其中直播和廣告為主要收入來源，預計快手在今年將會實現小幅盈利。	5.571	3.143	0.495	1.807	news
577	房間很乾淨的，住的朝南的房間，太陽照進來很舒服，現在可以上網了，網速也不錯的說。	6.889	5.556	0.567	1.066	hotel
61	但是當真相來臨，我想心不痛是不可能的。	3.375	5.750	0.484	1.199	book
2565	一部在香港出版的資料文集揭露出，大屠殺發生後，中共領導人認為黨已經快要失去對國家的控制，他們聯合譴責趙紫陽，斷言中國受到來自美國的顛覆力量威脅。	2.833	6.500	0.373	0.957	news
2059	馬雲想表達的似乎是，要想在事業上取得成功，需要長時間勞動和學習的奮鬥精神，他的發言被解讀為肯定了義務加班。	4.000	4.500	0.0	1.0	news
97	但是，誰也不能將心分成兩半呢，這樣的結局也未必不是最好的選擇吧。	4.250	3.750	0.829	1.09	book
482	買TOYOTA就好像娶老婆便宜不用太多聘金就可以入手外型又很好看只是沒有精品名牌LV加持平常都不會鬧脾氣5000公里花一點小錢他就爽了不用常常花各4千弄頭髮一萬買保養品3萬買LV10萬買鑽戒的使用它的時候舒服就好了不需要太多的技巧能達到目的地就好了不需要一直大馬力衝刺重點是等你想換掉他一堆人願意出高價去接收咧一般的男人甚至女人需要的不就是這種車當然想要的都是林志玲名模等級的那種歐洲車跑車	4.875	5.143	1.053	0.639	car
2123	-中新網中國新聞網一年前，耶路撒冷陰雲密佈，美國遷館引發巴以血腥一日；一年後，中東海域戰雲籠罩，美國伊朗對抗加劇隔空喊話。	3.429	5.625	0.728	1.867	news
708	房間裏細節都考慮得很好，給人很溫馨的感覺，不錯！	7.250	5.714	0.433	1.03	hotel
168	看得人冷汗都要出來了，覺得女主角某種程度上缺乏決斷，性情比較軟弱，還未看得透徹就想託付未來以過安定的日子，可惜往往慢了一拍，事情就大不相同。	4.000	4.778	0.0	1.133	book
2656	德雲社演員、籌款100萬、北京有房有車……這一系列關鍵詞刺痛著網友們的神經，騙捐、不勞而獲的質疑聲席捲而來。	3.000	6.143	0.756	0.833	news
2043	不僅跨性別作家JanetMock指導其中的許多集數，其中的角色都是活生生的、有獨立思考的，而不是隻是為了政治宣言而被創造出來。	5.889	4.500	0.737	1.323	news
288	別跟政治人物一樣，為反對而反對，為何不說自己經驗而討論，只會發表自己喜好而討論，就像很多大大說的，不喜歡不屑，就別買就好了呀	3.500	6.222	0.5	0.629	car
2442	公共空間的公用垃圾桶在管理上並不容易，垃圾量太多滿出來會造成髒亂，但如果要密集的收集垃圾又得花費大量的成本，在管理上並不容易，所以常常就乾脆不放垃圾桶。	4.222	2.000	0.416	0.5	news
1900	滿意度已經慘不忍睹，還粗暴送服貿，學生抗議你們愛理不理，國際記者會態度又傲慢，還反批反對的人不懂，重點是你馬英九給人信用如何?	2.111	7.111	0.875	0.737	political
2699	在官方的示範裡，這個功能不僅可以主動訂好位置，更懂得模擬人類的各種停頓語音，讓人不只是覺得厲害，甚至會有點驚悚的感覺。	6.333	5.875	0.816	0.599	news
898	前面有位兄弟說的網卡驅動丟失的情況，我也遇到，後來換了一個版本的XPSP3後就沒事了（開始裝的是XPSP2的）。	4.750	4.250	0.433	0.968	laptop
1486	新銳世界冠軍「臺北暗殺星」再次站上世界舞臺發光發熱！	6.714	6.250	0.452	0.829	news
401	小弟的RAV4是2009年6月交車，未開A/C開關前，只有送風一樣酸到不行的臭味......後來索性把冷氣空氣過濾網拿掉在試~~~結果還是一樣...到達目的地之前開送風把風箱吹乾	3.500	4.857	0.707	1.355	car
171	他們兩個在面對愛情時的清醒而不解。	5.000	4.143	0.707	0.833	book
552	但大堂辦住宿的女士感覺不太適合服務行業。	3.444	4.000	0.497	0.756	hotel
854	本人一年前開始用華碩EPC900，相比之下，EPC1000HE的鍵盤手感比900的要好，尺寸大了，男士也用得舒服。	6.250	5.333	0.661	0.816	laptop
216	幸好，人海大給他們安排了這樣一個美好的，讓人回味的結局，很喜歡，是值得珍藏的一本書。	7.667	4.571	0.943	1.591	book
76	後來有朋友買了說好，那咱還是買一套吧。	5.556	4.000	0.497	0.894	book
126	相信運氣是對生命的侮辱。	3.625	5.556	0.857	0.956	book
361	這版開口就說yaris太輕了的	4.000	4.333	0.667	0.943	car
2305	第一個問題我會從英語學科出發來解答，作為某知名培訓機構的集團培訓師，我會儘可能提供可操作的誠懇的建議，而不是打雞血的、傳奇的、勵志的故事。	5.875	4.714	0.599	1.485	news
2740	他們假裝釋出古怪的產品，或者承諾為現有產品提供荒謬的新功能，或者只是在他們的網站上新增一些愚蠢的設計元素來插科打諢。	4.000	3.667	0.816	1.795	news
660	房也在3樓，窗子看出去是個平臺，很壓抑的感覺，衛生間有股很難聞的怪味道，電視機很小很破的那種，服務也不太好，反正我覺得有受騙的感覺。	2.889	5.375	0.737	1.495	hotel
124	畫面很簡單，文字也很簡單當你陷入一種迷失自己的狀態	4.889	2.667	0.737	0.745	book
1688	哈哈哈很好笑因為你可能要先檢舉facebook只能點讚不能點幹!我覺得大家知所以會覺得政黑很溫暖其實重點不在於能不能噓文重點還是政黑在推文不會無腦嗆當然除了吱吱先嗆的情形之外吱吱如果覺得數字版伏冒板很棒很自由請你們去查一查什麼叫作沉默螺旋理論什麼叫作言語霸淩不要你們覺得你們很理性很正義在我看來反而覺得愚蠢	3.250	6.000	0.433	0.866	political
1219	避免打草驚蛇，義工們連續兩次上門假裝向吳嫌買狗肉，取得吳嫌信任；義工昨天下午再度喬裝顧客上門，以每臺斤一百六十元購買十臺斤，交易過程全被義工側錄下來，另一組義工會同警方、雲林縣家畜疾病防治所趕到現場，當場人贓俱獲，吳嫌只好坦承屠狗。	3.889	5.000	0.994	1.069	news
2119	沈佳宜安全穩固不影響訊號天貓精選現售價10.8元，可疊加5元優惠券，折後5.8元包郵，近期好價，有需要的值友不要錯過了。	5.750	3.000	0.661	1.871	news
1129	總統說，願臺灣產業升級，經濟振興，人人有工作，家家都歡喜；願社會和諧安定，大家相互關懷，互助合作；願全民充滿朝氣，相互激勵，迎向新挑戰，開創新世紀。	7.000	5.167	0.0	0.687	news
1113	翔太變得害怕上學，一想到到校就手腳發抖、腹部疼痛。	3.111	5.167	0.737	0.687	news
775	我相信我的同事她連睡衣放在什麼位置都不知道.	4.111	4.778	0.875	0.916	hotel
2932	土耳其搜捕101名未遂政變涉案嫌疑人-新華網新華網土耳其搜捕101名未遂政變涉案嫌疑人---報道說，土耳其警方在全國至少18個省同步展開抓捕行動。	4.500	5.000	1.0	2.0	news
1709	李桐豪說，他感謝馬總統對親民黨團的肯定，他也向政院和國民黨立院黨團喊話，「既然總統都認同親民黨的主張，希望行政部門、國民黨立法院黨團能夠認真看待問題！	4.857	5.000	0.639	0.943	political
2521	對暴龍來說，在北國奮戰7季的羅瑞，與勇士格林的攻勢組織好壞將是重點，另外在東冠表現低迷的暴龍格林能否回神，會是暴龍能否抵抗衛冕軍重要關鍵。	5.333	3.889	0.471	1.197	news
1631	崇拜他學習他只會毀掉全世界甚至是你以後美好的人生啦幹就算家庭問題再嚴重也是有能可以幫你.	3.778	6.222	0.916	0.916	political
2474	而這，就是天津海昌極地海洋公園短視訊營銷的日常動作，比起那些苦心經營官方號企業團隊，天津海昌公園用自家網紅員工的賬號傳播，顯得非常輕鬆有效。	6.000	4.000	0.0	1.491	news
1024	這次電玩遊戲英雄聯盟世界錦標賽，代表臺灣出賽的臺北暗殺星TPA)勇奪冠軍，也終於吸引到政府對電競的一些關愛眼神，像是替代役方案、獎助學金、升學等，至少對於電競或者電玩遊戲，也多了一些正面的聲音。	6.500	4.875	0.5	1.364	news
