Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
每一筆自己都非常嫌惡	2.5	7.0	0.5	0.816
最高檢清理久押不決是在清理違法行為	7.0	6.0	0.0	0.0
習近平內外交戰	4.667	4.333	0.471	0.943
文貴沒吹出幾十億幾百億已經舊嘴上留情了	5.25	4.75	0.829	1.09
一次難忘的旅行	8.0	7.0	1.0	1.0
今年年初移植後復發	3.0	4.2	0.0	1.47
現在說臺灣年輕人薪水太低經濟無望	3.5	6.0	0.5	0.0
會加深社會矛盾	3.0	5.0	0.0	1.414
只要冠佑講話就會自動忽略的病	5.0	4.0	1.0	2.0
之後開始走下坡	3.6	4.25	0.49	0.829
也是日常爭執之所在	4.0	5.0	0.0	0.816
真的是太可惡了	3.0	6.25	0.0	0.829
流失血液裡的執著	4.5	4.5	0.5	0.866
高雄市市民為中國大陸次等公民	2.667	5.0	0.943	1.633
你的神精系統有故障嗎	4.0	6.25	0.0	0.829
是寂靜角落育出的的渴盼	5.667	5.333	0.471	0.943
明天早上就會確信人生的疑點了	4.6	4.4	0.49	1.625
為我們應援的所有人致上謝意	7.4	6.0	0.49	0.707
那你得擔保你們總統別明天不加稅了	5.0	6.0	0.0	0.0
惟當權貪婪的瞳孔	2.75	4.25	0.433	1.785
現線上條有些清晰了	5.5	3.5	0.5	0.5
土地是以它的肥沃和收穫而被估價的	5.333	4.0	0.471	1.633
最喜歡號錫不耐煩的時候	6.667	5.0	0.471	0.816
可能可以幫助改善消化系統健康	6.6	4.4	0.49	2.059
是福氣而引起軒然大波之後	4.0	3.0	0.0	0.0
少發表意見免得惹麻煩	3.667	5.0	0.471	1.414
真實98乖巧伶俐	6.0	4.0	1.0	1.0
連牛奶都未加熱	4.0	5.5	0.0	0.5
本藥是激發人體荷爾蒙產生壹種互相吸引力	5.333	4.667	0.471	0.943
來遏止他們繼續到處點火	6.0	5.667	0.0	0.471
大量狗官攜鉅款外逃不敢追捕	1.667	7.667	0.471	0.471
家人一分錢也得不到	3.0	3.667	0.0	0.943
商界已無助力可借	3.333	5.0	0.471	0.0
這種被竄改內容或被迫改變的案例不只臺灣出版物	3.5	5.75	0.5	0.829
挖掘機團隊出品	5.0	2.25	0.0	1.299
不尊重代議士的賣菜蝓	3.0	6.0	0.0	0.707
我與妳分隔兩地	4.667	2.0	0.471	1.414
而俄軍根本不理會他們	4.0	5.0	0.0	0.0
中國花饃藝術節近日在陝西渭南舉辦	5.333	3.0	0.471	1.633
都是壓榨億萬底層中國人民的沉重枷鎖	2.5	6.5	0.5	0.5
生酮飲食和均衡飲食	6.667	3.333	0.471	0.471
淪為支那的一部分	3.333	5.667	0.471	2.055
就像之前最終回聚來的元氣彈也是需要靠燈花轉換成其他人的魔力	5.333	5.0	0.471	0.0
由他的幕僚們縫縫補補再塞進更多的棉花	5.0	5.0	0.0	0.0
上照抄我標題的句子讓我很害羞	5.5	5.667	0.5	0.471
可悲可嘆可恨可憐啊	2.5	8.0	0.5	0.894
狹小的家庭辦公區	4.0	4.25	0.0	0.433
預言有提到中國拆教會和虐待信徒的報應嗎	3.0	5.0	0.0	2.0
共產黨壟斷了一切	2.667	6.5	0.471	1.118
我們會加以重視的	6.6	5.75	0.49	1.299
王傳彰先生近幾年潛心調煮咖啡頗有心得	6.75	5.0	0.433	0.707
中國會受到極大損失	4.25	5.0	0.829	1.225
有時他們罵得不中肯	4.0	5.0	0.816	0.816
之前到底在幹嘛	3.667	6.667	0.943	1.247
為何滿紙荒唐話	3.667	6.333	0.471	0.943
直擊靈魂的拷問	4.333	5.667	0.471	1.247
有大夫說是心血管痙攣	4.0	6.0	0.0	0.0
袁氏以紙之假言告師長處	4.75	4.6	0.433	1.2
我知道你是不小心	6.0	5.0	0.0	0.0
我說什麼都要被他們否定	3.0	5.75	0.0	1.92
V力讓聲音不出現異常	6.333	3.667	0.471	2.055
若非遭到欺騙和背叛	3.6	5.2	0.49	1.47
貴族青年魯道夫建造了一座矮小的城堡	5.0	2.25	0.0	1.299
小英不關注下潮流是會落伍的呀	4.0	6.5	0.0	1.118
因應蘋果要求供應鏈全數以潔淨能源生產	6.0	5.0	0.816	1.633
雖然這版本的多羅羅一樣剛毅的個性像爸爸	4.75	4.4	0.433	1.625
魔幻寫實的人生	6.0	4.0	1.0	2.0
單位時間震動的次數	5.0	1.5	0.0	0.866
去年的我們舉班歡慶	7.0	6.25	0.0	0.829
能在如此誘人的金元外交前礙難從命	4.4	3.75	1.744	1.09
甜甜的蜂蜜口感	6.5	3.5	0.5	1.118
媽媽一定會諒解我的啊	6.5	8.0	0.5	1.0
檯面上爭吵不斷的各國領導人	3.0	4.0	0.0	0.0
1章咕噠知道真相後的消沉	3.0	2.667	0.0	0.471
黑橘的工作人員埋伏在各個伺服器內	4.75	5.0	0.433	1.225
並且必須改頭換面	5.0	5.5	0.0	0.5
卻造就2001年科網股爆破之失	2.0	6.5	0.0	0.5
巨大的自豪感以及他在板球場上的巨大技能的巨大滿足感	6.0	4.0	0.0	0.0
紙束紙束敗北者	4.0	5.0	0.816	0.816
其言語刻薄惡毒	3.0	4.667	0.707	0.471
看了就不敢恭維	4.0	5.2	0.0	1.6
