Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
美國終於出了個敢於與中共較勁的商人總統川普	6.4	7.25	1.2	1.299
然後因為馬聲望下降民進黨攀升的政治能量	5.0	4.333	0.816	1.886
只能聽諂媚不能聽良謀	3.0	4.75	0.0	0.433
讓農地違章工廠取得永久居留權	4.0	4.333	0.0	0.943
大家說誰是混蛋王八蛋	2.6	6.75	0.49	0.433
畢竟國內人身不算自由	3.0	5.0	0.0	0.816
過人和組織進攻很流暢	6.333	4.333	0.471	0.471
而高通牢牢把握了3	5.0	4.0	0.0	2.121
一旦廢除收費站	4.4	6.25	0.49	0.829
更是人類發展歷史長河中最絕妙的諷刺	3.75	5.25	0.433	1.479
由於北京的網路封鎖政策	3.667	3.333	0.471	1.7
讓小鳥捎去我我最深情的問候	6.5	5.5	0.5	0.866
說點萬念俱灰的話	3.5	5.25	0.5	0.829
由自己一手創立的世界貿易規則	6.0	5.667	0.0	0.471
一方面又說臺灣是國際讚譽的民主	5.4	3.8	1.2	1.6
後又有律師反訴其拖欠工資	3.4	4.0	0.49	1.0
建議找後路撤退	5.0	4.0	0.0	1.581
賴清德馬上允諾	5.6	5.2	0.49	1.6
李亞蒨腿斷變瘸腿	3.0	4.5	0.0	0.5
前瑞典駐華大使被指控擅自與中國中間人談判桂民海案	3.333	4.0	0.471	2.449
萬物繁茂的季節	8.0	3.5	0.707	0.866
昨天晚上夢見海賊王了	7.0	5.0	0.0	0.0
請拉著我的手一起逃跑	6.0	5.6	0.0	1.855
保羅與火箭助教駁斥報導	3.5	6.0	0.5	1.581
於是我們看到生育率下降	3.5	4.0	0.5	0.0
胡錦濤去到哪就追到哪誓為李旺陽討回真相	5.0	5.0	0.0	2.757
噁男才不準進健身房啦	3.0	7.25	0.0	0.829
英為能相見而毀掉翅膀掉入人間	2.333	5.667	0.943	1.886
有時還會與鄰居幫賴辯解	3.0	5.0	0.0	0.0
她的東西經常被毀壞	3.75	3.6	0.433	1.855
晚上一邊過敏發作狂噴嚏一邊洗嬰兒屁股以及唱歌講故事陪睡	4.0	5.333	0.0	0.471
取得了顯著的生態	6.75	3.0	0.433	1.0
如果明年總統選舉實現連任	4.0	4.0	0.0	0.0
原來是有被罷官的憂患意識啊	4.0	6.333	0.816	0.943
我最不稀罕人家的錢	4.5	5.75	0.5	0.433
貴婦極致無瑕美肌	6.75	5.0	0.829	0.707
高素質高學歷高理解力的有暴力武器	3.0	5.75	0.707	1.785
反同陣團堅毅不屈	5.0	3.75	0.894	1.299
東一榔頭西一棒子的到處惹事兒蹭熱點	3.333	4.667	0.471	0.471
因此中共設法耐心勸阻引導那裡的人改吃狗肉	4.5	5.667	1.118	0.471
少年聚眾喝酒起口角	3.0	4.25	0.0	1.92
而拒絕更多讓步的中國國家主席習近平表示自己會負完全責任	4.333	3.667	0.471	1.247
螢幕在手掌包圍下的部分基本上都是可操控的	5.0	3.5	0.0	1.5
取消香港關係法吧	4.5	3.25	0.5	1.479
美方再度高舉關稅大棒加劇中美經貿摩擦升級風險	4.5	4.4	0.5	1.744
招待這位美國的伯理璽天德	5.667	3.333	0.471	1.247
博古王若飛葉挺罹難	2.6	3.25	0.49	1.479
特赦不同黨的叫寬大	6.25	5.0	0.433	0.707
我覺得我們共同對神獻上禮讚	7.333	6.333	1.247	1.7
都拿來咀嚼感慨	3.667	5.5	0.471	1.118
由於特權階層社會法則就是這樣教會中國人的	4.0	5.0	0.0	0.816
不斷向著自己的目標前進	7.5	6.0	0.5	0.707
竟然還看得到有人說麥可貝當年把福克斯踢掉是正確的選擇	3.25	7.0	0.433	0.0
關於那些受難者	4.0	3.25	0.0	1.785
在任意500米上突破後	6.0	4.333	0.0	2.494
或本來就是歹徒的人	3.5	5.5	0.5	1.118
如果是我就玻璃心碎了	3.0	6.6	0.0	1.2
終止後的第九天清晨	5.0	3.667	0.0	2.055
中國經濟增長一直平穩	5.667	4.333	0.471	0.471
其出身背景根本就與憤青所主張的相互牴觸阿	3.0	7.0	0.0	0.816
也成為她疲乏時候的喜樂	6.4	5.0	0.49	0.0
你那無家可歸飽經風波的人們	3.0	6.0	0.0	0.0
儲存一些有用的資訊	6.0	3.5	0.707	1.118
而中方的法律則是如毛澤東說過的	5.0	4.0	0.0	0.0
彩工房期間限定	6.0	6.0	0.0	0.816
但當時還是不管怎麼看都是灰綠	4.0	3.0	1.0	2.0
在我的第二屆任期內進行談判的話	5.0	1.5	0.0	0.5
就是那種每天疑神疑鬼的人	3.333	4.333	0.471	1.7
即可達到興旺避邪的目的	7.0	4.5	0.0	0.5
到西方極樂世界逍遙一世	6.5	4.5	0.5	1.803
貨幣貶值為什麼可以抵掉關稅	5.0	4.5	0.0	2.5
因為是他們在縱容邪教	3.333	4.333	0.471	1.247
三度提出司法請求與會商要求	5.0	3.333	0.0	0.471
我只知道她沒有哽咽	4.667	3.75	0.471	2.278
鬧劇而沾沾自喜	4.333	4.667	1.247	1.247
他們也感染了綠色宜人的英格蘭和英國其他地區	6.333	4.333	0.943	0.943
頭髮會不停地自動長長	6.0	4.333	0.816	0.943
過去他們很輕鬆地賺錢	5.667	4.0	1.247	0.816
都會被追究刑事責任	4.0	3.667	0.0	0.471
路上很乖不哭鬧	6.8	3.2	0.98	1.47
三谷三木表現出所有的羞怯裸體主義	5.5	4.333	0.5	0.471
粉絲秀20年珍藏求籤名	6.0	2.667	0.816	1.247
