Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
指望貿易戰改變中國經濟	5.75	5.75	0.433	0.433
你一定認識一些勤勉持家的女性	6.0	4.333	0.0	2.055
這樣是否合乎情理呢	4.5	5.667	0.5	0.471
醫生夫婦從她生產前後就存在疏忽	3.0	5.25	0.0	0.829
人云算術不及格	3.333	4.667	0.471	0.471
近視眼都能看清	5.75	5.5	0.829	0.5
組裝起來很順利	7.0	4.5	0.0	1.118
中方決不屈服於美方極限施壓	4.667	3.667	0.471	2.055
有啥資格嘲笑俄爹	3.0	7.25	0.707	0.433
我給新手的建議是	5.5	3.5	0.5	0.5
路過看到順手點讚喔	5.667	3.667	0.471	2.055
儘管時間很充裕	4.5	4.5	0.5	0.5
我腦子裡智慧多到滿出來	6.5	6.2	0.5	1.47
脖子上繫著加重的錨	3.5	4.25	0.5	0.433
其不過是牲畜惡共的殉葬品	2.0	6.5	0.894	0.5
是全世界人類的恥辱	1.5	7.75	0.5	0.433
中共已經害怕到了極致	3.0	6.5	1.414	1.803
彰縣府向媽媽們致意	6.0	5.0	0.0	0.0
內心其實瞧不起	4.0	5.5	0.0	2.5
狗老闆日復一日讓我們小輩無節制加班	2.5	7.0	1.118	0.707
內心罵了幾百遍還是默默坐下校稿子	4.667	4.0	0.471	0.816
司法部扣留北韓貨船抵美屬薩摩亞	4.5	3.0	0.5	2.0
但是我已經頭昏到一個快昏倒	3.0	7.0	0.0	0.816
白金漢宮與女王最近的距離	5.0	4.0	0.0	1.789
這樣算起來誰更便宜	5.5	5.0	0.5	0.707
之後疲累地睡去	4.667	2.333	0.471	1.247
這樣也是變相幫他開口	4.5	6.0	0.5	0.0
別把部分人的不當行為怪罪於宗教上了	4.0	7.0	0.0	0.0
歷史上我還真找不到有那一位成功者是每天開會	4.0	4.0	0.707	2.236
總覺得這年頭光天化日下會看到的幾乎都是無關緊要的私事被三流媒體扒糞	3.333	6.0	0.471	0.816
猶豫要不要接著看完剩下的3	5.5	2.0	0.5	1.0
一定要把這個邪惡的體制徹底消滅	6.5	6.5	0.5	0.5
但是看到他們頻繁申請我還是很暴躁	3.667	6.0	0.471	0.816
女方還是覺得不氣派	3.5	5.0	0.5	0.707
巧克力香味很有誘惑力	7.5	6.0	0.5	0.707
英國和美國共謀把色情視訊和教學視訊放在谷歌視訊檔案裡面	3.667	5.333	0.471	0.471
天天咒罵就能滅絕的	4.0	7.5	0.0	1.118
不管是露基梅還是抱枕套只要有克萊的臉就90分起跳	7.0	6.0	0.0	0.0
健康和生活質量	5.4	2.8	0.49	1.47
重點係有個聚腳點方便聚聚	5.333	4.0	0.471	2.16
從美國推進貿易談判的情況看	5.0	2.667	0.0	1.247
不用再看那些刺眼睛的文字	6.4	4.25	0.49	0.829
其實都是廢棄物而已	4.0	4.0	0.816	2.16
就是我的抵抗策略	5.667	5.667	0.471	2.867
換勾引肌肉直男原創的私信我就可以	6.0	6.0	1.0	1.0
是一種先入為主的刻板印象	3.333	4.667	0.471	1.247
醫生是殺父仇人還是怎麼的	3.667	5.0	0.471	1.414
即使美國把中國產品的關稅全部提升到1	4.333	6.0	0.471	1.633
孟晚舟申請中止訴訟	5.0	2.667	0.0	1.247
一方面說大陸壓迫世界衛生組織	3.0	6.0	0.707	0.816
稍微揭開了我幾個禮拜來被雨霧掩埋的窗簾	5.5	3.0	1.118	1.414
這樣的詮釋有點太過神奇	5.667	5.5	0.471	0.5
但是進展太遲緩	3.0	5.5	0.0	0.5
把我和?中人分開	5.0	1.0	0.0	0.0
4成蘇格蘭保守黨選民	5.0	1.333	0.0	0.471
這冰淇淋蛋糕有夠難吃	3.0	7.0	0.816	0.816
導致王扣瑪罹患嚴重肺炎	3.333	4.0	0.471	2.16
滑世界超級之大笑話	5.333	6.0	0.943	2.16
連我剛剛去報案也處處刁難	3.0	6.0	0.0	0.707
造假於一身的黑中藥企業會不會走向它應有的末日	4.0	5.667	0.0	0.943
機敏遠在我等之上	6.75	6.0	0.829	1.414
最近開始找回神魔的熱忱	6.0	5.75	0.0	0.829
不難看出像我同樣命運的人很多	4.5	2.5	0.5	1.5
結果延期到下下下週了	3.25	5.4	0.433	1.2
我也感到與有榮焉	6.5	5.2	0.5	1.47
也不像秋雨那樣的纏綿	5.0	2.75	0.894	0.829
以迷信和烏托邦	4.0	4.0	0.0	1.0
終院駁回劉夢熊上訴	6.0	5.0	1.0	2.0
雖然我無視他的最後通牒	4.4	2.75	0.49	1.299
如果作者懂得在故事中排首位的	5.0	5.25	0.707	0.433
於社會倫理有悖	4.0	4.5	0.0	1.118
手掬一束白色波斯菊貼於平坦的胸前	5.0	2.0	0.0	0.0
臺男真的很難取悅	3.0	6.5	0.894	0.5
郝安祥到徐寅筌家	5.0	2.8	0.0	1.833
不論是辦報紙還是鬧革命	4.75	5.25	0.433	1.299
就是你口中喪心病狂的民進黨在80年代做的事嗎	4.0	6.0	0.816	0.816
由於在中國沒有建立統一完善憲政體制導致為了政權	3.667	5.333	0.471	0.471
