Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
別被末世的法利賽人迷惑	4.0	7.5	0.0	0.5
第四集太逆境了	3.667	6.0	0.943	1.581
之前裙子的我也有突然換色的經驗耶	5.5	5.75	0.5	1.299
你們可以侮辱我	3.0	7.333	0.816	1.247
我為太關注自己生命而羞恥	3.0	6.25	0.707	0.433
以其壯觀的自然環境	6.5	6.333	0.5	0.943
我急於脫離金寶罐頭湯的日子	4.5	3.75	0.5	2.385
當數千阿里客戶捲入賣假	4.0	4.0	0.0	0.0
第8季第4集戰勝異鬼後的慶功宴上	6.0	4.333	0.816	1.247
還不快慎重的道歉	4.0	7.0	1.414	0.816
有個要考詩大的男孩在和我調情	4.667	4.333	0.471	1.7
你地唔使灰心喎	3.75	6.0	0.829	1.414
否則會造成市府團隊為彌補施政過失而疲於奔命	3.4	4.25	0.49	0.829
微機械是基於晶片製造技術的精密機械	5.0	2.5	0.0	1.5
一直擔心累到她	4.0	5.25	0.0	1.299
現在還拿來當事跡宣傳	4.0	5.25	0.0	1.299
王法官因工作突出多次獲得中共的嘉獎	7.0	4.5	0.0	0.5
我們試圖把他拉出來	4.333	4.0	0.471	2.16
毛病在於太自以為是	3.5	6.0	0.5	0.0
法定期限內沒有上訴	5.0	4.5	0.0	0.866
以克服目前的短視政治	6.25	4.75	0.829	0.829
歐洲機械裝置製造業也將受到美國關稅升級的衝擊	3.5	2.5	0.5	0.866
更不要說講牢騷話	4.0	6.667	0.0	0.471
回宿舍等老大揪喝酒	7.0	6.667	0.816	1.886
經營自己的傳統	6.4	3.2	0.49	1.6
逆境和業障是有	3.75	3.8	0.829	2.315
最使人頹廢的往往不是前途的坎坷	3.5	6.0	0.5	0.707
可見慶豐太監們只敢背後黑屁和下體升級性騷擾以及迫真自殺	2.5	6.0	0.5	0.0
今天有隻拉布拉多很機靈	6.6	4.0	0.49	0.707
論當場心肌梗塞的可能233	3.667	1.333	0.943	0.471
在擁擠的樣板中	4.5	5.0	0.5	0.0
感情最終要放下	4.0	3.667	0.816	1.247
廢墟上的重新站立	6.5	5.25	0.5	1.09
被文貴詐騙貸款的銀行	3.5	4.5	0.5	0.5
她逃亡到過10年追訴期	5.0	3.0	1.0	2.0
而是畸形的經濟結構	3.0	4.6	0.0	1.2
它只不過是根基於一些假冒人民之名躲藏在幕後的人上	2.0	4.0	0.707	1.581
那是疑慮重重的時期	3.667	4.0	0.471	2.16
一個自稱很久以前見過我的人來跟我說話	5.0	2.75	0.0	1.785
掙扎明天要不要去乙女市集	5.0	5.0	0.0	2.0
以延畢一年的代價	4.0	5.25	0.0	0.829
山川不改人情異	4.0	5.0	0.0	0.0
置香港美加歐洲僑民於險境	3.5	4.4	0.5	1.625
並且像他自己一樣狂熱和棘手納粹	3.667	5.333	0.471	3.091
30即將要開採囉	5.0	4.333	0.0	2.494
獸醫一直說叫我們不要逗弄他	4.5	6.667	1.118	1.247
可惜軍部的人已經瘋了	3.6	5.0	0.49	1.414
讓大量低頻率人類退場	4.333	4.0	0.471	2.16
影片為鄉下的熱情雞雞	6.667	6.0	0.471	0.816
但是我被自己囚禁了	3.0	4.0	0.0	2.0
有優惠才敢叫尊榮	5.667	6.333	0.471	0.943
是不是因為生育率持續低迷	4.0	4.75	0.0	0.433
?魚湧門市都休息一天	4.0	3.5	0.0	1.118
也是應了我一貫的讓暴風雨來得更猛烈一些所願	4.5	5.0	0.5	2.828
我不懂他們說的電波是什麼意思	4.333	4.333	0.471	0.471
又何必苦苦自責	3.75	5.5	0.433	0.5
權的演技又磨練了不少收放自如	6.25	4.4	0.433	1.744
可能害了西藏患病兒童	3.0	5.0	0.0	0.707
逼仄狹窄的西班牙人區	3.4	5.25	0.49	0.829
重賞也已經獲勝了不可能會被處理掉	5.5	6.0	0.5	0.816
那是我第一次跟他單獨會面的地方	5.0	3.333	0.0	2.625
我們只是落向廣袤大地的無數雨滴中那無名的一滴	4.0	2.75	0.0	0.829
黑社會上門鬧事	3.0	5.75	0.0	0.829
被孕妻趕出再婚	3.0	5.0	0.0	0.816
也會在有限的時間內有效運用資源	6.5	3.25	0.5	1.785
但是數量多這一點你必須承認	5.0	5.25	0.0	0.829
其實就一神經病	3.0	7.0	0.0	0.707
相互扶持的堅強	6.667	4.333	0.471	0.471
難道變瘦之前都不能穿合適的運動內衣和排汗運動褲練	3.333	7.333	0.471	0.471
郭文貴的奇葩言論不僅一再讓華人寒心	3.4	5.5	0.49	0.866
不過我不便透漏地點	4.6	5.0	0.49	1.225
萬事只求半稱心	5.667	2.333	0.471	0.471
這本身就代表著一份覺察力	7.0	5.0	0.0	0.816
妳算是知性型的女僕	6.75	3.0	0.433	1.414
一個失手就是下輩子再見了	2.75	5.8	0.433	1.6
走私動物屢禁不止	3.25	5.0	0.433	1.414
慶富案錄音檔流出	4.5	5.5	0.5	1.5
不確定能不能破解	4.0	4.333	0.0	0.943
論專業根本就是外行啊	4.0	5.667	0.0	0.471
我太瞭解自己了	6.667	5.0	0.471	1.633
