Text	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
我本來以為羽風薰是夢之?寶貴的碩果僅存的幾個直男	4.5	3.5	0.5	2.5
我說什麼都要被他們否定	3.0	5.75	0.0	1.92
他一個學歷史的竟然符合臺灣投機分子郎鹹平的黑屁說什麼	3.4	7.25	1.356	0.829
請觀看完整視訊	5.0	2.333	0.0	1.247
從鎮壓法輪功開始我就意識到信仰之戰一直在進行中	4.5	5.5	0.5	0.5
我發現幾個特別有趣的邏輯	6.667	5.333	0.471	0.471
中國傳統文化是戰勝共產黨和專制的法寶	7.0	5.0	0.707	2.121
但借它攻擊整個中國的人權是無聊的	3.5	6.0	0.5	1.0
若報導牴觸受眾的核心信念	3.5	4.0	0.5	0.0
叫不醒一個喪失了立場	3.0	4.0	0.0	2.0
法輪功學員反迫害不也是維權運動嗎	5.0	6.25	0.894	0.829
但實際上它給你的是日復一日的倦怠	3.4	5.25	0.49	0.829
它讓你無暇顧及親情	3.667	3.333	0.471	1.7
這就很能說明問題了	6.5	5.75	0.866	1.479
但我較欣賞後者	6.667	5.333	0.943	0.471
這本身就代表著一份覺察力	7.0	5.0	0.0	0.816
你也許會很失望	3.5	5.5	0.5	0.5
西醫治了多家醫院	6.75	5.25	0.433	0.433
真中藥越來越匱乏	4.0	5.0	0.707	0.816
人們就會身不由己地迷失在無常的洪流之中	3.4	4.2	0.49	1.47
感情最終要放下	4.0	3.667	0.816	1.247
比如是醫療改革	6.0	4.0	0.0	0.0
都是如今的習維尼已經全面復辟甚至變本加厲的內容	2.4	6.0	0.49	1.732
乾脆徹底禁止宣傳鄧小平關於黨和國家領導體制的改革內容	3.5	6.5	0.5	0.5
當你選擇看過程的時候時間已經悄赤滷q你身邊溜走啦等你反應過來頓悟啦已經是兩鬢斑白啦那還是算是智者嗎	2.667	7.667	0.471	0.943
這才在週日早上宣佈徵收關	5.0	5.667	0.0	0.471
沒有他也沒有新中國這點不可否認	5.667	5.75	0.471	1.299
當然並不是說劉電工發明這個學說而是他自身就是受殖民地考試工廠生產出的考試機器	5.0	4.0	0.0	0.0
直到晚上回家才看到地震的訊息	4.0	4.667	0.707	0.471
那幾天我在網上看到許多來自災區的殘酷圖片	3.2	5.75	1.47	0.433
定期來賓的村上佳菜子	5.0	2.0	0.0	1.414
令人厭煩般的找碴又無理取鬧呢	3.0	7.25	0.0	1.09
保羅與火箭助教駁斥報導	3.5	6.0	0.5	1.581
發表真理賜給人悔改的道	6.75	3.6	0.433	1.855
過了整整一天才有進去救援	3.25	4.4	0.433	2.417
美國已經清楚的講說	5.0	4.0	0.0	2.449
讓蔡英文保有模糊空間	4.5	4.0	0.5	1.0
他這種文風是智商隔離	4.0	4.667	0.816	2.055
或是聲稱自己是中國人就可以處處受禮遇尊敬	3.0	4.75	0.707	1.09
背信以及壓榨百姓之下	1.5	5.0	0.5	2.0
人他爸很有錢不然怎麼能買新聞啊	3.333	6.667	0.471	0.943
所以人的素質比較能提高	6.333	4.0	0.471	1.633
別被末世的法利賽人迷惑	4.0	7.5	0.0	0.5
人得留心傾聽主的聲音	6.0	3.5	0.0	1.118
牧師長老為什麼能公然違背主的話	3.0	6.6	0.0	0.49
但人口數則相反	3.5	5.5	0.5	0.5
他們也感染了綠色宜人的英格蘭和英國其他地區	6.333	4.333	0.943	0.943
我會粉碎你的臉	2.5	8.5	0.5	0.5
在我的生活中有著獨特的巴貝多文化投入	5.667	6.333	0.471	0.943
輸入我的巴貝多心靈	5.0	6.5	1.0	0.5
我一定會很難過	2.75	8.0	0.433	0.707
都改聽國外的流行音樂	5.0	3.2	0.0	1.6
可是說謊就不同	4.0	4.2	0.0	1.939
就愈讓人們懷疑這些故事	4.0	5.0	0.707	0.707
劉鶴赴美只求川普下手輕點	5.0	3.4	0.0	1.744
孟晚舟申請中止訴訟	5.0	2.667	0.0	1.247
學歷最高30分	4.667	4.333	0.471	0.471
工作經驗最高10分	5.333	2.333	0.471	1.247
產業要具有創新性	6.667	6.0	0.471	0.816
只有窮人才整天在推上勾心鬥角罵罵咧咧	3.0	6.75	0.0	0.433
我媽現在催婚的手段越來越高明瞭	4.0	5.75	0.707	1.299
豈不知等到再繼續肆虐耍流氓	3.0	5.333	0.0	0.471
我們試圖追蹤每天在全球範圍內的中國境外的每一筆交易	5.667	4.0	0.471	1.633
它還有多少空間可以造謠撒	3.0	5.0	0.0	1.581
但就阻止江青組閣而言	4.333	6.333	0.471	0.471
如果供產商的產品隨時可能被課以高關稅就會影響他的銷售價格和自己的利潤	5.0	6.0	0.0	0.0
又笨的不醒的佔多數	3.0	4.25	0.0	1.09
所以到時候只是換人殖民罷了	3.5	5.333	0.5	0.471
我們要避免這一天的到來	4.667	6.0	0.943	0.816
哇咿感謝開群!!也偷偷的加入了!	6.667	7.667	0.471	0.471
最近欣喜若狂地吃了辣味豆乾	6.667	6.5	0.471	1.5
結果腸胃超級燃燒	3.75	6.0	0.433	1.414
我為何不先存檔是智障嗎	3.0	7.5	0.0	1.118
哎呀說的人暢想無限	6.0	5.333	0.816	2.055
從勝利走向更偉大的勝利	6.667	6.667	0.471	0.471
我已經是瑟瑟發抖了	3.0	6.0	0.0	0.0
還有一個理由大概是因為他倆遭遇很類似吧	4.0	5.0	1.0	0.0
連飯都不肯自己吃	3.5	5.5	0.5	0.5
吃了高血壓可就拿不下來了	3.4	5.8	0.49	0.98
那是咱們的幸運	7.0	5.667	0.0	0.471
諱疾忌醫是古人就抨擊過的	4.0	4.5	0.0	0.866
我甚至開始享受吃藥這件事情	6.0	6.0	1.633	0.816
美爹的軍火商可高興壞了	8.0	8.0	0.816	1.0
各種糟糕和熱鬧誒	4.5	5.0	0.5	1.0
我們慶幸在網際網路時代翻牆	6.4	5.25	0.49	0.433
很多人還在爭論要不要存糧	4.6	4.25	0.49	0.829
我在美國四次被人進行身體上的侵犯	2.333	6.0	0.943	0.816
或者說警方在保護這幾個人	5.333	4.667	0.471	0.943
甜甜的蜂蜜口感	6.5	3.5	0.5	1.118
美國和中國都處在政治上最黑暗的時代	2.5	5.75	0.5	0.829
不如此早就被滅了	3.667	6.333	0.471	0.943
換了你和他處於當年的白色恐怖之中	3.333	6.0	0.471	1.414
中共最受信任的危機管理者回到了政治前線	6.5	5.25	0.5	1.299
雖然宗教的核心是神祕的和超出人世的	6.0	3.0	0.0	1.414
30年來談64各方由於種種原因迴避其國際背景	3.0	5.333	0.816	0.471
國有化本身就已經拋棄了經濟發展	4.25	5.5	0.433	1.118
現在社交軟體都會向使用者申請讀取聯絡人的許可權	5.667	3.0	0.471	1.414
其實我覺得這世界上就沒有種族歧視	5.0	6.333	0.707	0.943
可是上次見又覺得挺帥的	7.0	4.75	0.707	1.785
或者工作失敗咋搞	3.0	6.667	0.0	0.471
喘息的時間與機會	5.667	3.25	0.471	2.278
難道變瘦之前都不能穿合適的運動內衣和排汗運動褲練	3.333	7.333	0.471	0.471
噁男才不準進健身房啦	3.0	7.25	0.0	0.829
只要冠佑講話就會自動忽略的病	5.0	4.0	1.0	2.0
每次見面還是很新鮮呢	6.5	6.0	0.5	0.0
訊息曝光後緊急搬家	4.0	4.333	0.0	0.943
真心覺得她很強	6.5	5.0	0.5	2.0
我不承認有這麼糟糕的爸爸	3.0	6.8	0.0	0.98
網路上隨便哪個相同興趣的很少會是同伴	4.0	6.333	0.707	0.471
我覺得應該是心跳之後除魔法以外	5.5	4.333	0.5	0.471
那是我第一次跟他單獨會面的地方	5.0	3.333	0.0	2.625
肉身在國的你雖能深度解析卻難以盡情評論習及習團隊	3.5	5.5	0.5	0.5
雖然我們都很獨立	5.667	2.667	0.943	1.247
最近幾天累積了	4.5	4.0	0.5	0.0
重點係有個聚腳點方便聚聚	5.333	4.0	0.471	2.16
研究人員的性別可能影響實驗鼠的疼痛反應	5.0	3.75	0.0	1.92
回宿舍等老大揪喝酒	7.0	6.667	0.816	1.886
都變得很有理由了	5.0	3.5	1.0	0.5
取消香港關係法吧	4.5	3.25	0.5	1.479
進一步侵蝕高度自治	3.0	6.667	0.0	0.471
但涉及到戰後的國際秩序	4.333	2.667	0.471	1.7
單位時間震動的次數	5.0	1.5	0.0	0.866
品嚐入口當下的美味才是最棒的	6.75	6.0	0.829	0.0
三點多回到家渾身無力	3.5	5.5	0.5	1.5
上照抄我標題的句子讓我很害羞	5.5	5.667	0.5	0.471
但在無形中其實大家都看得出來	5.0	4.667	0.0	0.471
地科老師就在上課時大力評批憂鬱症的人都是養尊處優	2.25	6.0	1.299	0.816
真的是讓人很厭惡啊	3.0	5.333	0.0	0.943
當初自己為什麼離開	5.0	5.0	0.0	0.0
平田博士說現在確實有問題	3.6	3.5	0.49	0.5
彷彿現在並沒有足夠的能力去思考自己是誰	3.333	4.333	0.471	2.055
難得悠閒的旅程	7.25	3.8	1.09	1.939
再加上人品爆發	6.0	4.5	0.0	1.118
一直勉強自己做不擅長的事	3.0	5.667	0.0	0.471
而自己也沒有那麼無能	6.0	6.75	0.0	0.433
管理層太商業化到無底線	3.6	5.0	0.49	0.707
同埋防守部署失誤	3.0	3.333	0.0	2.055
柏克萊睡眠專家	5.0	3.0	0.0	2.0
缺乏睡眠使你笨拙健忘	3.333	5.333	0.471	0.471
缺乏睡眠會扭曲你的基因	4.5	4.75	0.5	0.829
我只有五分之一都成日不是憑空消失就是被貓藏起來	4.6	2.5	0.49	1.118
如釋重負般的舒暢	7.0	5.0	0.0	1.0
自嘆一生書裡活	4.0	4.0	0.0	0.707
除了極個別選擇原諒她的	4.0	5.333	0.816	0.943
無一例外都離婚了	2.667	6.333	0.943	0.471
根本無心力再去關心什麼大事	3.0	5.2	0.0	0.98
而俄軍根本不理會他們	4.0	5.0	0.0	0.0
所以我很羨慕我弟	5.0	5.0	1.414	0.816
不用在意旁人眼光	6.0	3.75	1.414	1.299
有時候我理解有些人他們會反感	5.667	4.667	0.471	0.471
是上者制定給下者遵守	5.0	4.0	0.0	3.0
自己卻毫不在意	4.5	4.5	0.5	0.5
拍賣的錢若有超過	6.0	4.667	0.816	2.625
什麼征服宇宙啊	3.5	6.5	0.5	0.5
除非被魔鬼奪取了心智	4.0	4.8	0.0	1.47
自認為沒做到100分	4.0	4.4	0.707	2.417
但因為你的媽媽生病了	3.6	4.75	0.49	0.829
這樣就無情那每支球隊都不用換血了啊	3.5	7.667	0.5	0.471
當數千阿里客戶捲入賣假	4.0	4.0	0.0	0.0
必須做出殘酷抉擇	3.0	6.5	0.0	1.118
甚至分開只是合理化你的行為	3.0	5.0	0.0	0.816
你沒辦法照顧到我	3.0	5.0	0.0	0.894
風駟雲軒愁誓約	3.0	6.0	0.0	2.0
你今日的不順是因你早期的自負與自私	3.0	6.4	0.0	1.2
孩子的成長你從來不參與	3.0	6.5	0.0	0.5
山川不改人情異	4.0	5.0	0.0	0.0
我們便會去除一切的惡行	6.333	4.0	0.471	0.816
摸著她稚嫩的臉龐	5.5	5.0	0.5	0.0
老是躲在哀怨中	3.0	5.6	0.0	1.356
沒有及早觀察到她的缺陷	3.0	5.4	0.0	1.2
當你的生命力在我眼前一點一滴消逝	3.0	4.4	0.0	1.855
美國無意與伊朗戰爭	5.333	2.333	0.471	1.247
有點像是小資產階級或軍閥	5.0	3.0	0.0	2.0
也非常重視善惡有報的懲罰	5.667	4.333	0.471	2.494
作為終極審判者	5.0	2.667	0.0	1.7
我們必須服從歷史的不合理的力量	4.667	4.333	0.471	2.494
腦袋發熱糊塗蛋	2.5	7.0	0.5	0.707
惟當權貪婪的瞳孔	2.75	4.25	0.433	1.785
讓人民慢慢失控	3.0	7.0	0.0	1.0
卻得到一鼰赤?	4.333	4.0	0.471	2.449
就算再心痛也看不透	2.75	6.0	0.433	1.414
同時焦慮還會跑進來亂我真的4不知道該怎麼辦	3.0	5.5	0.0	1.118
出兵80人上戰場	4.667	4.0	0.471	2.449
被戰火歲所吞沒	3.0	5.333	0.0	1.247
所簽署的約定!	5.5	7.0	0.5	0.0
因為中共以15年為期答應改善經濟體質的約定並未遵守!	3.0	7.75	0.0	0.433
?自在菩薩行深般若波羅蜜多時照見五	5.333	1.333	0.471	0.471
一致否決中國電信巨擘中國移動在美國的營運申請案	4.0	5.2	0.707	2.04
中國外交部批評美方此舉是	4.0	3.6	0.0	1.744
人生沒什麼後悔的事	6.667	2.0	0.471	0.816
當年學生時代應該要加入辯論社團	4.4	4.4	0.49	1.855
手扶梯固定站左邊	5.0	2.8	0.0	1.6
分別判刑1年3個月及4年半	4.5	3.25	0.5	0.829
為中國企業赴美投資提供一個公平	6.0	4.25	0.0	0.829
這個人他拿到照片的途徑是非常可恥的	2.333	5.667	0.943	1.886
不停地找事物來迷戀	5.333	4.333	1.7	2.055
並不是因為生活太無趣太無聊	4.4	5.5	0.49	0.5
金犢獎0512	5.0	1.667	0.0	0.471
能否讓阿姨畫一下自己的知識框架體系	6.0	5.5	0.0	0.5
明白自己知道什麼且立場堅定	6.0	6.25	0.0	1.299
如果高超的技巧運用得不得要領	3.5	3.75	0.5	1.09
妨礙了我們瞭解人物以及人物的行為	3.75	4.6	0.433	0.49
但在這個噱頭下這部番真的太平庸了	4.333	6.0	0.471	0.816
有自信會活得比較開心一點	7.5	6.0	0.5	0.0
保證能吃的都吃膩了	4.0	4.2	0.0	1.833
特別是那種西裝革履的	5.333	4.333	0.471	2.357
既然別人不理你了	4.0	7.0	0.0	0.0
日本都吃原子彈了	3.4	6.0	0.49	1.414
因為身處咒術協會很快被平息了下來	6.0	4.5	0.0	1.5
也得以發現了咒術的天賦	6.5	5.5	0.5	0.5
身上所有值錢財物被賊人騙走	3.5	5.75	0.5	0.433
這這這這太太過分啦	2.5	8.75	0.5	0.433
若非遭到欺騙和背叛	3.6	5.2	0.49	1.47
和戀人分手的可能性微乎其微	5.667	3.667	0.943	2.055
高價醫材是另一件事情	5.0	5.0	0.0	0.0
是故意用來讓我自爆的武器	3.6	5.25	0.49	1.09
還以為我學生證造假	4.0	5.25	0.0	0.829
還不快慎重的道歉	4.0	7.0	1.414	0.816
什麼功利至上真是失了智	3.0	6.667	0.0	0.943
把我和?中人分開	5.0	1.0	0.0	0.0
發覺自己連私生活也沒有	3.0	6.5	0.0	0.5
根本意圖使人破戒	3.0	6.5	0.0	1.118
熟悉又模糊的名字	5.0	5.667	0.0	0.471
她應該從國會中被刪除	3.667	4.333	0.471	0.471
我恨我自己太晚跟隨到神聖大師	3.75	7.25	0.433	1.09
如今吃的毛豆甜湯除了喜愛之外	7.0	4.0	0.0	2.121
翻了一下電腦意外找到以前去社團表演編了一個口水歌的組曲	6.333	6.0	0.471	0.816
靠北這根本郭臺銘示範如何一次得罪所有年輕選民啊	3.0	7.0	0.0	0.0
這不就郭臺銘版的功德說	4.0	6.0	0.707	0.0
一直輪迴還是一直糾纏	3.4	5.25	0.49	0.829
其實都承受不起	3.0	6.5	1.0	0.5
滿心歡喜揮手像個孩子	7.5	6.0	1.118	2.121
創造2018年度國內基因領域最大募資金額	6.5	3.5	0.5	0.5
就算是惡作劇也一樣	3.6	6.0	0.49	0.707
無論你怎麼嘲諷	5.25	6.0	0.829	0.707
宇宙超級無敵大仙女嘻嘻	7.0	6.0	0.894	0.894
一些長輩的看法是感到荒謬	4.0	5.0	0.0	0.816
怎麼這麼不懂事	3.0	7.0	0.707	0.707
也會在有限的時間內有效運用資源	6.5	3.25	0.5	1.785
這點宗和日日樹最明顯	5.0	3.667	0.0	1.7
這個世界一是給魔鬼領導	3.0	7.667	0.0	0.471
你要讓我使你進步成聖	6.0	5.0	0.0	2.098
義勇推感覺都是懂得體現自己慾望的成熟大人	6.75	3.25	0.433	0.433
人力是一種資源	5.333	4.333	0.471	1.247
最近才因為我隨意地使用弄破兩個馬克杯	3.5	3.0	0.5	0.816
已隨季節更迭而培養起的身體敏銳知覺	6.4	5.0	0.49	0.707
還有勇氣遠去嗎	3.667	3.0	0.943	1.414
這些堅果超營養	8.0	6.4	0.707	1.356
你的池塘已枯竭	4.0	5.0	0.0	0.0
這樣的詮釋有點太過神奇	5.667	5.5	0.471	0.5
資訊多到數不清的世界	5.667	5.667	0.471	0.471
逢年過節才會碰到	5.5	4.0	0.5	0.0
談判有三大分歧	4.0	3.333	0.816	1.247
踐踏抑制宗?信仰欺壓百姓	2.0	7.0	0.707	1.0
當然必需要靠透視的幫忙	5.667	4.667	0.943	1.247
一款有魅力的新茶	6.333	6.0	0.471	1.581
也可設定燈光亮度	5.6	3.0	0.49	1.414
而且同步時不夠精確	4.0	3.4	0.894	1.625
美食化解的不僅是飢餓	6.0	5.333	0.816	1.7
本藥是激發人體荷爾蒙產生壹種互相吸引力	5.333	4.667	0.471	0.943
含有較多的脂肪	4.6	3.0	0.49	1.673
女生就會更不勇敢	4.0	4.5	0.707	2.693
這是中國人極其不理智地自絕於傳統	2.5	5.75	0.5	0.829
是總在革新傳統	6.0	6.0	1.633	0.0
我是看節目才知道男人很愚蠢	3.0	5.75	0.0	0.829
組裝起來很順利	7.0	4.5	0.0	1.118
爹最近沉迷翻牆聽迷之小廣播	4.5	4.5	0.5	0.5
還是會默默付出	6.0	3.5	0.0	0.5
才華橫溢位新秀2019	7.333	6.333	0.471	1.7
要求美國行政部門積極支援擴大臺灣的國際參與	6.667	6.0	0.471	0.816
跟隨人民日報邏輯	4.667	3.0	0.471	1.414
我腦子裡智慧多到滿出來	6.5	6.2	0.5	1.47
是你們支撐著我	7.0	6.667	0.0	0.471
全心奉獻給所有家庭成員	7.5	6.25	0.5	0.829
先生說你偶爾可以依賴我	5.0	3.5	0.0	1.5
就多少體貼一點吧	5.5	4.5	0.5	0.5
10美股盤中反彈	5.0	5.333	0.707	0.471
虧損資金沒有形成規模	5.667	3.0	0.471	1.633
妳支撐了多少支持者的心靈	6.333	6.333	0.471	0.471
可是再如此悲傷也有過去的一天	6.5	6.0	0.5	0.707
人一無所有的時候最清醒	3.667	4.667	1.247	1.7
什麼就會折磨你	3.333	3.75	0.471	1.92
以延畢一年的代價	4.0	5.25	0.0	0.829
活該被壓在地上摩擦	3.0	5.6	0.0	2.154
還可以促進課金	6.75	4.6	0.433	1.855
是覺得自己辜負了那些幫我加油	3.0	4.8	0.0	1.833
中華人民共和國內政腐敗侵害人權	1.5	5.5	0.5	0.5
各種委屈的碩珍	4.0	3.0	0.816	2.16
但我還是接受不了他的土方	3.333	6.0	0.471	0.816
土方真的太毀滅	3.6	6.6	0.49	0.49
你經常受到生活中不如意的事所影響	4.0	5.667	0.0	0.471
可悲可嘆可恨可憐啊	2.5	8.0	0.5	0.894
某地發生一起少年惡性傷人事件	3.0	5.0	0.0	1.414
你和所有人都是平等的	6.0	5.0	0.0	0.0
導致跑步完有點嘔吐	3.5	5.0	0.5	2.0
式翻盤太精彩了	7.0	6.0	0.0	1.0
每一次引爆都會造成巨大地震	4.0	3.75	0.707	1.92
而且郭蹲下去的時候她的肢體僵硬到	3.333	4.0	0.471	2.55
賣弄一下矯情的文字或有限度的性感是	4.5	4.0	0.5	2.236
常常看到許多人把自己和伴侶的性生活	4.667	5.333	0.471	0.471
以命相搏是無奈之舉	3.6	5.25	0.49	0.829
的計劃再受挫折	3.0	4.667	0.0	1.247
每個群有助教維持秩序和整理問題	6.0	3.0	0.0	0.816
為病人保守隱私	6.5	4.333	0.5	0.943
這顆破掉的水餃和這顆漂亮的水餃你要吃哪一顆	5.0	4.0	0.0	0.0
同時性格刻畫鮮明	6.0	4.75	0.0	0.433
並且可能是令人羞辱地	3.0	5.25	0.0	0.829
我們在原則問題上決不讓步	6.0	6.667	0.816	0.943
但是看到他們頻繁申請我還是很暴躁	3.667	6.0	0.471	0.816
自認為稍有鬆懈就會被別人搶走飯碗	4.0	5.667	0.0	0.471
甜心自己挖了個坑	4.25	4.0	0.433	1.414
的姿勢可以降低你從障礙物後露出的輪廓	5.0	4.0	0.0	1.0
參選者大都以為自己有本事使臺灣經濟繁榮就可以被擁護當選	4.0	5.0	0.0	1.414
英超異常激烈的爭冠大戲	6.0	6.5	0.0	1.803
連別人行房都逃不過他們那睿智的眼光	3.667	4.667	0.471	1.247
一定要把這個邪惡的體制徹底消滅	6.5	6.5	0.5	0.5
可惜沒有奶只能靠召喚石輔助	3.5	4.0	0.5	0.0
五毛你恬不知恥	3.0	5.25	0.0	1.299
失業潮湧向街頭	3.6	4.25	0.49	0.829
女政治家搞政治未必都是為了女權	5.5	6.0	0.5	0.816
我太瞭解自己了	6.667	5.0	0.471	1.633
韓指環評增加業者負擔	4.0	4.2	0.0	2.227
拿撒勒人被人出賣釘上十字架	3.0	4.25	0.0	0.829
直擊靈魂的拷問	4.333	5.667	0.471	1.247
武漢這塊地界到底隱藏者什麼	6.0	6.0	0.0	0.0
也就是異性間的隔閡和同性間的競爭	4.0	4.5	0.0	0.5
臭狗屎你也跟他辯論	3.333	7.333	0.471	0.471
這些人很可憐的	3.0	6.667	0.0	1.247
是中國的獨特現象	5.0	4.333	0.0	2.494
郭文貴借股市用來炫耀自己	3.75	6.0	0.433	1.0
巧克力香味很有誘惑力	7.5	6.0	0.5	0.707
中國花饃藝術節近日在陝西渭南舉辦	5.333	3.0	0.471	1.633
無論他編造的郭條條有多完美	4.0	5.75	0.0	0.433
迷人的臺灣太魯閣風景引遊客參觀	7.5	4.75	0.5	0.829
但情人海灘仍然美得驚人	8.0	7.4	0.707	1.356
以其壯觀的自然環境	6.5	6.333	0.5	0.943
夾在雄偉的岩石之間	5.5	3.5	0.5	1.118
清澈的藍色海水	6.0	2.333	0.0	1.886
擔當的他可以分擔唱歌時的高音	7.0	5.5	0.0	0.5
但還是有意外了	3.5	4.5	0.5	0.5
郭臺銘同時澄清說	5.0	5.667	0.0	1.7
就一幫說中文的不知什麼人不斷地在這裡製造恐慌	3.0	7.0	0.0	0.816
緋聞總能佔據微博熱搜版	3.6	5.75	0.49	0.829
就這樣不知不覺為你著迷了	6.6	5.6	0.49	0.49
把西方謹慎論調當侏儒	3.5	5.5	0.5	0.5
我們只是落向廣袤大地的無數雨滴中那無名的一滴	4.0	2.75	0.0	0.829
整個口業爆炸性癖曝光	3.25	5.5	0.433	0.5
幼稚園時期的我	5.0	2.667	0.0	1.7
用純真的心看見	7.4	5.0	0.49	1.225
374643人受傷	3.0	3.0	0.894	1.581
77應該比較算天然的自尊心高	5.5	2.5	0.5	1.5
生命逝去的悲痛	2.0	7.75	0.894	1.299
相互扶持的堅強	6.667	4.333	0.471	0.471
廢墟上的重新站立	6.5	5.25	0.5	1.09
因為你遺傳了媽媽的個性或是態度或是氣質	6.0	4.5	0.0	0.5
水果的酸甜感跟巧克力的味道搭配起來滿和諧的	6.333	4.333	0.471	0.471
他都會細心舔毛1	5.333	3.667	0.943	1.886
祝福全天下的母親	7.333	4.0	0.471	2.16
今天逛誠品買了兩本書	5.667	3.0	0.943	0.816
然後就把手機遺失在公車上了	4.0	5.333	0.0	0.471
你們可以侮辱我	3.0	7.333	0.816	1.247
和粑粑總是無障礙交流	6.667	4.667	0.943	0.471
實際上紐約慈航基金與慈善沒有半毛關係	4.667	3.75	0.471	1.92
而且還精心準備了諸如體育用品	6.5	6.0	0.5	0.0
來自中國第一大電信運營商的懺悔	3.5	2.5	0.5	0.5
為祖國效勞是我的榮幸	7.0	6.5	0.0	1.118
憑什麼這樣的事情要保密	3.25	6.75	0.433	0.829
回國無門且官司纏身	2.5	5.75	0.5	0.433
焦慮的時候都靠滑手機來逃離	4.0	5.0	0.894	0.707
這樣猶豫徘徊浪費了生命	3.667	5.0	0.471	0.816
傻一點不要批判	4.5	3.5	0.5	0.5
只是暫時為周恩來的替補罷了	4.0	5.25	0.0	0.433
我們班很多男的給我們倆起過譏諷的外號	3.0	5.5	0.0	0.866
也社交障礙不敢主動詢問	3.0	4.6	0.0	1.744
不要說這麼可怕的話嘛	4.333	4.75	0.471	1.299
人家才不是壞人呢	6.0	5.5	0.0	2.062
你是不是嚴重低估了小孩的小聰明和智商	3.6	6.75	0.49	0.829
以及家長本來就應該有的教養責任	5.25	5.4	0.433	1.356
撕開郭九條的偽裝	3.75	7.0	0.433	0.707
是種身心舒適狀態	6.6	3.25	0.49	0.829
反而下定決心與兄長一戰	5.0	5.25	0.0	1.92
疑犯左手中槍後繼續駕車逃走	3.667	4.667	0.471	0.471
被趕到的巡邏車警員制服	6.0	4.0	0.0	1.414
掙扎明天要不要去乙女市集	5.0	5.0	0.0	2.0
鬧劇而沾沾自喜	4.333	4.667	1.247	1.247
以無知小丑的表演形式淋漓盡致的演繹	5.0	4.333	1.414	0.943
軍事以混淆視聽	4.5	3.0	0.5	1.0
企圖將自己從刑事罪犯華麗轉身為	3.667	6.0	0.471	1.0
為何區區一個政治庇護都需要申請	3.333	6.333	0.471	0.471
使人心支離破碎	3.0	5.25	0.0	1.92
是人類歷史上絕無僅有的存在	6.333	6.667	0.471	2.055
達到魚目混珠的效果	4.5	3.8	0.5	2.04
那些所謂的傷心痛苦和生活相比狗屁都不算	3.0	7.333	0.707	0.471
在世的短暫的一生中	4.5	3.5	0.5	0.5
又稱季節性懶惰症候群	4.0	4.5	0.0	0.5
當然是理世寶貝	7.0	5.667	0.816	1.247
九州伴手禮推薦	5.6	4.0	0.49	1.673
永遠都很耀眼的兩人	7.0	5.667	0.707	0.471
衣服設計的很醜	3.333	6.333	0.471	0.943
當男性誇誇其談鄙視身邊女性的觀影片單	3.0	6.667	0.0	0.943
您的孩子也會有突出的一面的	6.5	5.333	0.5	0.471
那種酸葡萄的孬種就別浪費口水了	3.25	7.0	0.433	1.225
我非常瞭解和欽佩的人	7.0	6.0	0.707	0.816
巨大的自豪感以及他在板球場上的巨大技能的巨大滿足感	6.0	4.0	0.0	0.0
以及把這個世界交給撒旦路西法和他的墮落天使以及他們的反基督	3.333	4.75	0.471	2.586
當基督徒向他們發出關於這些精神實體的警告時	4.0	4.6	0.0	1.855
遠離政治和媒體	4.833	4.857	0.373	0.833
以免被他們佔便宜	4.0	6.0	0.707	0.816
鑽研社會福祉的菁英	7.0	5.0	0.0	0.816
由於北京的網路封鎖政策	3.667	3.333	0.471	1.7
習近平內外交戰	4.667	4.333	0.471	0.943
樂於維持惡化現狀	2.0	6.0	0.0	0.0
海軍節過度維穩曝光	5.5	4.0	0.5	1.0
非洲豬瘟病毒流入本港令市民人心惶惶	3.0	6.0	0.0	1.414
沒能說服美方取消2	3.4	4.0	0.49	0.707
川普總統認為美國吃虧上當太久了	4.5	4.75	0.5	0.829
這衹是權宜之計	4.5	5.5	0.5	0.5
那就讓川普的魯莽和衝動給那些人長個記性	4.0	4.667	0.816	2.625
不然倒楣的還是投資者	4.0	4.5	0.0	0.5
包含怎麼應付一些有的沒的	4.333	3.5	0.471	1.118
我們試圖把他拉出來	4.333	4.0	0.471	2.16
商界已無助力可借	3.333	5.0	0.471	0.0
重賞也已經獲勝了不可能會被處理掉	5.5	6.0	0.5	0.816
都是我用盡全力寫的文	7.667	6.0	0.943	2.449
今天缺席家族聚餐的	4.0	5.0	0.0	0.707
但是數量多這一點你必須承認	5.0	5.25	0.0	0.829
眾人忙驚惶相問	3.5	7.0	0.5	1.0
粵港澳大灣區城市挑戰賽香港站得獎隊伍出爐	6.0	4.0	1.0	1.0
缺點是有先入為主的觀念可能吞不下	4.0	5.0	0.0	0.707
我就真的辭職給他看	3.4	6.5	0.49	0.5
頭髮會不停地自動長長	6.0	4.333	0.816	0.943
以及防水可以撐一整天的畫眉毛用具	6.0	3.2	0.0	1.833
第一次來萬國紀念公園	6.0	4.667	0.0	0.943
不少部員表現的很出色	7.5	6.25	0.5	1.09
因為有計較的時候	4.0	5.0	0.0	0.0
過敏體質人深有感觸	4.667	6.0	0.471	0.816
來試試創業?挑戰同埋刺激	6.0	6.25	0.0	1.09
這便是汝的惡習唷	3.6	5.25	0.49	0.829
